dataset,outer,method,depth,lambda,cv_folds,n_thresholds,threshold_label,val_r2,val_mse,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves
insurance,outer_3,streed,5,0.1,3,20,20,0.7601390168881396,35407587.63905537,0.0054454803466796875,34552697.690363914,0.7659550670845612,37849660.46333976,0.7335516904947528,3
insurance,outer_3,streed,5,0.08,3,20,20,0.7601390168881396,35407587.63905537,0.005562543869018555,34552697.690363914,0.7659550670845612,37849660.46333976,0.7335516904947528,3
insurance,outer_3,streed,5,0.05,3,20,20,0.8308694135390103,25000393.75812404,0.006061077117919922,24152426.895724982,0.8364019740741853,34150797.42768304,0.7595903865062208,4
insurance,outer_3,streed,5,0.03,3,20,20,0.8308694135390103,25000393.75812404,0.022876262664794922,24152426.895724982,0.8364019740741853,34150797.42768304,0.7595903865062208,4
insurance,outer_3,streed,5,0.01,3,20,20,0.8360596941704784,24254757.74474795,6.246622562408447,22509013.600250848,0.8475337403385268,33440889.46675587,0.7645878890935047,5
insurance,outer_3,streed,5,0.008,3,20,20,0.8310811576971151,24944584.55688682,7.992975473403931,22509013.600250848,0.8475337403385268,33440889.46675587,0.7645878890935047,5
insurance,outer_3,streed,5,0.005,3,20,20,0.8378348602676714,23962676.371232495,10.055213451385498,20417481.566903472,0.8617008678613018,31639986.170171883,0.7772656154742209,7
insurance,outer_3,streed,5,0.003,3,20,20,0.8292708613273859,25187637.40093567,11.70610523223877,19826228.65437834,0.8657057577106577,31408264.165280394,0.7788968569628547,8
insurance,outer_3,streed,5,0.001,3,20,20,0.7924540510591221,30560942.783189926,12.67895793914795,15663774.865133436,0.8939004077086845,33704833.27284904,0.7627298174469699,23
insurance,outer_3,streed,5,0.0005,3,20,20,0.7869905532655811,31477412.364286065,12.425944328308105,14584060.88211642,0.90121392021609,39362578.502697065,0.7229012791285216,32
insurance,outer_3,streed,5,0.0001,3,20,20,0.787479577785879,31398750.506764192,12.134754180908203,14584060.88211642,0.90121392021609,39362578.502697065,0.7229012791285216,32
