dataset,outer,method,depth,n_thresholds,cv_folds,cost_complexity,ridge_penalty,lasso_penalty,val_r2,val_mse,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves
airfoil,outer_1,streed_s,4,5,3,0.1,0.1,0.0,0.4448181183545678,26.429282488012063,0.4085714817047119,23.187784044610524,0.511991164083388,25.723181676570555,0.46085405513589184,3
airfoil,outer_1,streed_s,4,5,3,0.1,0.01,0.0,0.4448181183545678,26.429282488012063,0.4162149429321289,23.187784044610524,0.511991164083388,25.723181676570555,0.46085405513589184,3
airfoil,outer_1,streed_s,4,5,3,0.1,0.001,0.0,0.4448181183545678,26.429282488012063,0.4147312641143799,23.187784044610524,0.511991164083388,25.723181676570555,0.46085405513589184,3
airfoil,outer_1,streed_s,4,5,3,0.1,0.0001,0.0,0.4448181183545678,26.429282488012063,0.4181969165802002,23.187784044610524,0.511991164083388,25.723181676570555,0.46085405513589184,3
airfoil,outer_1,streed_s,4,5,3,0.1,1e-05,0.0,0.4448181183545678,26.429282488012063,0.41835570335388184,23.187784044610524,0.511991164083388,25.723181676570555,0.46085405513589184,3
airfoil,outer_1,streed_s,4,5,3,0.08,0.1,0.0,0.5046573681912787,23.49918131713038,0.4898691177368164,23.187784044610524,0.511991164083388,25.723181676570555,0.46085405513589184,3
airfoil,outer_1,streed_s,4,5,3,0.08,0.01,0.0,0.5046573681912787,23.49918131713038,0.4930381774902344,23.187784044610524,0.511991164083388,25.723181676570555,0.46085405513589184,3
airfoil,outer_1,streed_s,4,5,3,0.08,0.001,0.0,0.5046573681912787,23.49918131713038,0.4932379722595215,23.187784044610524,0.511991164083388,25.723181676570555,0.46085405513589184,3
airfoil,outer_1,streed_s,4,5,3,0.08,0.0001,0.0,0.5046573681912787,23.49918131713038,0.49254393577575684,23.187784044610524,0.511991164083388,25.723181676570555,0.46085405513589184,3
airfoil,outer_1,streed_s,4,5,3,0.08,1e-05,0.0,0.5046573681912787,23.49918131713038,0.4942200183868408,23.187784044610524,0.511991164083388,25.723181676570555,0.46085405513589184,3
airfoil,outer_1,streed_s,4,5,3,0.05,0.1,0.0,0.5325747866871761,22.1941777502312,0.6333022117614746,20.737301716481994,0.5635638812556519,24.042688512888496,0.4960764116065254,4
airfoil,outer_1,streed_s,4,5,3,0.05,0.01,0.0,0.5325747866871761,22.1941777502312,0.6336278915405273,20.737301716481994,0.5635638812556519,24.042688512888496,0.4960764116065254,4
airfoil,outer_1,streed_s,4,5,3,0.05,0.001,0.0,0.5325747866871761,22.1941777502312,0.6342277526855469,20.737301716481994,0.5635638812556519,24.042688512888496,0.4960764116065254,4
airfoil,outer_1,streed_s,4,5,3,0.05,0.0001,0.0,0.5325747866871761,22.1941777502312,0.6373603343963623,20.737301716481994,0.5635638812556519,24.042688512888496,0.4960764116065254,4
airfoil,outer_1,streed_s,4,5,3,0.05,1e-05,0.0,0.5325747866871761,22.1941777502312,0.6459188461303711,20.737301716481994,0.5635638812556519,24.042688512888496,0.4960764116065254,4
airfoil,outer_1,streed_s,4,5,3,0.03,0.1,0.0,0.5981125434867941,19.038552200637593,0.7494199275970459,17.291227554619862,0.6360897697569954,19.602986561950928,0.5891305031784659,6
airfoil,outer_1,streed_s,4,5,3,0.03,0.01,0.0,0.5981125434867941,19.038552200637593,0.7496600151062012,17.291227554619862,0.6360897697569954,19.602986561950928,0.5891305031784659,6
airfoil,outer_1,streed_s,4,5,3,0.03,0.001,0.0,0.5981125434867941,19.038552200637593,0.7501764297485352,17.291227554619862,0.6360897697569954,19.602986561950928,0.5891305031784659,6
airfoil,outer_1,streed_s,4,5,3,0.03,0.0001,0.0,0.5981125434867941,19.038552200637593,0.7479090690612793,17.291227554619862,0.6360897697569954,19.602986561950928,0.5891305031784659,6
airfoil,outer_1,streed_s,4,5,3,0.03,1e-05,0.0,0.5981125434867941,19.038552200637593,0.7603867053985596,17.291227554619862,0.6360897697569954,19.602986561950928,0.5891305031784659,6
airfoil,outer_1,streed_s,4,5,3,0.01,0.1,0.0,0.6644715621628611,15.991008491245154,1.03013014793396,10.655339776749518,0.7757483013148855,12.939290844103562,0.728798471521514,14
airfoil,outer_1,streed_s,4,5,3,0.01,0.01,0.0,0.6644715621628611,15.991008491245154,1.058823823928833,10.655339776749518,0.7757483013148855,12.939290844103562,0.728798471521514,14
airfoil,outer_1,streed_s,4,5,3,0.01,0.001,0.0,0.6644715621628611,15.991008491245154,1.0526108741760254,10.655339776749518,0.7757483013148855,12.939290844103562,0.728798471521514,14
airfoil,outer_1,streed_s,4,5,3,0.01,0.0001,0.0,0.6644715621628611,15.991008491245154,1.0639350414276123,10.655339776749518,0.7757483013148855,12.939290844103562,0.728798471521514,14
airfoil,outer_1,streed_s,4,5,3,0.01,1e-05,0.0,0.6644715621628611,15.991008491245154,1.066929817199707,10.655339776749518,0.7757483013148855,12.939290844103562,0.728798471521514,14
airfoil,outer_1,streed_s,4,5,3,0.008,0.1,0.0,0.6668485068840969,15.881045121003739,1.0983774662017822,10.655339776749518,0.7757483013148855,12.939290844103562,0.728798471521514,14
airfoil,outer_1,streed_s,4,5,3,0.008,0.01,0.0,0.6668485068840969,15.881045121003739,1.092332124710083,10.655339776749518,0.7757483013148855,12.939290844103562,0.728798471521514,14
airfoil,outer_1,streed_s,4,5,3,0.008,0.001,0.0,0.6668485068840969,15.881045121003739,1.1014666557312012,10.655339776749518,0.7757483013148855,12.939290844103562,0.728798471521514,14
airfoil,outer_1,streed_s,4,5,3,0.008,0.0001,0.0,0.6668485068840969,15.881045121003739,1.0924327373504639,10.655339776749518,0.7757483013148855,12.939290844103562,0.728798471521514,14
airfoil,outer_1,streed_s,4,5,3,0.008,1e-05,0.0,0.6668485068840969,15.881045121003739,1.0924086570739746,10.655339776749518,0.7757483013148855,12.939290844103562,0.728798471521514,14
airfoil,outer_1,streed_s,4,5,3,0.005,0.1,0.0,0.6801068425976018,15.260281018718965,1.1698801517486572,10.324439420446021,0.7827124121317445,12.270034481087592,0.7428257741597103,15
airfoil,outer_1,streed_s,4,5,3,0.005,0.01,0.0,0.6801068425976018,15.260281018718965,1.1666154861450195,10.324439420446021,0.7827124121317445,12.270034481087592,0.7428257741597103,15
airfoil,outer_1,streed_s,4,5,3,0.005,0.001,0.0,0.6801068425976018,15.260281018718965,1.15385103225708,10.324439420446021,0.7827124121317445,12.270034481087592,0.7428257741597103,15
airfoil,outer_1,streed_s,4,5,3,0.005,0.0001,0.0,0.6801068425976018,15.260281018718965,1.158803939819336,10.324439420446021,0.7827124121317445,12.270034481087592,0.7428257741597103,15
airfoil,outer_1,streed_s,4,5,3,0.005,1e-05,0.0,0.6801068425976018,15.260281018718965,1.1672742366790771,10.324439420446021,0.7827124121317445,12.270034481087592,0.7428257741597103,15
airfoil,outer_1,streed_s,4,5,3,0.003,0.1,0.0,0.6850310191233073,15.01916276534898,1.2379536628723145,10.17701308418206,0.7858151387487085,12.534505591076377,0.7372825824862621,16
