dataset,outer,method,depth,lambda,cv_folds,n_thresholds,threshold_label,val_r2,val_mse,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves
temperature_min,outer_3,streed,5,0.1,3,20,20,0.639786234653937,2.238284919622818,0.34192967414855957,2.220815460386409,0.6430241406405812,2.0304650365554706,0.6633307244788739,3
temperature_min,outer_3,streed,5,0.08,3,20,20,0.639786234653937,2.238284919622818,0.32663846015930176,2.220815460386409,0.6430241406405812,2.0304650365554706,0.6633307244788739,3
temperature_min,outer_3,streed,5,0.05,3,20,20,0.692798328845695,1.9066715849624696,8.428434133529663,1.8731040033843909,0.698915590599604,1.7085664398043685,0.7167043927806476,4
temperature_min,outer_3,streed,5,0.03,3,20,20,0.692798328845695,1.9066715849624696,599.5747003555298,1.8731040033843909,0.698915590599604,1.7085664398043685,0.7167043927806476,4
temperature_min,outer_3,streed,5,0.01,3,20,20,0.7438297676207206,1.5901392556398182,599.6058185100555,1.5885988848715098,0.7446471972931281,1.4240580800630551,0.7638784251472942,6
temperature_min,outer_3,streed,5,0.008,3,20,20,0.7467858788816241,1.5703832498514803,599.6788599491119,1.427762329780166,0.7705002087181075,1.3096062026437831,0.7828555707563347,9
temperature_min,outer_3,streed,5,0.005,3,20,20,0.7699182099517227,1.4281867065746983,599.7223603725433,1.3917268776035496,0.7762925794655242,1.3017350718622491,0.7841606746857511,10
temperature_min,outer_3,streed,5,0.003,3,20,20,0.7793462908341575,1.3711705912708358,599.7086408138275,1.318108013359761,0.7881261414148445,1.1974524754981495,0.8014516624817896,13
temperature_min,outer_3,streed,5,0.001,3,20,20,0.7860479796204901,1.328414717909081,599.721842288971,1.275592317254407,0.7949601523555068,1.1661977258753111,0.8066339796961582,16
temperature_min,outer_3,streed,5,0.0005,3,20,20,0.7860479796204901,1.328414717909081,599.7066476345062,1.275592317254407,0.7949601523555068,1.1661977258753111,0.8066339796961582,16
temperature_min,outer_3,streed,5,0.0001,3,20,20,0.7860479796204901,1.328414717909081,599.7057824134827,1.275592317254407,0.7949601523555068,1.1661977258753111,0.8066339796961582,16
