dataset,outer,method,depth,lambda,cv_folds,n_thresholds,threshold_label,thresholds_strategy,min_leaf_node_size,val_r2,val_mse,loss,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves
airfoil,outer_2,greedy,5,0.1,3,20,20,quantile,1,0.32181747660248655,32.90425974800733,57516.38904698433,0.0023148059844970703,33.243823322712004,0.31722340382463077,26.49388398617443,0.38455725769053095,3
airfoil,outer_2,greedy,5,0.08,3,20,20,quantile,1,0.32181747660248655,32.90425974800733,54004.92636436745,0.0016415119171142578,33.243823322712004,0.31722340382463077,26.49388398617443,0.38455725769053095,3
airfoil,outer_2,greedy,5,0.05,3,20,20,quantile,1,0.33469670856404826,32.239996207374155,48084.56654173613,0.0017018318176269531,30.265965834453507,0.37838398033206855,24.788782602150572,0.4241661075008092,4
airfoil,outer_2,greedy,5,0.03,3,20,20,quantile,1,0.38111471473588665,30.013713227057337,43402.61629824694,0.0017235279083251953,30.265965834453507,0.37838398033206855,24.788782602150572,0.4241661075008092,4
airfoil,outer_2,greedy,5,0.01,3,20,20,quantile,1,0.5344019916966419,22.495924740606014,33123.56256536377,0.0018436908721923828,21.227448768464082,0.5640211092772538,19.009958668143618,0.5584059664480581,13
airfoil,outer_2,greedy,5,0.008,3,20,20,quantile,1,0.5525705037446306,21.6281165987296,31492.827835293974,0.0017497539520263672,19.968142633703206,0.5898853050975752,17.860872684168346,0.5850987922147957,16
airfoil,outer_2,greedy,5,0.005,3,20,20,quantile,1,0.5603690794701074,21.249439324257697,28291.714361257556,0.0018281936645507812,18.42483749307652,0.6215824002405739,16.34439660319739,0.6203259487316175,21
airfoil,outer_2,greedy,5,0.003,3,20,20,quantile,1,0.5723042054819215,20.676489534913788,25731.986152121895,0.0018804073333740234,18.048089906083575,0.6293202116399199,16.311996047033617,0.6210786011984355,23
airfoil,outer_2,greedy,5,0.001,3,20,20,quantile,1,0.5924463963927894,19.712929826284462,22951.04035265158,0.0018048286437988281,17.828125227552064,0.6338379451457392,15.896383222862573,0.6307331273668255,26
airfoil,outer_2,greedy,5,0.0005,3,20,20,quantile,1,0.5938177653276724,19.64592302943104,22092.35460178346,0.0017769336700439453,17.624980650671727,0.638010219838316,15.85489077944226,0.6316969808802266,31
airfoil,outer_2,greedy,5,0.0001,3,20,20,quantile,1,0.5946918408185088,19.602791804572544,21356.468073313667,0.0018799304962158203,17.6116389879984,0.6382842369072608,15.833442096518674,0.6321952255409304,32
