dataset,outer,method,depth,lambda,cv_folds,n_thresholds,threshold_label,thresholds_strategy,min_leaf_node_size,val_r2,val_mse,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves
synch,outer_0,guide,5,2.0,3,20,20,quantile,1,0.7146748,0.009112724666666667,0.021916,0.009019186,0.7199,0.009486007,0.7143741,2
synch,outer_0,guide,5,4.0,3,20,20,quantile,1,0.9201977,0.0025310853333333334,0.028645,0.002401635,0.9254,0.002537731,0.9235883,4
synch,outer_0,guide,5,6.0,3,20,20,quantile,1,0.9568848333333332,0.0013688836666666665,0.029715,0.001343031,0.9583,0.00147082,0.9557133,6
synch,outer_0,guide,5,8.0,3,20,20,quantile,1,0.9773451999999999,0.0007241229666666666,0.017968,0.00064422,0.98,0.0006983692,0.9789719,8
synch,outer_0,guide,5,10.0,3,20,20,quantile,1,0.9834858666666667,0.0005258816666666666,0.023685,0.0004617094,0.9857,0.0006113974,0.9815907,10
synch,outer_0,guide,5,12.0,3,20,20,quantile,1,0.9880059666666666,0.0003807588333333333,0.034739,0.0003417739,0.9894,0.0003627786,0.9890767,12
synch,outer_0,guide,5,14.0,3,20,20,quantile,1,0.9918434666666668,0.0002593955,0.029919,0.0002334272,0.9928,0.0002483811,0.9925212,14
synch,outer_0,guide,5,16.0,3,20,20,quantile,1,0.9937699333333333,0.00019915033333333334,0.028972,0.0001663918,0.9948,0.0001870745,0.9943671,16
synch,outer_0,guide,5,20.0,3,20,20,quantile,1,0.9955173666666667,0.00014388693333333333,0.030171,0.0001132012,0.9965,0.0001286594,0.996126,20
synch,outer_0,guide,5,24.0,3,20,20,quantile,1,0.9966379666666668,0.00010746209666666666,0.030583,7.895215e-05,0.9975,8.999754e-05,0.9972902,24
synch,outer_0,guide,5,28.0,3,20,20,quantile,1,0.9974658333333334,8.145016000000001e-05,0.023351,5.191546e-05,0.9984,6.70599e-05,0.9979808,28
synch,outer_0,guide,5,32.0,3,20,20,quantile,1,0.9982459666666667,5.6551199999999995e-05,0.030692,3.997251e-05,0.9988,5.621561e-05,0.9983073,31
