dataset,outer,method,depth,n_thresholds,cv_folds,cost_complexity,ridge_penalty,lasso_penalty,val_r2,val_mse,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves,threshold_label
airfoil,outer_0,guide,4,1202.0,3,2.0,,,0.6405422,16.694623333333336,0.053377,15.80986,0.6601,17.70161,0.6577323,2.0,full
airfoil,outer_0,guide,4,1202.0,3,4.0,,,0.7248525666666668,12.75546,0.05542,13.6207,0.7072,16.76182,0.6759035,3.0,full
airfoil,outer_0,guide,4,1202.0,3,6.0,,,0.7779043666666666,10.303379666666666,0.057,8.382183,0.8198,9.116146,0.8237357,6.0,full
airfoil,outer_0,guide,4,1202.0,3,8.0,,,0.8334421333333334,7.745075,0.056674,7.176151,0.8457,7.021494,0.8642366,8.0,full
airfoil,outer_0,guide,4,1202.0,3,10.0,,,0.8505428333333334,6.95203,0.053484,6.667729,0.8566,6.670287,0.8710273,9.0,full
airfoil,outer_0,guide,4,1202.0,3,12.0,,,0.8373697666666667,7.563027000000001,0.05652,5.502642,0.8817,6.398626,0.87628,12.0,full
airfoil,outer_0,guide,4,1202.0,3,14.0,,,0.8433556000000001,7.286943333333333,0.057654,5.246313,0.8872,6.114982,0.8817644,14.0,full
airfoil,outer_0,guide,4,1202.0,3,16.0,,,0.8375563333333332,7.541493666666667,0.057871,5.152518,0.8892,6.131301,0.8814488,15.0,full
airfoil,outer_1,guide,4,1202.0,3,2.0,,,0.6511644,16.54191,0.054322,15.9184,0.665,17.24883,0.6384726,2.0,full
airfoil,outer_1,guide,4,1202.0,3,4.0,,,0.7321396,12.712043333333334,0.052307,11.49217,0.7581,14.64876,0.6929688,4.0,full
airfoil,outer_1,guide,4,1202.0,3,6.0,,,0.7999977,9.486941,0.051877,8.846729,0.8138,14.02981,0.7059417,6.0,full
airfoil,outer_1,guide,4,1202.0,3,8.0,,,0.7519934666666668,11.884493333333332,0.05633,7.176584,0.849,11.65547,0.7557067,8.0,full
airfoil,outer_1,guide,4,1202.0,3,10.0,,,0.7659877333333333,11.209428,0.056077,5.984901,0.874,9.290575,0.8052739,10.0,full
airfoil,outer_1,guide,4,1202.0,3,12.0,,,0.7741975666666666,10.823407333333334,0.056628,5.449668,0.8853,8.176027,0.8286343,12.0,full
airfoil,outer_1,guide,4,1202.0,3,14.0,,,0.7784545333333334,10.618786,0.056763,5.182399,0.8909,7.872098,0.8350045,14.0,full
airfoil,outer_1,guide,4,1202.0,3,16.0,,,0.7784691333333335,10.617786,0.053438,5.137803,0.8919,7.83947,0.8356883,15.0,full
airfoil,outer_2,guide,4,1202.0,3,2.0,,,0.6319632333333333,17.861196666666665,0.053097,16.70694,0.6569,14.86001,0.6548077,2.0,full
airfoil,outer_2,guide,4,1202.0,3,4.0,,,0.6849645999999999,15.276303333333331,0.055547,12.19472,0.7495,11.2442,0.7388017,4.0,full
airfoil,outer_2,guide,4,1202.0,3,6.0,,,0.7589905333333333,11.697489,0.046316,9.31022,0.8088,8.55019,0.8013824,6.0,full
airfoil,outer_2,guide,4,1202.0,3,8.0,,,0.7885755666666666,10.250061666666666,0.055179,7.87762,0.8382,8.085286,0.8121819,8.0,full
airfoil,outer_2,guide,4,1202.0,3,10.0,,,0.8184078,8.821795666666667,0.054902,7.155114,0.853,8.453678,0.8036243,10.0,full
airfoil,outer_2,guide,4,1202.0,3,12.0,,,0.8160232000000001,8.951502333333334,0.055493,6.605382,0.8643,8.518315,0.8021228,12.0,full
airfoil,outer_2,guide,4,1202.0,3,14.0,,,0.8192487333333333,8.792772666666666,0.047633,6.264499,0.8713,8.183434,0.809902,14.0,full
airfoil,outer_2,guide,4,1202.0,3,16.0,,,0.8197558333333332,8.768686666666667,0.057769,6.201417,0.8726,8.262732,0.8080599,15.0,full
