dataset,outer,method,depth,n_thresholds,cv_folds,cost_complexity,ridge_penalty,lasso_penalty,val_r2,val_mse,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves,threshold_label
energe_c,outer_0,guide,4,614.0,3,2.0,,,0.9496918333333334,4.563573333333333,0.044427,4843.257,0.9524,4623.743,-52.07723,2.0,full
energe_c,outer_0,guide,4,614.0,3,4.0,,,0.9648585333333332,3.201605666666667,0.04505,4841.653,0.97,4621.952,-52.05666,4.0,full
energe_c,outer_0,guide,4,614.0,3,6.0,,,0.9652002,3.179919333333333,0.044768,2.479887,0.9728,3.417133,0.9607738,6.0,full
energe_c,outer_0,guide,4,614.0,3,8.0,,,0.9657414666666668,3.1251040000000003,0.035345,2.307893,0.9747,3.623594,0.9584038,8.0,full
energe_c,outer_0,guide,4,614.0,3,10.0,,,0.9631912666666668,3.357814333333333,0.043721,2.201644,0.9758,3.90221,0.9552055,10.0,full
energe_c,outer_0,guide,4,614.0,3,12.0,,,0.9510868,4.499882333333333,0.043453,2.168639,0.9762,3.887498,0.9553743,12.0,full
energe_c,outer_0,guide,4,614.0,3,14.0,,,0.9348228666666666,6.022820333333333,0.044472,2.183536,0.976,3.87427,0.9555262,14.0,full
energe_c,outer_0,guide,4,614.0,3,16.0,,,0.9206374666666668,7.324738333333333,0.04239,38822.47,0.9731,40683.21,-466.0138,15.0,full
energe_c,outer_1,guide,4,614.0,3,2.0,,,-2.6607768000000003,350.33145,0.035656,4.455711,0.9505,4.922069,0.9462284,2.0,full
energe_c,outer_1,guide,4,614.0,3,4.0,,,0.964815,3.167205333333333,0.04356,98639.47,0.9696,91779.17,-1001.651,4.0,full
energe_c,outer_1,guide,4,614.0,3,6.0,,,0.9659548,3.0687766666666665,0.043246,98639.3,0.9715,91779.18,-1001.651,5.0,full
energe_c,outer_1,guide,4,614.0,3,8.0,,,0.9646076333333332,3.186732333333333,0.045438,2.243995,0.9751,3.559197,0.9611172,8.0,full
energe_c,outer_1,guide,4,614.0,3,10.0,,,0.961939,3.426019,0.036385,2.053829,0.9772,3.544228,0.9612807,10.0,full
energe_c,outer_1,guide,4,614.0,3,12.0,,,0.9618677666666668,3.430604666666667,0.043923,1.986266,0.9779,3.587796,0.9608048,12.0,full
energe_c,outer_1,guide,4,614.0,3,14.0,,,0.9275238333333332,6.609402666666667,0.041904,1.956103,0.9783,3.712807,0.9594391,14.0,full
energe_c,outer_1,guide,4,614.0,3,16.0,,,0.8976510000000001,9.323756666666666,0.045356,1.955747,0.9783,3.712741,0.9594398,15.0,full
energe_c,outer_2,guide,4,614.0,3,2.0,,,-31888.799869433336,2952985.068139,0.043733,7511.388,0.9487,7766.778,-84.56342,2.0,full
energe_c,outer_2,guide,4,614.0,3,4.0,,,-2829.659694866667,258253.55209566664,0.045726,2.859099,0.9683,3.233227,0.9643809,4.0,full
energe_c,outer_2,guide,4,614.0,3,6.0,,,-2829.661212233333,258253.70299666663,0.045839,2.656095,0.9705,2.95175,0.9674818,6.0,full
energe_c,outer_2,guide,4,614.0,3,8.0,,,-2829.6605579,258253.638988,0.038163,2.538276,0.9718,2.971888,0.9672599,8.0,full
energe_c,outer_2,guide,4,614.0,3,10.0,,,0.9626576666666664,3.375773666666667,0.035183,2.471158,0.9726,2.72201,0.9700127,10.0,full
energe_c,outer_2,guide,4,614.0,3,12.0,,,0.9608338333333334,3.5466900000000003,0.044273,2.461958,0.9727,2.709259,0.9701532,12.0,full
energe_c,outer_2,guide,4,614.0,3,14.0,,,0.9587769666666666,3.724103333333333,0.044056,4.241807,0.9529,3.927308,0.9567345,13.0,full
energe_c,outer_2,guide,4,614.0,3,16.0,,,0.9553484333333334,4.043326,0.040527,4.241807,0.9529,3.927308,0.9567345,13.0,full
energe_c,outer_3,guide,4,615.0,3,2.0,,,-261.1847267333333,22822.906124000005,0.043008,4.668791,0.948,4.08672,0.9558964,2.0,full
energe_c,outer_3,guide,4,615.0,3,4.0,,,0.963518,3.269969666666667,0.043612,2.776393,0.9691,3.238403,0.9650514,4.0,full
energe_c,outer_3,guide,4,615.0,3,6.0,,,0.9635938666666668,3.2638700000000003,0.041902,2.383094,0.9734,2.706108,0.9707959,6.0,full
energe_c,outer_3,guide,4,615.0,3,8.0,,,0.9608017,3.506498666666667,0.044421,2.209071,0.9754,2.589217,0.9720574,8.0,full
energe_c,outer_3,guide,4,615.0,3,10.0,,,0.9600930333333334,3.573472666666667,0.044527,2.148704,0.9761,2.55411,0.9724362,10.0,full
energe_c,outer_3,guide,4,615.0,3,12.0,,,0.9599938,3.5835120000000003,0.045241,2.119833,0.9764,2.565017,0.9723185,12.0,full
energe_c,outer_3,guide,4,615.0,3,14.0,,,0.9034349666666668,8.553226,0.045974,2.119069,0.9764,2.563516,0.9723347,14.0,full
energe_c,outer_3,guide,4,615.0,3,16.0,,,0.8724520333333333,11.427016333333334,0.044189,2.118953,0.9764,2.562766,0.9723428,15.0,full
energe_c,outer_4,guide,4,615.0,3,2.0,,,0.9453377333333334,4.938047,0.043941,349.096,0.9498,297.5808,-2.368888,2.0,full
