dataset,outer,method,depth,lambda,cv_folds,n_thresholds,threshold_label,thresholds_strategy,min_leaf_node_size,val_r2,val_mse,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves
auto_mpg,outer_1,guide,5,2.0,3,20,20,quantile,1,0.5595216666666667,26.68907333333333,0.023792,26.11977,0.5724,23.30191,0.6057168,2
auto_mpg,outer_1,guide,5,4.0,3,20,20,quantile,1,0.6750233,19.699693333333332,0.028628,17.3698,0.7157,14.5904,0.7531212,4
auto_mpg,outer_1,guide,5,6.0,3,20,20,quantile,1,0.7246394666666666,16.459676666666667,0.029369,12.52797,0.7949,12.38916,0.7903676,6
auto_mpg,outer_1,guide,5,8.0,3,20,20,quantile,1,0.7472144666666667,15.170506000000001,0.028933,10.5194,0.8278,15.19107,0.7429575,8
auto_mpg,outer_1,guide,5,10.0,3,20,20,quantile,1,0.7614886333333333,14.254488666666667,0.029557,9.2184,0.8491,13.79727,0.7665414,10
auto_mpg,outer_1,guide,5,12.0,3,20,20,quantile,1,0.7737081333333333,13.515388,0.02968,8.110634,0.8672,13.29657,0.7750136,12
auto_mpg,outer_1,guide,5,14.0,3,20,20,quantile,1,0.7838812333333333,12.889162333333331,0.021824,7.227272,0.8817,13.24584,0.7758719,14
auto_mpg,outer_1,guide,5,16.0,3,20,20,quantile,1,0.7821205999999999,13.013249333333333,0.0299,6.731948,0.8898,12.95787,0.7807446,16
auto_mpg,outer_1,guide,5,20.0,3,20,20,quantile,1,0.7802323333333333,13.098689,0.03087,6.114891,0.8999,12.41309,0.7899627,20
auto_mpg,outer_1,guide,5,24.0,3,20,20,quantile,1,0.7801522333333333,13.105918,0.030353,5.776368,0.9054,12.56381,0.7874124,24
auto_mpg,outer_1,guide,5,28.0,3,20,20,quantile,1,0.7801522333333333,13.105918,0.029442,5.747395,0.9059,12.59185,0.7869378,25
auto_mpg,outer_1,guide,5,32.0,3,20,20,quantile,1,0.7801522333333333,13.105918,0.031257,5.747395,0.9059,12.59185,0.7869378,25
