dataset,outer,method,depth,n_thresholds,cv_folds,cost_complexity,ridge_penalty,lasso_penalty,val_r2,val_mse,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves,threshold_label
airfoil,outer_0,streed,4,1202.0,3,0.1,0.1,0.1,0.6399883634105347,16.710715498760344,599.0644137859344,16.483042287668752,0.6456263362521448,19.017059186613302,0.6322975488844962,2.0,full
airfoil,outer_0,streed,4,1202.0,3,0.1,0.1,0.001,0.6449078098221198,16.481844017712664,599.5821743011475,16.250271627476163,0.6506307395792639,18.728778906101425,0.6378715634948677,2.0,full
airfoil,outer_0,streed,4,1202.0,3,0.1,0.01,0.1,0.6492085202489936,16.282251639139478,208.2346053123474,16.012030189814556,0.6557527607236167,18.257940033979,0.6469754215446837,2.0,full
airfoil,outer_0,streed,4,1202.0,3,0.1,0.01,0.001,0.6491024254124065,16.288146759188173,195.7317440509796,15.939160142008143,0.6573194148259336,18.11707697574539,0.6496990651572873,2.0,full
airfoil,outer_0,streed,4,1202.0,3,0.1,0.001,0.1,0.649615815510289,16.26333245229047,205.4115536212921,15.987545978074603,0.6562791538291392,18.2017804961004,0.6480612886879069,2.0,full
airfoil,outer_0,streed,4,1202.0,3,0.1,0.001,0.001,0.6495404852607465,16.267049151465624,192.10660457611084,15.842116796803683,0.6594057775969724,17.739835011057657,0.6569931895388821,2.0,full
airfoil,outer_0,streed,4,1202.0,3,0.1,0.0001,0.1,0.649649284849729,16.261778519584663,206.8197219371796,15.985390444485718,0.6563254962653164,18.19642409595351,0.6481648568286925,2.0,full
airfoil,outer_0,streed,4,1202.0,3,0.1,0.0001,0.001,0.645650709497532,16.46495004715884,193.3036069869995,15.83863937446006,0.6594805396994292,17.725030401573292,0.6572794425889352,2.0,full
airfoil,outer_0,streed,4,1202.0,3,0.1,1e-05,0.1,0.649652554627158,16.261626720311003,207.0031490325928,15.9851779003425,0.6563300658129416,18.195891125851443,0.6481751620189419,2.0,full
airfoil,outer_0,streed,4,1202.0,3,0.1,1e-05,0.001,0.6455862511109328,16.4680409021305,193.51565718650815,15.838384685829544,0.6594860153235,17.7235679368621,0.6573077199294903,2.0,full
airfoil,outer_0,streed,4,1202.0,3,0.08,0.1,0.1,0.6399883634105347,16.710715498760344,599.1676697731018,16.483042287668752,0.6456263362521448,19.017059186613302,0.6322975488844962,2.0,full
airfoil,outer_0,streed,4,1202.0,3,0.08,0.1,0.001,0.6449078098221198,16.481844017712664,599.6246469020844,16.250271627476163,0.6506307395792639,18.728778906101425,0.6378715634948677,2.0,full
airfoil,outer_0,streed,4,1202.0,3,0.08,0.01,0.1,0.6492085202489936,16.282251639139478,599.43652176857,16.012030189814556,0.6557527607236167,18.257940033979,0.6469754215446837,2.0,full
airfoil,outer_0,streed,4,1202.0,3,0.08,0.01,0.001,0.6491024254124065,16.288146759188173,599.9537315368652,15.939160142008143,0.6573194148259336,18.11707697574539,0.6496990651572873,2.0,full
airfoil,outer_0,streed,4,1202.0,3,0.08,0.001,0.1,0.649615815510289,16.26333245229047,599.1639478206635,15.987545978074603,0.6562791538291392,18.2017804961004,0.6480612886879069,2.0,full
airfoil,outer_0,streed,4,1202.0,3,0.08,0.001,0.001,0.6495404852607465,16.267049151465624,599.7706928253174,15.842116796803683,0.6594057775969724,17.739835011057657,0.6569931895388821,2.0,full
airfoil,outer_0,streed,4,1202.0,3,0.08,0.0001,0.1,0.649649284849729,16.261778519584663,599.6713151931763,15.985390444485718,0.6563254962653164,18.19642409595351,0.6481648568286925,2.0,full
airfoil,outer_0,streed,4,1202.0,3,0.08,0.0001,0.001,0.6966738830270612,14.118567833214296,599.0546305179596,12.076543166968424,0.7403629273772248,14.21788111315279,0.7250915778473664,3.0,full
airfoil,outer_0,streed,4,1202.0,3,0.08,1e-05,0.1,0.649652554627158,16.261626720311003,599.2764039039612,15.9851779003425,0.6563300658129416,18.195891125851443,0.6481751620189419,2.0,full
airfoil,outer_0,streed,4,1202.0,3,0.08,1e-05,0.001,0.6965807224829544,14.12294747684417,599.9977216720581,12.078644928375637,0.7403177410046364,14.232940964961966,0.7248003895848002,3.0,full
airfoil,outer_0,streed,4,1202.0,3,0.05,0.1,0.1,0.6399883634105347,16.710715498760344,599.7106857299805,16.483042287668752,0.6456263362521448,19.017059186613302,0.6322975488844962,2.0,full
airfoil,outer_0,streed,4,1202.0,3,0.05,0.1,0.001,0.6449078098221198,16.481844017712664,599.4325749874115,16.250271627476163,0.6506307395792639,18.728778906101425,0.6378715634948677,2.0,full
airfoil,outer_0,streed,4,1202.0,3,0.05,0.01,0.1,0.6492085202489936,16.282251639139478,599.0432920455933,16.012030189814556,0.6557527607236167,18.257940033979,0.6469754215446837,2.0,full
airfoil,outer_0,streed,4,1202.0,3,0.05,0.01,0.001,0.7183849489623017,13.072920351898254,599.5554213523865,12.509539988172056,0.7310538042649277,15.081572941127735,0.7083917506533504,3.0,full
airfoil,outer_0,streed,4,1202.0,3,0.05,0.001,0.1,0.6964537402311152,14.034886893507144,599.4805157184601,15.987545978074603,0.6562791538291392,18.2017804961004,0.6480612886879069,2.0,full
airfoil,outer_0,streed,4,1202.0,3,0.05,0.001,0.001,0.7249262682669172,12.778775907366343,599.5365633964539,12.09007707747656,0.7400719579452533,14.275448513187545,0.723978489125845,3.0,full
airfoil,outer_0,streed,4,1202.0,3,0.05,0.0001,0.1,0.6893288730746653,14.374417523068814,599.7790038585663,12.498249531054991,0.7312965410476244,14.738436579393792,0.7150264295507713,3.0,full
airfoil,outer_0,streed,4,1202.0,3,0.05,0.0001,0.001,0.7244394389589375,12.801535175663892,599.7996566295624,12.076543166968424,0.7403629273772248,14.21788111315279,0.7250915778473664,3.0,full
airfoil,outer_0,streed,4,1202.0,3,0.05,1e-05,0.1,0.6893536313858072,14.37323997316077,599.4007186889648,12.493085840621877,0.7314075567124093,14.730022740559054,0.7151891144923527,3.0,full
airfoil,outer_0,streed,4,1202.0,3,0.05,1e-05,0.001,0.7243767141082759,12.804471131210562,599.1219029426575,12.078644928375637,0.7403177410046364,14.232940964961966,0.7248003895848002,3.0,full
airfoil,outer_0,streed,4,1202.0,3,0.03,0.1,0.1,0.7272156174342147,12.64228486446954,599.7094707489014,11.244620894469117,0.7582486634272726,12.394040580588952,0.7603562645524279,5.0,full
airfoil,outer_0,streed,4,1202.0,3,0.03,0.1,0.001,0.7362759034007915,12.221437352677272,599.6891112327576,10.761007858417443,0.7686459990908514,11.8144251487056,0.7715633609239798,5.0,full
airfoil,outer_0,streed,4,1202.0,3,0.03,0.01,0.1,0.7413602482105152,11.985144032219011,599.6946489810944,11.154197812409572,0.7601926952581433,12.799234982471605,0.7525216686094647,4.0,full
