dataset,outer,method,depth,lambda,cv_folds,n_thresholds,threshold_label,thresholds_strategy,min_leaf_node_size,val_r2,val_mse,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves
airfoil,outer_0,guide,5,2.0,3,20,20,quantile,1,0.03795440192033333,44.67431333333334,0.055594,46.51317,0.0,51.74456,-0.0005017588,1
airfoil,outer_0,guide,5,4.0,3,20,20,quantile,1,0.37553976666666666,28.965216666666663,0.056389,27.53105,0.4081,35.82028,0.3074005,4
airfoil,outer_0,guide,5,6.0,3,20,20,quantile,1,0.4162733666666667,27.08214666666667,0.047144,24.79241,0.467,30.78634,0.4047338,6
airfoil,outer_0,guide,5,8.0,3,20,20,quantile,1,0.462535,24.912966666666666,0.056821,22.66269,0.5128,29.14071,0.4365526,8
airfoil,outer_0,guide,5,10.0,3,20,20,quantile,1,0.48399339999999996,23.92523,0.056702,20.78709,0.5531,27.14086,0.4752205,10
airfoil,outer_0,guide,5,12.0,3,20,20,quantile,1,0.5190248,22.298726666666667,0.046598,20.09808,0.5679,26.28425,0.4917835,11
airfoil,outer_0,guide,5,14.0,3,20,20,quantile,1,0.5317947000000001,21.698436666666666,0.058326,18.27357,0.6071,25.97459,0.497771,14
airfoil,outer_0,guide,5,16.0,3,20,20,quantile,1,0.5696284,19.949526666666667,0.053703,17.31172,0.6278,25.24243,0.5119275,16
airfoil,outer_0,guide,5,20.0,3,20,20,quantile,1,0.5866089666666666,19.131013333333332,0.05699,16.37277,0.648,24.18838,0.5323079,20
airfoil,outer_0,guide,5,24.0,3,20,20,quantile,1,0.5990696333333333,18.541813333333334,0.058236,15.66378,0.6632,23.46861,0.546225,24
airfoil,outer_0,guide,5,28.0,3,20,20,quantile,1,0.6055562,18.241643333333332,0.049535,15.34934,0.67,23.18331,0.5517414,28
airfoil,outer_0,guide,5,32.0,3,20,20,quantile,1,0.6061424666666667,18.21371,0.048253,15.28943,0.6713,22.96642,0.5559352,30
