dataset,outer,method,depth,lambda,cv_folds,n_thresholds,threshold_label,val_r2,val_mse,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves
servo,outer_4,streed,5,0.1,3,20,20,0.5404067752127318,0.8223967180395596,0.0011031627655029297,0.7869436594935827,0.5694829089207859,1.9263753203109528,0.5601636178365109,2
servo,outer_4,streed,5,0.08,3,20,20,0.4191278223033677,0.990439274619111,0.001096963882446289,0.7869436594935827,0.5694829089207859,1.9263753203109528,0.5601636178365109,2
servo,outer_4,streed,5,0.05,3,20,20,0.4191278223033677,0.990439274619111,0.0010671615600585938,0.7869436594935827,0.5694829089207859,1.9263753203109528,0.5601636178365109,2
servo,outer_4,streed,5,0.03,3,20,20,0.4191278223033677,0.990439274619111,0.001176595687866211,0.7869436594935827,0.5694829089207859,1.9263753203109528,0.5601636178365109,2
servo,outer_4,streed,5,0.01,3,20,20,0.4265802564978671,0.9789769068705967,0.0010671615600585938,0.7600033463343767,0.58422127692737,1.9036625350634027,0.5653494760578082,3
servo,outer_4,streed,5,0.008,3,20,20,0.4265802564978671,0.9789769068705967,0.001096487045288086,0.7600033463343767,0.58422127692737,1.9036625350634027,0.5653494760578082,3
servo,outer_4,streed,5,0.005,3,20,20,0.43024998712231266,0.9700109632001596,0.0010776519775390625,0.7600033463343767,0.58422127692737,1.9036625350634027,0.5653494760578082,3
servo,outer_4,streed,5,0.003,3,20,20,0.43072206048537537,0.969450910190662,0.0010802745819091797,0.7600033463343767,0.58422127692737,1.9036625350634027,0.5653494760578082,3
servo,outer_4,streed,5,0.001,3,20,20,0.42008443653418626,1.000711751102653,0.0011615753173828125,0.7391910353641062,0.595607169004222,1.890543156167736,0.5683449360228843,5
servo,outer_4,streed,5,0.0005,3,20,20,0.42008443653418626,1.000711751102653,0.0011556148529052734,0.7391910353641062,0.595607169004222,1.890543156167736,0.5683449360228843,5
servo,outer_4,streed,5,0.0001,3,20,20,0.4199798701462905,1.0010381829080954,0.0011692047119140625,0.7389696870592657,0.5957282630967478,1.890696029955065,0.5683100313743261,6
