dataset,outer,method,depth,lambda,cv_folds,n_thresholds,threshold_label,val_r2,val_mse,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves
real_estate,outer_4,streed,5,0.1,3,20,20,0.47524888499901746,97.18710174316301,0.0049173831939697266,99.71071865301491,0.4681954001172637,78.94243268482933,0.5445528519193199,2
real_estate,outer_4,streed,5,0.08,3,20,20,0.4977135818144595,92.85117761079114,0.04265117645263672,99.71071865301491,0.4681954001172637,78.94243268482933,0.5445528519193199,2
real_estate,outer_4,streed,5,0.05,3,20,20,0.24724841636513148,141.11827559609304,3.770725727081299,84.80871713766538,0.5476748488704168,78.91265258400954,0.5447246639794078,3
real_estate,outer_4,streed,5,0.03,3,20,20,0.33383597377850077,121.70608643028709,39.03053569793701,59.28479406702439,0.6838060479971173,63.585170494367084,0.63315439394296,6
real_estate,outer_4,streed,5,0.01,3,20,20,0.41290558850442166,110.71172502843258,72.89397740364075,32.9012399563296,0.8245220675671792,153.8501252256201,0.11238356378482972,14
real_estate,outer_4,streed,5,0.008,3,20,20,0.3045027643609134,127.31325736068203,76.24099445343018,31.29620037230159,0.8330825056555888,151.03902699138715,0.12860179560532026,15
real_estate,outer_4,streed,5,0.005,3,20,20,0.3929442524295053,114.63058952222248,82.44309282302856,24.08655006310534,0.8715349935101694,79.47917509898868,0.5414561928290332,21
real_estate,outer_4,streed,5,0.003,3,20,20,0.34464409477875946,123.01296478376547,82.43940949440002,21.338076210792625,0.886193909392661,78.8645098601808,0.545002416583716,25
real_estate,outer_4,streed,5,0.001,3,20,20,0.3372166873404987,123.53122927218523,75.32345151901245,18.081976993825943,0.9035602323381741,147.36493235790437,0.14979896252414315,32
real_estate,outer_4,streed,5,0.0005,3,20,20,0.5124140526506055,89.45245941126592,72.18703603744507,18.081976993825943,0.9035602323381741,147.36493235790437,0.14979896252414315,32
real_estate,outer_4,streed,5,0.0001,3,20,20,0.5124140526506055,89.45245941126592,70.5581283569336,18.081976993825943,0.9035602323381741,147.36493235790437,0.14979896252414315,32
