dataset,outer,method,depth,lambda,cv_folds,n_thresholds,threshold_label,thresholds_strategy,min_leaf_node_size,val_r2,val_mse,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves
real_estate,outer_0,guide,5,2.0,3,20,20,quantile,1,0.4695891333333333,90.79933333333334,0.029275,92.54256,0.4662,113.8315,0.4865341,2
real_estate,outer_0,guide,5,4.0,3,20,20,quantile,1,0.5552383666666666,76.17429666666668,0.029655,68.09202,0.6072,108.977,0.5084314,4
real_estate,outer_0,guide,5,6.0,3,20,20,quantile,1,0.5764941333333333,72.3236,0.02985,57.83087,0.6664,104.3273,0.529405,6
real_estate,outer_0,guide,5,8.0,3,20,20,quantile,1,0.5953052,68.83101333333333,0.029744,51.05847,0.7055,98.37453,0.5562567,8
real_estate,outer_0,guide,5,10.0,3,20,20,quantile,1,0.6133942333333332,65.86468333333333,0.031284,46.68875,0.7307,89.13762,0.5979221,10
real_estate,outer_0,guide,5,12.0,3,20,20,quantile,1,0.6427094333333333,60.983396666666664,0.029602,43.45037,0.7494,111.3695,0.4976394,12
real_estate,outer_0,guide,5,14.0,3,20,20,quantile,1,0.6344607333333334,62.326269999999994,0.029181,41.50187,0.7606,111.6065,0.4965704,14
real_estate,outer_0,guide,5,16.0,3,20,20,quantile,1,0.6437647666666667,60.60425,0.030511,40.20923,0.7681,113.3575,0.4886724,16
real_estate,outer_0,guide,5,20.0,3,20,20,quantile,1,0.6412767,61.05354666666667,0.029323,39.02971,0.7749,111.4997,0.4970524,20
real_estate,outer_0,guide,5,24.0,3,20,20,quantile,1,0.6385764,61.54969666666667,0.031307,38.97943,0.7752,111.845,0.4954946,21
real_estate,outer_0,guide,5,28.0,3,20,20,quantile,1,0.6385764,61.54969666666667,0.031436,38.97943,0.7752,111.845,0.4954946,21
real_estate,outer_0,guide,5,32.0,3,20,20,quantile,1,0.6385764,61.54969666666667,0.031361,38.97943,0.7752,111.845,0.4954946,21
