dataset,outer,method,depth,lambda,cv_folds,n_thresholds,threshold_label,val_r2,val_mse,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves
servo,outer_2,streed,5,0.1,3,20,20,0.5986148777507415,1.0783248090793587,0.0010519027709960938,1.0568210843393713,0.6067201068000724,0.7194755918320649,0.38753070998017636,2
servo,outer_2,streed,5,0.08,3,20,20,0.5986148777507415,1.0783248090793587,0.0010476112365722656,1.0568210843393713,0.6067201068000724,0.7194755918320649,0.38753070998017636,2
servo,outer_2,streed,5,0.05,3,20,20,0.5986148777507415,1.0783248090793587,0.0010540485382080078,1.0568210843393713,0.6067201068000724,0.7194755918320649,0.38753070998017636,2
servo,outer_2,streed,5,0.03,3,20,20,0.5986148777507415,1.0783248090793587,0.0010569095611572266,1.0568210843393713,0.6067201068000724,0.7194755918320649,0.38753070998017636,2
servo,outer_2,streed,5,0.01,3,20,20,0.5781426155392199,1.1290799505577966,0.001070261001586914,1.0568210843393713,0.6067201068000724,0.7194755918320649,0.38753070998017636,2
servo,outer_2,streed,5,0.008,3,20,20,0.5615991822520716,1.1784691534692036,0.0010540485382080078,1.0568210843393713,0.6067201068000724,0.7194755918320649,0.38753070998017636,2
servo,outer_2,streed,5,0.005,3,20,20,0.5615991822520716,1.1784691534692036,0.0010600090026855469,1.0568210843393713,0.6067201068000724,0.7194755918320649,0.38753070998017636,2
servo,outer_2,streed,5,0.003,3,20,20,0.5615991822520716,1.1784691534692036,0.0010561943054199219,1.0568210843393713,0.6067201068000724,0.7194755918320649,0.38753070998017636,2
servo,outer_2,streed,5,0.001,3,20,20,0.5667333152577844,1.1646431973538052,0.0010714530944824219,1.0416052036179901,0.6123824653901153,0.6851981948395492,0.4167100917939154,4
servo,outer_2,streed,5,0.0005,3,20,20,0.5648338149162456,1.1694773924744346,0.0010881423950195312,1.0416052036179901,0.6123824653901153,0.6851981948395492,0.4167100917939154,4
servo,outer_2,streed,5,0.0001,3,20,20,0.5640888664757141,1.17136250527909,0.0011785030364990234,1.0393531742355515,0.6132205238733659,0.6320512817310956,0.4619525607641174,6
