dataset,outer,method,depth,lambda,kappa,cv_folds,n_thresholds,thresholds_strategy,min_leaf_node_size,val_r2,val_mse,loss,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves
optical_net,outer_4,greedy,4,0.1,0.1,3,504,quantile,0,0.6692870211765879,0.014028100621473152,10.45135152180076,0.00635528564453125,0.013212141452377818,0.6889952625590128,0.00939195184490231,0.7479249912800662,1
optical_net,outer_4,greedy,4,0.1,0.01,3,504,quantile,0,0.7380790687927442,0.011093731680297364,8.088706550239223,0.002168416976928711,0.010834384331420834,0.74496603245783,0.006831267246457551,0.8166524084497266,1
optical_net,outer_4,greedy,4,0.1,0.001,3,504,quantile,0,0.7706311727509695,0.009710642869384917,7.024156763701734,0.002215862274169922,0.004814565045858384,0.8866684448257811,0.01015876023989443,0.7273442604536968,2
optical_net,outer_4,greedy,4,0.1,0.0001,3,504,quantile,0,0.7688356410439509,0.009786160589865632,6.693638076475919,0.0022089481353759766,0.004698849580659595,0.8893923074185127,0.012968622483391989,0.6519290473831674,2
optical_net,outer_4,greedy,4,0.1,1e-05,3,504,quantile,0,0.7684659039074101,0.009801779962797423,6.653985770705528,0.002216339111328125,0.004697015707910541,0.8894354755237647,0.013372062950904557,0.6411009191042301,2
optical_net,outer_4,greedy,4,0.08,0.1,3,504,quantile,0,0.678294865436594,0.013642812214821,9.973544406123743,0.006251335144042969,0.011317014101247195,0.7336052590822894,0.009658555332166738,0.7407694950119053,2
optical_net,outer_4,greedy,4,0.08,0.01,3,504,quantile,0,0.7648384758765351,0.009960835223930951,7.657708652740925,0.004154682159423828,0.006288992083948323,0.8519614447902549,0.005310259986384487,0.857475437004127,2
optical_net,outer_4,greedy,4,0.08,0.001,3,504,quantile,0,0.7706311727509695,0.009710642869384917,6.167717167727806,0.0034432411193847656,0.004814565045858384,0.8866684448257811,0.01015876023989443,0.7273442604536968,2
optical_net,outer_4,greedy,4,0.08,0.0001,3,504,quantile,0,0.7688356410439509,0.009786160589865632,5.837198480501991,0.003454446792602539,0.004698849580659595,0.8893923074185127,0.012968622483391989,0.6519290473831674,2
optical_net,outer_4,greedy,4,0.08,1e-05,3,504,quantile,0,0.8584450624077573,0.006009395590245415,5.7975461747316,0.0033600330352783203,0.004697015707910541,0.8894354755237647,0.013372062950904557,0.6411009191042301,2
optical_net,outer_4,greedy,4,0.05,0.1,3,504,quantile,0,0.7000347122640985,0.01271900477090627,8.68888501216285,0.006249427795410156,0.011317014101247195,0.7336052590822894,0.009658555332166738,0.7407694950119053,2
optical_net,outer_4,greedy,4,0.05,0.01,3,504,quantile,0,0.7648384758765351,0.009960835223930951,6.373049258780031,0.005435466766357422,0.006288992083948323,0.8519614447902549,0.005310259986384487,0.857475437004127,2
optical_net,outer_4,greedy,4,0.05,0.001,3,504,quantile,0,0.8576782176936949,0.006041839355109436,4.883057773766913,0.0035338401794433594,0.004814565045858384,0.8866684448257811,0.01015876023989443,0.7273442604536968,2
optical_net,outer_4,greedy,4,0.05,0.0001,3,504,quantile,0,0.8588097658921473,0.00599398837248457,4.552539086541097,0.0034627914428710938,0.004698849580659595,0.8893923074185127,0.012968622483391989,0.6519290473831674,2
optical_net,outer_4,greedy,4,0.05,1e-05,3,504,quantile,0,0.8584450624077573,0.006009395590245415,4.512886780770707,0.0035521984100341797,0.004697015707910541,0.8894354755237647,0.013372062950904557,0.6411009191042301,2
optical_net,outer_4,greedy,4,0.03,0.1,3,504,quantile,0,0.7212790776667201,0.011819595220947984,7.537935148906085,0.0062274932861328125,0.008698050518121569,0.795253863471921,0.008927010031133168,0.7604037830898571,3
optical_net,outer_4,greedy,4,0.03,0.01,3,504,quantile,0,0.8231542859454904,0.007502026052028946,5.516609662806102,0.006505012512207031,0.006288992083948323,0.8519614447902549,0.005310259986384487,0.857475437004127,2
optical_net,outer_4,greedy,4,0.03,0.001,3,504,quantile,0,0.8576782176936949,0.006041839355109436,4.026618177792984,0.00532984733581543,0.004814565045858384,0.8866684448257811,0.01015876023989443,0.7273442604536968,2
optical_net,outer_4,greedy,4,0.03,0.0001,3,504,quantile,0,0.8115835955074165,0.007982683568845338,3.632628812821746,0.005052089691162109,0.003236439644765519,0.9238164331201018,0.012454162607497448,0.6657368777302279,3
optical_net,outer_4,greedy,4,0.03,1e-05,3,504,quantile,0,0.7998781769681479,0.008476061525302026,3.5606944289236817,0.00518798828125,0.0031975760506028892,0.9247312554403234,0.013068699722875122,0.6492430273277014,3
optical_net,outer_4,greedy,4,0.01,0.1,3,504,quantile,0,0.7639916878782455,0.010013899997040733,5.698966809731447,0.006268739700317383,0.00734182184677815,0.8271785551172097,0.008873417538166572,0.761842177190995,5
optical_net,outer_4,greedy,4,0.01,0.01,3,504,quantile,0,0.8383961105153924,0.006859238911041753,4.011308078641538,0.00644683837890625,0.004215143376759141,0.9007784193130053,0.0041913783874156655,0.8875056259865932,6
optical_net,outer_4,greedy,4,0.01,0.001,3,504,quantile,0,0.8785678012989745,0.0051502513504438,2.7649155220993578,0.005744457244873047,0.0028776340364066203,0.9322624707607243,0.009758520074463574,0.7380864943212833,4
optical_net,outer_4,greedy,4,0.01,0.0001,3,504,quantile,0,0.8376219692725174,0.006873472155518985,2.2398417503023236,0.006079673767089844,0.002586721638494954,0.9391103488474793,0.012161750109070823,0.6735850741762858,4
optical_net,outer_4,greedy,4,0.01,1e-05,3,504,quantile,0,0.8311212687304849,0.007150833706407171,2.0134338183794984,0.00603485107421875,0.0017816749830308948,0.9580605943177384,0.06178752274525651,-0.6583443561039304,5
optical_net,outer_4,greedy,4,0.008,0.1,3,504,quantile,0,0.7707962877240618,0.009723412834693357,5.483089919739626,0.006254673004150391,0.00714092623699588,0.8319074998230005,0.008919129095995525,0.7606153032111641,6
optical_net,outer_4,greedy,4,0.008,0.01,3,504,quantile,0,0.8347892462057445,0.007011258735074359,3.7543761998493594,0.006452083587646484,0.004215143376759141,0.9007784193130053,0.0041913783874156655,0.8875056259865932,6
optical_net,outer_4,greedy,4,0.008,0.001,3,504,quantile,0,0.8785678012989745,0.0051502513504438,2.593627602904572,0.006308317184448242,0.0028776340364066203,0.9322624707607243,0.009758520074463574,0.7380864943212833,4
optical_net,outer_4,greedy,4,0.008,0.0001,3,504,quantile,0,0.8519980472064682,0.006259266603531769,2.0571891268670592,0.006206512451171875,0.0021237537407578586,0.950008295255207,0.010493867628113045,0.7183501557987448,5
optical_net,outer_4,greedy,4,0.008,1e-05,3,504,quantile,0,0.8417838641835328,0.006693774001547951,1.799323919386016,0.006478071212768555,0.0017816749830308948,0.9580605943177384,0.06178752274525651,-0.6583443561039304,5
optical_net,outer_4,greedy,4,0.005,0.1,3,504,quantile,0,0.7707962877240618,0.009723412834693357,5.097692101551358,0.006502866744995117,0.00714092623699588,0.8319074998230005,0.008919129095995525,0.7606153032111641,6
optical_net,outer_4,greedy,4,0.005,0.01,3,504,quantile,0,0.843949290988399,0.006620983744622149,3.3689783816610914,0.006718158721923828,0.004215143376759141,0.9007784193130053,0.0041913783874156655,0.8875056259865932,6
optical_net,outer_4,greedy,4,0.005,0.001,3,504,quantile,0,0.8935983701006247,0.004505219826022432,2.2811860790365275,0.006560325622558594,0.0024535490882565945,0.9422451392348297,0.0030087878788660747,0.9192457283292762,6
optical_net,outer_4,greedy,4,0.005,0.0001,3,504,quantile,0,0.8590973300811022,0.005958145637864087,1.7330826249689997,0.006850242614746094,0.001866606093321276,0.956061374300935,0.010433092910412585,0.7199813170043476,6
optical_net,outer_4,greedy,4,0.005,1e-05,3,504,quantile,0,0.8425273589028522,0.00666190357389524,1.4576183070755369,0.006840944290161133,0.0015254209681782264,0.9640926378660695,0.06170735384899314,-0.6561926654268084,6
optical_net,outer_4,greedy,4,0.003,0.1,3,504,quantile,0,0.7707962877240618,0.009723412834693357,4.8407602227591795,0.006263256072998047,0.00714092623699588,0.8319074998230005,0.008919129095995525,0.7606153032111641,6
optical_net,outer_4,greedy,4,0.003,0.01,3,504,quantile,0,0.843949290988399,0.006620983744622149,3.1120465028689126,0.006559610366821289,0.004215143376759141,0.9007784193130053,0.0041913783874156655,0.8875056259865932,6
