dataset,outer,method,depth,lambda,cv_folds,n_thresholds,threshold_label,thresholds_strategy,min_leaf_node_size,val_r2,val_mse,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves
california_housing,outer_2,guide,5,2.0,3,20,20,quantile,1,0.31119553333333333,9141287882.333334,1.0758,9160738481.0,0.3098,9505045868.0,0.297447,2
california_housing,outer_2,guide,5,4.0,3,20,20,quantile,1,0.4903948666666667,6763452575.333333,1.084,6764461077.0,0.4904,6987069383.0,0.4835599,4
california_housing,outer_2,guide,5,6.0,3,20,20,quantile,1,0.5473308,6007691964.0,1.0726,6000782930.0,0.5479,6166859912.0,0.5441847,6
california_housing,outer_2,guide,5,8.0,3,20,20,quantile,1,0.5689464000000001,5720892956.333333,1.0849,5681304782.0,0.572,5780363907.0,0.572752,8
california_housing,outer_2,guide,5,10.0,3,20,20,quantile,1,0.5785199,5594097660.666667,1.0835,5446740398.0,0.5896,5537425643.0,0.5907085,10
california_housing,outer_2,guide,5,12.0,3,20,20,quantile,1,0.5858259,5497112253.0,1.0723,5304580831.0,0.6004,5425210694.0,0.5990027,12
california_housing,outer_2,guide,5,14.0,3,20,20,quantile,1,0.5990366333333333,5321753785.0,1.0893,5210755445.0,0.6074,5326992456.0,0.6062624,14
california_housing,outer_2,guide,5,16.0,3,20,20,quantile,1,0.6054162666666667,5237073842.333333,1.0776,5134503145.0,0.6132,5211666141.0,0.6147865,16
california_housing,outer_2,guide,5,20.0,3,20,20,quantile,1,0.6142991666666666,5119208675.666667,1.0847,5027456910.0,0.6212,5100397008.0,0.6230109,20
california_housing,outer_2,guide,5,24.0,3,20,20,quantile,1,0.6188664999999999,5058537862.0,1.0783,4990830448.0,0.624,5101157658.0,0.6229546,22
california_housing,outer_2,guide,5,28.0,3,20,20,quantile,1,0.6202497,5040232745.333333,1.0931,4916249273.0,0.6296,5044626576.0,0.6271331,28
california_housing,outer_2,guide,5,32.0,3,20,20,quantile,1,0.6210136333333334,5030130979.666667,1.1121,4896769728.0,0.6311,5023498649.0,0.6286947,31
