dataset,outer,method,depth,lambda,cv_folds,n_thresholds,threshold_label,val_r2,val_mse,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves
synch,outer_4,streed,5,0.1,3,20,20,0.8725053091174307,0.004145897371995011,0.005109548568725586,0.00401141324023141,0.8771623473525206,0.004078742261120171,0.8714207616275614,3
synch,outer_4,streed,5,0.08,3,20,20,0.8725053091174307,0.004145897371995011,0.004364728927612305,0.00401141324023141,0.8771623473525206,0.004078742261120171,0.8714207616275614,3
synch,outer_4,streed,5,0.05,3,20,20,0.8855370550025876,0.0037209764211407295,0.0042650699615478516,0.00401141324023141,0.8771623473525206,0.004078742261120171,0.8714207616275614,3
synch,outer_4,streed,5,0.03,3,20,20,0.9179478093933374,0.0026640578458094074,0.004704952239990234,0.0024380385647827787,0.9253422880100307,0.0024274446674020407,0.923476658601107,4
synch,outer_4,streed,5,0.01,3,20,20,0.9179478093933374,0.0026640578458094074,0.0049190521240234375,0.0024380385647827787,0.9253422880100307,0.0024274446674020407,0.923476658601107,4
synch,outer_4,streed,5,0.008,3,20,20,0.9717678542684308,0.0009181795016847419,0.012864351272583008,0.0007951415392164826,0.9756511447835223,0.0010282399966938859,0.9675855184821929,7
synch,outer_4,streed,5,0.005,3,20,20,0.977337382946609,0.0007315060248243513,0.013192415237426758,0.0007951415392164826,0.9756511447835223,0.0010282399966938859,0.9675855184821929,7
synch,outer_4,streed,5,0.003,3,20,20,0.9794438372913524,0.0006688995890181677,0.01296544075012207,0.0006491894112489407,0.9801204965368219,0.0007225239686003007,0.9772229830568053,8
synch,outer_4,streed,5,0.001,3,20,20,0.9916743322428826,0.00027170524138057304,0.06115245819091797,0.0002636131389982307,0.9919276281793126,0.00029326549286561634,0.9907550290507391,13
synch,outer_4,streed,5,0.0005,3,20,20,0.9934950744988771,0.000212008937886727,0.06319355964660645,0.00019460046235714502,0.9940409370542221,0.00020649698000415245,0.9934903402285952,16
synch,outer_4,streed,5,0.0001,3,20,20,0.9957715634869507,0.00013892701329592277,0.5012614727020264,9.154950541878686e-05,0.9971965674755482,0.00010671624331631874,0.9966358518363915,28
