dataset,outer,method,depth,lambda,cv_folds,n_thresholds,threshold_label,thresholds_strategy,min_leaf_node_size,val_r2,val_mse,loss,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves
yacht,outer_3,claritree,5,0.1,3,20,20,quantile,1,0.890438300259974,24.629246887673446,21779.950233974676,0.015295982360839844,20.05490472998649,0.9116822711523151,21.32283621016328,0.9093297264723175,3
yacht,outer_3,claritree,5,0.08,3,20,20,quantile,1,0.890438300259974,24.629246887673446,18414.672480841073,0.01614069938659668,20.05490472998649,0.9116822711523151,21.32283621016328,0.9093297264723175,3
yacht,outer_3,claritree,5,0.05,3,20,20,quantile,1,0.890438300259974,24.629246887673446,13366.755851140668,0.017810583114624023,20.05490472998649,0.9116822711523151,21.32283621016328,0.9093297264723175,3
yacht,outer_3,claritree,5,0.03,3,20,20,quantile,1,0.9524215204116748,10.642260225468972,9163.320343279305,0.02036428451538086,9.849250352275703,0.9566259010612694,8.959302476104668,0.9619027038373789,4
yacht,outer_3,claritree,5,0.01,3,20,20,quantile,1,0.9737642078689771,5.9110772580291355,4099.632558106765,0.02211475372314453,5.2438640910745855,0.9769070871617175,5.4722967881011115,0.9767303635542963,5
yacht,outer_3,claritree,5,0.008,3,20,20,quantile,1,0.9752548245194282,5.506355240139402,3538.752932584498,0.022390365600585938,5.2438640910745855,0.9769070871617175,5.4722967881011115,0.9767303635542963,5
yacht,outer_3,claritree,5,0.005,3,20,20,quantile,1,0.9807162030350982,4.3897812710164335,2586.013108774545,0.03539299964904785,3.657385555496997,0.9838936165426481,3.1499064333260947,0.9866057744344463,6
yacht,outer_3,claritree,5,0.003,3,20,20,quantile,1,0.9831832123641764,3.8243997624903243,1869.8410274473897,0.031102895736694336,2.1203640736597227,0.9906623470997672,2.563705259831321,0.9890984550618801,8
yacht,outer_3,claritree,5,0.001,3,20,20,quantile,1,0.9895889251014408,2.4322023381746334,929.8234659272321,0.04508090019226074,1.4936997587246608,0.993422049516214,1.9525188424170916,0.9916973794778047,10
yacht,outer_3,claritree,5,0.0005,3,20,20,quantile,1,0.9737470235774205,5.627887819414707,616.9119967537974,0.048096656799316406,1.021620405523682,0.9955009911453035,1.850633933181438,0.992130620745415,13
yacht,outer_3,claritree,5,0.0001,3,20,20,quantile,1,0.981477503349797,4.093503701376478,217.71294878922987,0.05153679847717285,0.2910293366537847,0.9987183658866812,1.063550377461143,0.9954775057743533,26
