dataset,outer,method,depth,lambda,cv_folds,n_thresholds,threshold_label,val_r2,val_mse,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves
auto_mpg,outer_3,streed,5,0.1,3,20,20,0.6366442387751495,21.413767212488747,0.00445246696472168,22.0734147702879,0.627380211262308,39.96624124111871,0.39148830101584053,2
auto_mpg,outer_3,streed,5,0.08,3,20,20,0.6544715816751036,20.39626083921851,0.004893779754638672,16.628374932154887,0.7192975523383475,30.474362181601066,0.5360082577016039,3
auto_mpg,outer_3,streed,5,0.05,3,20,20,0.6779355691810989,19.05703956750867,0.004636287689208984,13.299825653965945,0.775486562591136,22.954322602449086,0.6505056915015559,4
auto_mpg,outer_3,streed,5,0.03,3,20,20,0.7657869142036583,13.801366081522033,0.8326644897460938,8.7670326329132,0.8520043282143264,21.857392902642157,0.6672071508974661,6
auto_mpg,outer_3,streed,5,0.01,3,20,20,0.7601571844994767,14.19625600332776,33.13831567764282,7.876803104107225,0.8670322313459364,20.33756408480267,0.6903475210545948,7
auto_mpg,outer_3,streed,5,0.008,3,20,20,0.7897378801055287,12.468236473012146,39.45123863220215,7.298952359872068,0.876786889810863,20.19205404697429,0.6925630048626418,8
auto_mpg,outer_3,streed,5,0.005,3,20,20,0.7637424789688065,13.965072874523573,49.53711795806885,6.129859866381291,0.8965222593707072,19.84759869285633,0.6978075589225032,11
auto_mpg,outer_3,streed,5,0.003,3,20,20,0.7990418636937554,11.888053097441833,54.98238801956177,4.25228956856092,0.9282173937663024,23.308797111497043,0.6451085893711351,19
auto_mpg,outer_3,streed,5,0.001,3,20,20,0.7628512978802027,14.0074283933784,50.78576421737671,2.882157456138217,0.9513464992348812,17.190916771932397,0.7382572479390096,31
auto_mpg,outer_3,streed,5,0.0005,3,20,20,0.7695572777308722,13.61778635985697,47.89235019683838,2.882157456138217,0.9513464992348812,17.190916771932397,0.7382572479390096,31
auto_mpg,outer_3,streed,5,0.0001,3,20,20,0.7695572777308722,13.61778635985697,45.992753744125366,2.863035527111829,0.951669295196821,17.21319264916363,0.7379180833971513,32
