dataset,outer,method,depth,n_thresholds,lambda,cost_complexity,ridge_penalty,lasso_penalty,time_limit_s,val_r2,val_mse,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves
temperature_min,outer_0,streed,4,20,,0.0001,0.01,0.001,230400.0,0.8680468343233549,0.8154194686376808,230400.30084085464,0.5709151594013187,0.9060692453369366,0.6932317857268461,0.8950170299193045,16.0
temperature_min,outer_1,streed,4,20,,0.0001,0.01,0.001,230400.0,0.8680468343233549,0.8154194686376808,230399.9354064465,0.5728292563394078,0.907513211746216,0.6519127261926052,0.8938366032453555,16.0
temperature_min,outer_2,streed,4,20,,0.0001,0.01,0.001,230400.0,0.8680468343233549,0.8154194686376808,230400.3837068081,0.5622836511914366,0.90941715699703,0.6984546376440055,0.8851462344175238,16.0
temperature_min,outer_3,streed,4,20,,0.0001,0.01,0.001,230400.0,0.8680468343233549,0.8154194686376808,230399.40796637532,0.5754907780654008,0.9074950986618346,0.6679885903685177,0.8892415132854206,16.0
temperature_min,outer_4,streed,4,20,,0.0001,0.01,0.001,230400.0,0.8680468343233549,0.8154194686376808,230399.63533735275,0.5708438635209985,0.90815233625005,0.6872005639637182,0.8864511114720063,16.0
temperature_min,mean,streed,4,20,,0.0001,0.01,0.001,230400.0,0.8680468343233549,0.8154194686376808,230399.93265156745,0.5704725417037124,0.9077294097984134,0.6797576607791386,0.8899384984679222,16.0
temperature_min,std,streed,4,20,,0.0001,0.01,0.001,230400.0,0.0,0.0,0.4191396138992939,0.004952991979504415,0.0012129660687321092,0.019367351362959414,0.004376075687507572,0.0
temperature_min,best_by_mean_val_r2,streed,4,20,,0.0001,0.01,0.001,230400.0,0.8680468343233549,0.8154194686376808,230399.93265156745,0.5704725417037124,0.9077294097984134,0.6797576607791386,0.8899384984679222,16.0
