dataset,outer,method,depth,lambda,cv_folds,n_thresholds,threshold_label,val_r2,val_mse,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves
temperature_min,outer_1,streed,5,0.1,3,20,20,0.6454961594996653,2.1956224173945906,0.3684995174407959,2.168841507782646,0.6498272686556706,2.21618789881059,0.6390958087927272,3
temperature_min,outer_1,streed,5,0.08,3,20,20,0.6454961594996653,2.1956224173945906,0.334702730178833,2.168841507782646,0.6498272686556706,2.21618789881059,0.6390958087927272,3
temperature_min,outer_1,streed,5,0.05,3,20,20,0.6919818580555566,1.9103984836466148,8.76785922050476,1.8403991488799487,0.7028562970532857,1.814821221930178,0.7044580084396156,4
temperature_min,outer_1,streed,5,0.03,3,20,20,0.7106051300838114,1.7985271461008627,599.5811665058136,1.8403991488799487,0.7028562970532857,1.814821221930178,0.7044580084396156,4
temperature_min,outer_1,streed,5,0.01,3,20,20,0.7436498189658352,1.5878204634385857,599.5993411540985,1.555466374480115,0.7488604368224083,1.501949125318093,0.7554089458757914,6
temperature_min,outer_1,streed,5,0.008,3,20,20,0.7528012916427317,1.5314928793289446,599.6901669502258,1.4998481997099693,0.7578403314351593,1.457719767788795,0.7626116566726943,7
temperature_min,outer_1,streed,5,0.005,3,20,20,0.7675756773614714,1.4407628304571418,599.7404432296753,1.3734493176339195,0.7782482043095085,1.3696148640598629,0.776959460412057,10
temperature_min,outer_1,streed,5,0.003,3,20,20,0.7767245013099394,1.383245835246381,599.7130341529846,1.2784966314716388,0.7935788964521171,1.2589021153028008,0.7949889312290151,14
temperature_min,outer_1,streed,5,0.001,3,20,20,0.7823883785142628,1.349041911116105,599.6899425983429,1.2590841002855817,0.7967131683863896,1.244625139141485,0.7973139238603487,16
temperature_min,outer_1,streed,5,0.0005,3,20,20,0.7823883785142628,1.349041911116105,599.7177128791809,1.2590841002855817,0.7967131683863896,1.244625139141485,0.7973139238603487,16
temperature_min,outer_1,streed,5,0.0001,3,20,20,0.7823883785142628,1.349041911116105,599.7212920188904,1.2590841002855817,0.7967131683863896,1.244625139141485,0.7973139238603487,16
