dataset,outer,method,depth,lambda,kappa,cv_folds,n_thresholds,thresholds_strategy,min_leaf_node_size,val_r2,val_mse,loss,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves,threshold_label
servo,outer_0,claritree,4,0.1,0.1,3,133.0,quantile,0,0.5726412756794722,1.0082628016302757,194.7089733195081,0.0009129047393798,0.9825909030813894,0.5849832383663631,0.9091510831407296,0.6477917329029874,2.0,full
servo,outer_0,claritree,4,0.1,0.01,3,133.0,quantile,0,0.5581536856525763,1.045703136388383,192.25347461605827,0.0009069442749023,0.9664078384434454,0.5918184767736041,0.9010724323867688,0.6509214300845658,2.0,full
servo,outer_0,claritree,4,0.1,0.001,3,133.0,quantile,0,0.5569596407679718,1.0490443846708986,191.43563836260685,0.0008628368377685,0.9650102655168692,0.5924087694257297,0.90343207425372,0.6500072966821644,2.0,full
servo,outer_0,claritree,4,0.1,0.0001,3,133.0,quantile,0,0.5559097901230939,1.0516909405001742,190.99329477583572,0.0012881755828857,0.9617185552554142,0.5937990885592177,0.928055764131682,0.640467994246874,2.0,full
servo,outer_0,claritree,4,0.1,1e-05,3,133.0,quantile,0,0.5557988831372833,1.0519703423135298,190.89714977499133,0.0012238025665283,0.9617178723924994,0.5937993769799171,0.9280687313948058,0.6404629706843896,2.0,full
servo,outer_0,claritree,4,0.08,0.1,3,133.0,quantile,0,0.5726412756794722,1.0082628016302757,182.11337697825095,0.0008370876312255,0.9825909030813894,0.5849832383663631,0.9091510831407296,0.6477917329029874,2.0,full
servo,outer_0,claritree,4,0.08,0.01,3,133.0,quantile,0,0.5581536856525763,1.045703136388383,179.6578782748012,0.0008425712585449,0.9664078384434454,0.5918184767736041,0.9010724323867688,0.6509214300845658,2.0,full
servo,outer_0,claritree,4,0.08,0.001,3,133.0,quantile,0,0.5569596407679718,1.0490443846708986,178.84004202134977,0.0008585453033447,0.9650102655168692,0.5924087694257297,0.90343207425372,0.6500072966821644,2.0,full
servo,outer_0,claritree,4,0.08,0.0001,3,133.0,quantile,0,0.5559097901230939,1.0516909405001742,178.39769843457867,0.0012030601501464,0.9617185552554142,0.5937990885592177,0.928055764131682,0.640467994246874,2.0,full
servo,outer_0,claritree,4,0.08,1e-05,3,133.0,quantile,0,0.5557988831372833,1.0519703423135298,178.30155343373426,0.0012228488922119,0.9617178723924994,0.5937993769799171,0.9280687313948058,0.6404629706843896,2.0,full
servo,outer_0,claritree,4,0.05,0.1,3,133.0,quantile,0,0.5726412756794722,1.0082628016302757,163.2199824663654,0.0008046627044677,0.9825909030813894,0.5849832383663631,0.9091510831407296,0.6477917329029874,2.0,full
servo,outer_0,claritree,4,0.05,0.01,3,133.0,quantile,0,0.5581536856525763,1.045703136388383,160.7644837629156,0.0008573532104492,0.9664078384434454,0.5918184767736041,0.9010724323867688,0.6509214300845658,2.0,full
servo,outer_0,claritree,4,0.05,0.001,3,133.0,quantile,0,0.5569596407679718,1.0490443846708986,159.9466475094642,0.0008678436279296,0.9650102655168692,0.5924087694257297,0.90343207425372,0.6500072966821644,2.0,full
servo,outer_0,claritree,4,0.05,0.0001,3,133.0,quantile,0,0.5559097901230939,1.0516909405001742,159.50430392269308,0.0012233257293701,0.9617185552554142,0.5937990885592177,0.928055764131682,0.640467994246874,2.0,full
servo,outer_0,claritree,4,0.05,1e-05,3,133.0,quantile,0,0.5557988831372833,1.0519703423135298,159.40815892184867,0.0012276172637939,0.9617178723924994,0.5937993769799171,0.9280687313948058,0.6404629706843896,2.0,full
servo,outer_0,claritree,4,0.03,0.1,3,133.0,quantile,0,0.5449983852458846,1.0778634958068902,150.62438612510834,0.0008118152618408,0.9825909030813894,0.5849832383663631,0.9091510831407296,0.6477917329029874,2.0,full
servo,outer_0,claritree,4,0.03,0.01,3,133.0,quantile,0,0.5581536856525763,1.045703136388383,148.16888742165855,0.0008361339569091,0.9664078384434454,0.5918184767736041,0.9010724323867688,0.6509214300845658,2.0,full
servo,outer_0,claritree,4,0.03,0.001,3,133.0,quantile,0,0.5569596407679718,1.0490443846708986,147.35105116820714,0.0008590221405029,0.9650102655168692,0.5924087694257297,0.90343207425372,0.6500072966821644,2.0,full
servo,outer_0,claritree,4,0.03,0.0001,3,133.0,quantile,0,0.5559097901230939,1.0516909405001742,146.90870758143603,0.0012569427490234,0.9617185552554142,0.5937990885592177,0.928055764131682,0.640467994246874,2.0,full
servo,outer_0,claritree,4,0.03,1e-05,3,133.0,quantile,0,0.5557988831372833,1.0519703423135298,146.81256258059162,0.0012581348419189,0.9617178723924994,0.5937993769799171,0.9280687313948058,0.6404629706843896,2.0,full
servo,outer_0,claritree,4,0.01,0.1,3,133.0,quantile,0,0.5449983852458846,1.0778634958068902,138.02878978385127,0.0014057159423828,0.9825909030813894,0.5849832383663631,0.9091510831407296,0.6477917329029874,2.0,full
servo,outer_0,claritree,4,0.01,0.01,3,133.0,quantile,0,0.5473457842861391,1.072915827460023,135.57329108040148,0.0013878345489501,0.9664078384434454,0.5918184767736041,0.9010724323867688,0.6509214300845658,2.0,full
servo,outer_0,claritree,4,0.01,0.001,3,133.0,quantile,0,0.5569596407679718,1.0490443846708986,134.75545482695006,0.0013232231140136,0.9650102655168692,0.5924087694257297,0.90343207425372,0.6500072966821644,2.0,full
servo,outer_0,claritree,4,0.01,0.0001,3,133.0,quantile,0,0.5559097901230939,1.0516909405001742,134.31311124017896,0.0013484954833984,0.9617185552554142,0.5937990885592177,0.928055764131682,0.640467994246874,2.0,full
servo,outer_0,claritree,4,0.01,1e-05,3,133.0,quantile,0,0.5557988831372833,1.0519703423135298,134.21696623933454,0.0013141632080078,0.9617178723924994,0.5937993769799171,0.9280687313948058,0.6404629706843896,2.0,full
servo,outer_0,claritree,4,0.008,0.1,3,133.0,quantile,0,0.5464859356616435,1.0747930318584202,136.3957480845445,0.0013201236724853,0.9666602724554966,0.5917118562605511,0.9045499921321156,0.6495742114381295,3.0,full
servo,outer_0,claritree,4,0.008,0.01,3,133.0,quantile,0,0.5473457842861391,1.072915827460023,134.31373144627577,0.0013210773468017,0.9664078384434454,0.5918184767736041,0.9010724323867688,0.6509214300845658,2.0,full
servo,outer_0,claritree,4,0.008,0.001,3,133.0,quantile,0,0.5569596407679718,1.0490443846708986,133.49589519282435,0.0013773441314697,0.9650102655168692,0.5924087694257297,0.90343207425372,0.6500072966821644,2.0,full
servo,outer_0,claritree,4,0.008,0.0001,3,133.0,quantile,0,0.5559097901230939,1.0516909405001742,133.05355160605325,0.0014240741729736,0.9617185552554142,0.5937990885592177,0.928055764131682,0.640467994246874,2.0,full
servo,outer_0,claritree,4,0.008,1e-05,3,133.0,quantile,0,0.5557988831372833,1.0519703423135298,132.95740660520883,0.0014073848724365,0.9617178723924994,0.5937993769799171,0.9280687313948058,0.6404629706843896,2.0,full
servo,outer_0,claritree,4,0.005,0.1,3,133.0,quantile,0,0.5471723379296506,1.0730913055083524,133.4215906523522,0.0015301704406738,0.9532915144010808,0.5973584164489347,0.9154320905346944,0.6453584489627543,4.0,full
servo,outer_0,claritree,4,0.005,0.01,3,133.0,quantile,0,0.5499279168706361,1.0664560256481384,132.31344739952388,0.0014736652374267,0.9538899123867004,0.597105671188032,0.915723033452806,0.6452457366722313,3.0,full
servo,outer_0,claritree,4,0.005,0.001,3,133.0,quantile,0,0.5514610552720003,1.0626234681746,131.51588681438454,0.0014324188232421,0.952508460698684,0.5976891547152211,0.918734755905612,0.644078985000534,3.0,full
servo,outer_0,claritree,4,0.005,0.0001,3,133.0,quantile,0,0.5614499501244055,1.038982880405703,130.8562980106188,0.0015411376953125,0.9466959891983018,0.6001441673675992,0.926423227358376,0.6411004446267512,3.0,full
servo,outer_0,claritree,4,0.005,1e-05,3,133.0,quantile,0,0.56138194740508,1.039151601931305,130.65577120441785,0.0015015602111816,0.9466924754566656,0.6001456514660888,0.9268263511370524,0.6409442730837085,3.0,full
servo,outer_0,claritree,4,0.003,0.1,3,133.0,quantile,0,0.5557466242170531,1.0533471826582028,130.6465088193305,0.0016798973083496,0.9467601921372378,0.6001170499826112,0.9262949263263446,0.6411501488893283,5.0,full
