dataset,outer,method,depth,lambda,cv_folds,n_thresholds,threshold_label,thresholds_strategy,min_leaf_node_size,val_r2,val_mse,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves
auction,outer_2,guide,5,2.0,3,20,20,quantile,1,-0.0016735907666666668,105016463.66666667,0.069575,104909392.0,0.0,118481816.0,-0.006450047,1
auction,outer_2,guide,5,4.0,3,20,20,quantile,1,0.843864,16552913.666666666,0.078591,16451963.0,0.8432,15910065.0,0.8648511,4
auction,outer_2,guide,5,6.0,3,20,20,quantile,1,0.8513064666666668,15716697.0,0.07525,14496401.0,0.8618,13926764.0,0.8816984,6
auction,outer_2,guide,5,8.0,3,20,20,quantile,1,0.8648302999999999,14332603.333333334,0.076658,12782043.0,0.8782,11850911.0,0.8993318,8
auction,outer_2,guide,5,10.0,3,20,20,quantile,1,0.8740378999999999,13356257.666666666,0.080376,11351590.0,0.8918,10006395.0,0.9150002,10
auction,outer_2,guide,5,12.0,3,20,20,quantile,1,0.8840366333333333,12288960.333333334,0.081368,10611745.0,0.8988,9378691.0,0.9203322,12
auction,outer_2,guide,5,14.0,3,20,20,quantile,1,0.8847174333333333,12212913.0,0.074118,10592636.0,0.899,9374289.0,0.9203696,13
auction,outer_2,guide,5,16.0,3,20,20,quantile,1,0.8850915,12173945.0,0.087118,10544050.0,0.8995,9320519.0,0.9208264,16
auction,outer_2,guide,5,20.0,3,20,20,quantile,1,0.8853089333333334,12151147.333333334,0.078364,10525937.0,0.8997,9300556.0,0.9209959,20
auction,outer_2,guide,5,24.0,3,20,20,quantile,1,0.8853803333333333,12143799.0,0.080518,10520668.0,0.8997,9296817.0,0.9210277,24
auction,outer_2,guide,5,28.0,3,20,20,quantile,1,0.8853860333333334,12143190.666666666,0.088281,10519444.0,0.8997,9295226.0,0.9210412,28
auction,outer_2,guide,5,32.0,3,20,20,quantile,1,0.8853867666666666,12143115.0,0.08297,10519391.0,0.8997,9295157.0,0.9210418,30
