dataset,outer,method,depth,n_thresholds,cv_folds,cost_complexity,ridge_penalty,lasso_penalty,val_r2,val_mse,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves,threshold_label
auction,outer_0,guide,4,1634.0,3,2.0,,,0.4754057666666667,55947208.66666666,0.19295,69005715.0,0.3524,66785530.0,0.4023134,1.0,full
auction,outer_0,guide,4,1634.0,3,4.0,,,0.8764147666666666,13157369.333333334,0.1937,11194936.0,0.8949,13919110.0,0.8754331,4.0,full
auction,outer_0,guide,4,1634.0,3,6.0,,,0.9085750666666668,9776484.0,0.18369,8058618.0,0.9244,8706550.0,0.9220821,6.0,full
auction,outer_0,guide,4,1634.0,3,8.0,,,0.9235875,8170122.0,0.20356,6546487.0,0.9386,7546771.0,0.9324614,8.0,full
auction,outer_0,guide,4,1634.0,3,10.0,,,0.9255036666666668,7967835.333333333,0.19423,6524140.0,0.9388,7521321.0,0.9326891,9.0,full
auction,outer_0,guide,4,1634.0,3,12.0,,,0.9255502666666668,7962946.666666667,0.19259,6500991.0,0.939,7494240.0,0.9329315,12.0,full
auction,outer_0,guide,4,1634.0,3,14.0,,,0.9255722,7960584.333333333,0.18976,6496403.0,0.939,7490068.0,0.9329688,14.0,full
auction,outer_0,guide,4,1634.0,3,16.0,,,0.9255734666666666,7960456.333333333,0.18716,6496075.0,0.939,7489782.0,0.9329714,15.0,full
auction,outer_1,guide,4,1634.0,3,2.0,,,0.7450745333333334,28368745.666666668,0.19348,27647930.0,0.7511,29031682.0,0.688844,2.0,full
auction,outer_1,guide,4,1634.0,3,4.0,,,0.8829507333333333,13086192.0,0.1953,11347653.0,0.8978,14568532.0,0.8438573,4.0,full
auction,outer_1,guide,4,1634.0,3,6.0,,,0.8957880333333333,11646597.0,0.18063,8762325.0,0.9211,8418893.0,0.9097679,6.0,full
auction,outer_1,guide,4,1634.0,3,8.0,,,0.9087330333333332,10233022.0,0.18694,7235687.0,0.9349,7387467.0,0.9208225,8.0,full
auction,outer_1,guide,4,1634.0,3,10.0,,,0.9162501,9383059.0,0.1937,6672049.0,0.9399,6790562.0,0.9272201,10.0,full
auction,outer_1,guide,4,1634.0,3,12.0,,,0.9163667333333332,9370300.666666666,0.19121,6660589.0,0.94,6784366.0,0.9272865,12.0,full
auction,outer_1,guide,4,1634.0,3,14.0,,,0.9163745,9369388.0,0.1967,6656924.0,0.9401,6781399.0,0.9273183,14.0,full
auction,outer_1,guide,4,1634.0,3,16.0,,,0.9163945666666669,9367234.333333334,0.19564,6655355.0,0.9401,6778083.0,0.9273538,15.0,full
auction,outer_2,guide,4,1634.0,3,2.0,,,0.4679803666666666,56318540.66666666,0.19379,27983921.0,0.7333,27646161.0,0.7651582,2.0,full
auction,outer_2,guide,4,1634.0,3,4.0,,,0.8678563666666665,13944366.666666666,0.19819,14210608.0,0.8645,13602681.0,0.8844513,3.0,full
auction,outer_2,guide,4,1634.0,3,6.0,,,0.9030691333333336,10153748.0,0.19229,8363535.0,0.9203,10019785.0,0.9148864,6.0,full
auction,outer_2,guide,4,1634.0,3,8.0,,,0.9196008333333332,8409364.666666666,0.19359,6988834.0,0.9334,8370982.0,0.9288923,8.0,full
auction,outer_2,guide,4,1634.0,3,10.0,,,0.9219197666666666,8176533.333333333,0.19598,6434241.0,0.9387,7744663.0,0.9342126,10.0,full
auction,outer_2,guide,4,1634.0,3,12.0,,,0.9220256666666664,8165097.0,0.19664,6425555.0,0.9388,7727260.0,0.9343604,12.0,full
auction,outer_2,guide,4,1634.0,3,14.0,,,0.9220570666666666,8161722.666666667,0.18925,6425555.0,0.9388,7727260.0,0.9343604,12.0,full
auction,outer_2,guide,4,1634.0,3,16.0,,,0.9220637666666668,8161051.666666667,0.19408,6419487.0,0.9388,7724697.0,0.9343821,15.0,full
auction,outer_3,guide,4,1635.0,3,2.0,,,0.5955859666666666,43281430.333333336,0.19572,28162446.0,0.7377,27094653.0,0.7497678,2.0,full
auction,outer_3,guide,4,1635.0,3,4.0,,,0.8696552666666667,13975891.0,0.19668,12261644.0,0.8858,10703887.0,0.9011444,4.0,full
