dataset,outer,method,depth,lambda,cv_folds,n_thresholds,threshold_label,thresholds_strategy,min_leaf_node_size,val_r2,val_mse,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves
airfoil,outer_3,guide,5,2.0,3,20,20,quantile,1,0.10660160166666667,42.39664,0.055464,39.27376,0.1762,42.55329,0.09617273,2
airfoil,outer_3,guide,5,4.0,3,20,20,quantile,1,0.3596075666666667,30.42021,0.04849,28.38733,0.4046,32.13491,0.317458,4
airfoil,outer_3,guide,5,6.0,3,20,20,quantile,1,0.4080815,28.122163333333333,0.057132,26.03186,0.454,30.78312,0.34617,6
airfoil,outer_3,guide,5,8.0,3,20,20,quantile,1,0.4393220666666667,26.62273,0.055603,23.75007,0.5019,27.52584,0.4153542,8
airfoil,outer_3,guide,5,10.0,3,20,20,quantile,1,0.48768009999999995,24.28809,0.057595,21.75765,0.5436,24.7128,0.4751029,10
airfoil,outer_3,guide,5,12.0,3,20,20,quantile,1,0.5276312999999999,22.36766666666667,0.049538,20.19523,0.5764,22.57005,0.5206146,12
airfoil,outer_3,guide,5,14.0,3,20,20,quantile,1,0.5551216666666666,21.065656666666666,0.056731,18.96773,0.6022,22.52396,0.5215937,14
airfoil,outer_3,guide,5,16.0,3,20,20,quantile,1,0.5968519666666666,19.108999999999998,0.045291,17.95897,0.6233,22.0271,0.5321468,16
airfoil,outer_3,guide,5,20.0,3,20,20,quantile,1,0.6168769333333334,18.171713333333333,0.059847,16.68015,0.6501,20.30194,0.568789,20
airfoil,outer_3,guide,5,24.0,3,20,20,quantile,1,0.6265947666666666,17.69971666666667,0.056653,15.81604,0.6683,20.00818,0.5750284,24
airfoil,outer_3,guide,5,28.0,3,20,20,quantile,1,0.6311198333333333,17.502103333333334,0.048095,15.49396,0.675,20.62516,0.5619238,28
airfoil,outer_3,guide,5,32.0,3,20,20,quantile,1,0.6313159,17.493106666666666,0.047263,15.44495,0.676,20.49853,0.5646134,29
