dataset,outer,method,depth,lambda,cv_folds,n_thresholds,threshold_label,val_r2,val_mse,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves
temperature_max,outer_2,streed,5,0.1,3,20,20,0.5747365895199832,4.1530173522159926,0.33891749382019043,4.1004413964907735,0.5804114244821321,4.1215313773077344,0.5645278484782068,3
temperature_max,outer_2,streed,5,0.08,3,20,20,0.5747365895199832,4.1530173522159926,8.023950099945068,4.1004413964907735,0.5804114244821321,4.1215313773077344,0.5645278484782068,3
temperature_max,outer_2,streed,5,0.05,3,20,20,0.6147802072164678,3.7578667011788074,599.6288528442383,3.528943619880043,0.6388914549990772,3.707370110191103,0.608287238267466,4
temperature_max,outer_2,streed,5,0.03,3,20,20,0.6535769979223757,3.3825706485690663,599.6112163066864,3.528943619880043,0.6388914549990772,3.707370110191103,0.608287238267466,4
temperature_max,outer_2,streed,5,0.01,3,20,20,0.6792446470006618,3.1346327585566613,599.6906583309174,2.974913842319123,0.695584026037945,3.2136440923325105,0.6604532687004585,7
temperature_max,outer_2,streed,5,0.008,3,20,20,0.6945878095625346,2.982452518936261,599.726154088974,2.974913842319123,0.695584026037945,3.2136440923325105,0.6604532687004585,7
temperature_max,outer_2,streed,5,0.005,3,20,20,0.7126426669089136,2.807450854287078,599.7267110347748,2.6544559499229123,0.7283757324866843,2.8443379513773714,0.6994733622165238,12
temperature_max,outer_2,streed,5,0.003,3,20,20,0.7222215139781065,2.712347544981577,599.7288203239441,2.575467092881124,0.736458477440999,2.7908475611442216,0.7051250419413997,14
temperature_max,outer_2,streed,5,0.001,3,20,20,0.7261273417042996,2.674823532193251,599.713711977005,2.5234895279336045,0.7417772200656056,2.72668081926475,0.7119047620464666,16
temperature_max,outer_2,streed,5,0.0005,3,20,20,0.7261273417042996,2.674823532193251,599.7159416675568,2.5234895279336045,0.7417772200656056,2.72668081926475,0.7119047620464666,16
temperature_max,outer_2,streed,5,0.0001,3,20,20,0.7261273417042996,2.674823532193251,599.7047967910767,2.5234895279336045,0.7417772200656056,2.72668081926475,0.7119047620464666,16
