dataset,outer,method,depth,lambda,cv_folds,n_thresholds,threshold_label,val_r2,val_mse,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves
walmart,outer_1,streed,5,0.1,3,20,20,-0.0013962348921179313,316783879815.03815,0.1646127700805664,316541206230.5084,0.0,326202828071.3167,-0.0010236440390634094,1
walmart,outer_1,streed,5,0.08,3,20,20,-0.0013962348921179313,316783879815.03815,4.139380216598511,316541206230.5084,0.0,326202828071.3167,-0.0010236440390634094,1
walmart,outer_1,streed,5,0.05,3,20,20,-0.0013962348921179313,316783879815.03815,84.21879458427429,316541206230.5084,0.0,326202828071.3167,-0.0010236440390634094,1
walmart,outer_1,streed,5,0.03,3,20,20,-0.0013962348921179313,316783879815.03815,159.4899001121521,316541206230.5084,0.0,326202828071.3167,-0.0010236440390634094,1
walmart,outer_1,streed,5,0.01,3,20,20,0.10772318141344568,282256069692.28516,209.99327445030212,280761658242.83923,0.11303282884950594,293448432159.988,0.0994902753138619,7
walmart,outer_1,streed,5,0.008,3,20,20,0.11943958311183911,278530307670.98895,209.00442814826965,277604910807.20416,0.12300545602568558,287208200530.4539,0.11863977025349004,8
walmart,outer_1,streed,5,0.005,3,20,20,0.14425964131155247,270663217212.17444,216.77189350128174,256767326966.86295,0.18883443320209492,275379999826.723,0.154937151980314,19
walmart,outer_1,streed,5,0.003,3,20,20,0.1617573491688642,265153798960.93213,219.20228624343872,241997754122.0097,0.23549367551918488,260255748728.52145,0.2013491743321667,31
walmart,outer_1,streed,5,0.001,3,20,20,0.17136953389015389,262114423673.27084,217.33362770080566,241251734268.82507,0.23785046142414967,259012130153.71533,0.20516548581207494,32
walmart,outer_1,streed,5,0.0005,3,20,20,0.17136953389015389,262114423673.27084,213.23728704452515,241251734268.82507,0.23785046142414967,259012130153.71533,0.20516548581207494,32
walmart,outer_1,streed,5,0.0001,3,20,20,0.17136953389015389,262114423673.27084,215.07903337478638,241251734268.82507,0.23785046142414967,259012130153.71533,0.20516548581207494,32
