dataset,outer,method,depth,lambda,cv_folds,n_thresholds,threshold_label,val_r2,val_mse,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves
synch,outer_0,streed,5,0.1,3,20,20,0.8732016517867303,0.004064867471448194,0.004559040069580078,0.0038201433614756734,0.8813799322244438,0.004806472778977841,0.85527599443737,3
synch,outer_0,streed,5,0.08,3,20,20,0.8732016517867303,0.004064867471448194,0.004036426544189453,0.0038201433614756734,0.8813799322244438,0.004806472778977841,0.85527599443737,3
synch,outer_0,streed,5,0.05,3,20,20,0.8732016517867303,0.004064867471448194,0.004238128662109375,0.0038201433614756734,0.8813799322244438,0.004806472778977841,0.85527599443737,3
synch,outer_0,streed,5,0.03,3,20,20,0.9189068352915951,0.00257871850190242,0.004383563995361328,0.0023879617380498093,0.9258509023327639,0.0025937008133663474,0.9219030694227177,4
synch,outer_0,streed,5,0.01,3,20,20,0.9189068352915951,0.00257871850190242,0.004650592803955078,0.0023879617380498093,0.9258509023327639,0.0025937008133663474,0.9219030694227177,4
synch,outer_0,streed,5,0.008,3,20,20,0.9454593553474347,0.001680787981807655,0.012868165969848633,0.0008668341983646156,0.9730837506264527,0.0008385118589929261,0.9747522142482558,7
synch,outer_0,streed,5,0.005,3,20,20,0.9769879137519961,0.0007314311359934772,0.011775493621826172,0.0006423355157151525,0.9800547060151833,0.0008402438186359465,0.9747000645433604,8
synch,outer_0,streed,5,0.003,3,20,20,0.9769879137519961,0.0007314311359934772,0.011850357055664062,0.0006423355157151525,0.9800547060151833,0.0008402438186359465,0.9747000645433604,8
synch,outer_0,streed,5,0.001,3,20,20,0.989812502279294,0.0003274507943796854,0.06770086288452148,0.0002405146774175998,0.9925317286194016,0.000341877458545855,0.9897059907571452,14
synch,outer_0,streed,5,0.0005,3,20,20,0.9919898373731545,0.0002583114639848318,0.059190988540649414,0.00020105015240878514,0.9937571498113088,0.00031091315192589456,0.9906383331815338,16
synch,outer_0,streed,5,0.0001,3,20,20,0.9958581264076168,0.00013377325515877164,0.369274377822876,9.650180075026589e-05,0.997003502470379,0.00014002507952177103,0.9957838125129409,25
