dataset,outer,method,depth,lambda,cv_folds,n_thresholds,threshold_label,val_r2,val_mse,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves
insurance,outer_2,streed,5,0.1,3,20,20,0.7583417542315535,35296322.06584845,0.005876064300537109,35034910.64475484,0.7604584242616084,33306881.73958125,0.7743185378517587,3
insurance,outer_2,streed,5,0.08,3,20,20,0.7583417542315535,35296322.06584845,0.005800008773803711,35034910.64475484,0.7604584242616084,33306881.73958125,0.7743185378517587,3
insurance,outer_2,streed,5,0.05,3,20,20,0.8182682257805604,26596493.269676805,0.0064394474029541016,26074363.29311989,0.8217237048799408,22496321.43963686,0.8475689572158098,4
insurance,outer_2,streed,5,0.03,3,20,20,0.8182682257805604,26596493.269676805,0.024908065795898438,26074363.29311989,0.8217237048799408,22496321.43963686,0.8475689572158098,4
insurance,outer_2,streed,5,0.01,3,20,20,0.8209364100787458,26185170.82681049,7.860317230224609,26074363.29311989,0.8217237048799408,22496321.43963686,0.8475689572158098,4
insurance,outer_2,streed,5,0.008,3,20,20,0.8294289974124808,24918837.876205962,8.983729600906372,23493839.951367624,0.8393673242338147,20040575.61803639,0.8642086508387828,6
insurance,outer_2,streed,5,0.005,3,20,20,0.8295996118813177,24998630.774439853,11.048418760299683,21614043.996526055,0.8522199126036045,20005979.36662523,0.8644430688387735,8
insurance,outer_2,streed,5,0.003,3,20,20,0.8221701551777229,26327012.18894704,12.409971714019775,21114651.745423574,0.8556343699131608,20003797.56535227,0.8644578523332251,9
insurance,outer_2,streed,5,0.001,3,20,20,0.7830864682238623,31846093.016716074,13.306508541107178,17032733.52561542,0.8835433642394951,22620491.54144327,0.8467276028569758,26
insurance,outer_2,streed,5,0.0005,3,20,20,0.7873088098567891,31255070.740456033,13.268419742584229,16709343.34747897,0.8857544557314816,22835093.943840798,0.8452734954346035,29
insurance,outer_2,streed,5,0.0001,3,20,20,0.7872371690738792,31266110.44773385,13.129039764404297,16522246.30911991,0.8870336803265991,22770022.679977965,0.8457144066579123,32
