dataset,outer,method,depth,lambda,cv_folds,n_thresholds,threshold_label,thresholds_strategy,min_leaf_node_size,val_r2,val_mse,loss,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves
airfoil,outer_2,claritree,5,0.1,3,20,20,quantile,1,0.31387652382350956,33.26811132914593,55857.79181131172,0.16152310371398926,31.86395873396606,0.34556368339900867,30.590279268266052,0.28939956970074254,3
airfoil,outer_2,claritree,5,0.08,3,20,20,quantile,1,0.31387652382350956,33.26811132914593,52346.32912869484,0.16664457321166992,31.86395873396606,0.34556368339900867,30.590279268266052,0.28939956970074254,3
airfoil,outer_2,claritree,5,0.05,3,20,20,quantile,1,0.3865191230861664,29.711789878018987,47079.13510476949,0.17888283729553223,31.86395873396606,0.34556368339900867,30.590279268266052,0.28939956970074254,3
airfoil,outer_2,claritree,5,0.03,3,20,20,quantile,1,0.4597674199595649,26.244883019538147,40681.31653695684,0.19159317016601562,22.159289356480272,0.5448825481470401,21.04701981814255,0.5110858188599713,8
airfoil,outer_2,claritree,5,0.01,3,20,20,quantile,1,0.5856080939408982,20.10400137806708,28486.07787804593,0.20232868194580078,16.395525101084612,0.6632613309138132,17.85783548068511,0.5851693452843891,15
airfoil,outer_2,claritree,5,0.008,3,20,20,quantile,1,0.6048170615180944,19.128273340069107,26685.411074766256,0.20470404624938965,15.968627857889816,0.6720291385090984,17.500819967476037,0.5934626784404893,16
airfoil,outer_2,claritree,5,0.005,3,20,20,quantile,1,0.6255304326412544,18.115272008599856,22390.402726236644,0.17786645889282227,12.784922929286893,0.737417502334662,14.806568624439054,0.6560491016276273,24
airfoil,outer_2,claritree,5,0.003,3,20,20,quantile,1,0.6611896287434764,16.381916032386155,19092.395162882534,0.17828774452209473,11.793966228967427,0.7577702167692574,13.970388094537437,0.6754732539586705,28
airfoil,outer_2,claritree,5,0.001,3,20,20,quantile,1,0.6519749185677094,16.866311842936692,15759.030319795038,0.17902445793151855,11.552620817303966,0.7627270773890027,14.273909509835658,0.6684225681370571,32
airfoil,outer_2,claritree,5,0.0005,3,20,20,quantile,1,0.6505499063024521,16.933998521375916,14822.640271097203,0.1788036823272705,11.552620817303966,0.7627270773890027,14.273909509835658,0.6684225681370571,32
airfoil,outer_2,claritree,5,0.0001,3,20,20,quantile,1,0.6505499063024521,16.933998521375916,14073.528232138933,0.17971444129943848,11.552620817303966,0.7627270773890027,14.273909509835658,0.6684225681370571,32
