dataset,outer,method,depth,lambda,cv_folds,n_thresholds,threshold_label,thresholds_strategy,min_leaf_node_size,val_r2,val_mse,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves
seoul_bike,outer_1,guide,5,2.0,3,20,20,quantile,1,0.2310555,324590.0333333333,0.35061,320509.3,0.2407,300803.5,0.2289388,2
seoul_bike,outer_1,guide,5,4.0,3,20,20,quantile,1,0.45017673333333336,232108.63333333333,0.34808,224498.0,0.4682,223865.7,0.4261564,4
seoul_bike,outer_1,guide,5,6.0,3,20,20,quantile,1,0.5044683333333333,209158.53333333333,0.34659,204592.3,0.5153,206724.1,0.4700961,6
seoul_bike,outer_1,guide,5,8.0,3,20,20,quantile,1,0.5444715333333333,192265.66666666666,0.34978,204592.3,0.5153,206724.1,0.4700961,6
seoul_bike,outer_1,guide,5,10.0,3,20,20,quantile,1,0.5729239,180268.0,0.34883,175778.3,0.5836,189691.9,0.5137555,10
seoul_bike,outer_1,guide,5,12.0,3,20,20,quantile,1,0.5830847,175979.66666666666,0.34835,168420.9,0.601,184693.9,0.526567,12
seoul_bike,outer_1,guide,5,14.0,3,20,20,quantile,1,0.5944828999999999,171172.06666666665,0.35007,165690.3,0.6075,181268.4,0.5353477,13
seoul_bike,outer_1,guide,5,16.0,3,20,20,quantile,1,0.6011413,168355.66666666666,0.34958,159299.5,0.6226,174052.6,0.5538442,16
seoul_bike,outer_1,guide,5,20.0,3,20,20,quantile,1,0.6118557,163831.63333333333,0.34389,153107.3,0.6373,167741.6,0.5700214,20
seoul_bike,outer_1,guide,5,24.0,3,20,20,quantile,1,0.6180289333333334,161226.16666666666,0.33815,150000.8,0.6446,163285.2,0.5814448,24
seoul_bike,outer_1,guide,5,28.0,3,20,20,quantile,1,0.6206086666666667,160138.06666666665,0.34874,149255.3,0.6464,162812.6,0.5826563,28
seoul_bike,outer_1,guide,5,32.0,3,20,20,quantile,1,0.6214127666666667,159799.19999999998,0.37358,149057.9,0.6469,162489.6,0.5834842,30
