dataset,outer,method,depth,lambda,cv_folds,n_thresholds,threshold_label,thresholds_strategy,min_leaf_node_size,val_r2,val_mse,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves
walmart,outer_2,guide,5,2.0,3,20,20,quantile,1,0.023497293333333336,311620292785.3333,0.17208,311284122461.0,0.0254,307601454831.0,0.02261595,2
walmart,outer_2,guide,5,4.0,3,20,20,quantile,1,0.03707587666666667,307158168762.3333,0.186,311284122461.0,0.0254,307601454831.0,0.02261595,2
walmart,outer_2,guide,5,6.0,3,20,20,quantile,1,0.0770706,294508405879.6667,0.18538,292550908630.0,0.084,282385660352.0,0.1027375,6
walmart,outer_2,guide,5,8.0,3,20,20,quantile,1,0.09132632333333335,289967078391.6667,0.18731,288078367302.0,0.098,282133673848.0,0.1035382,8
walmart,outer_2,guide,5,10.0,3,20,20,quantile,1,0.10447969333333333,285743353851.3333,0.17822,284342353357.0,0.1097,280536636533.0,0.1086127,10
walmart,outer_2,guide,5,12.0,3,20,20,quantile,1,0.11398283333333332,282707278217.0,0.17406,282167135600.0,0.1166,276664892921.0,0.1209149,12
walmart,outer_2,guide,5,14.0,3,20,20,quantile,1,0.11856820000000001,281249925739.0,0.18796,280392942050.0,0.1221,279367120080.0,0.1123288,14
walmart,outer_2,guide,5,16.0,3,20,20,quantile,1,0.1222401,280071583271.0,0.17872,279673000000.0,0.1244,279095063252.0,0.1131932,15
walmart,outer_2,guide,5,20.0,3,20,20,quantile,1,0.12413013333333334,279457388536.0,0.18013,277260264465.0,0.1319,278304920530.0,0.1157038,20
walmart,outer_2,guide,5,24.0,3,20,20,quantile,1,0.1241563,279450868016.6667,0.17685,276402273679.0,0.1346,278735000000.0,0.1143374,24
walmart,outer_2,guide,5,28.0,3,20,20,quantile,1,0.12415616666666666,279450919994.6667,0.18173,276169088044.0,0.1353,278909306096.0,0.1137834,28
walmart,outer_2,guide,5,32.0,3,20,20,quantile,1,0.12415616666666666,279450919994.6667,0.17837,276164836405.0,0.1354,278891925302.0,0.1138387,29
