dataset,outer,method,depth,lambda,cv_folds,n_thresholds,threshold_label,thresholds_strategy,min_leaf_node_size,val_r2,val_mse,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves
walmart,outer_3,cart,5,0.1,3,20,20,quantile,1,0.12691377285991348,278367406668.9749,0.003194093704223633,272942159411.6889,0.14467634214159275,283368123696.5726,0.10229084239766151,32
walmart,outer_3,cart,5,0.08,3,20,20,quantile,1,0.12691377285991348,278367406668.9749,0.0031783580780029297,272942159411.6889,0.14467634214159275,283368123696.5726,0.10229084239766151,32
walmart,outer_3,cart,5,0.05,3,20,20,quantile,1,0.12691377285991348,278367406668.9749,0.003187894821166992,272942159411.6889,0.14467634214159275,283368123696.5726,0.10229084239766151,32
walmart,outer_3,cart,5,0.03,3,20,20,quantile,1,0.12691377285991348,278367406668.9749,0.0031676292419433594,272942159411.6889,0.14467634214159275,283368123696.5726,0.10229084239766151,32
walmart,outer_3,cart,5,0.01,3,20,20,quantile,1,0.12691377285991348,278367406668.9749,0.0031800270080566406,272942159411.6889,0.14467634214159275,283368123696.5726,0.10229084239766151,32
walmart,outer_3,cart,5,0.008,3,20,20,quantile,1,0.12691377285991348,278367406668.9749,0.0031621456146240234,272942159411.6889,0.14467634214159275,283368123696.5726,0.10229084239766151,32
walmart,outer_3,cart,5,0.005,3,20,20,quantile,1,0.12691377285991348,278367406668.9749,0.0031595230102539062,272942159411.6889,0.14467634214159275,283368123696.5726,0.10229084239766151,32
walmart,outer_3,cart,5,0.003,3,20,20,quantile,1,0.12691377285991348,278367406668.9749,0.0031557083129882812,272942159411.6889,0.14467634214159275,283368123696.5726,0.10229084239766151,32
walmart,outer_3,cart,5,0.001,3,20,20,quantile,1,0.12691377285991348,278367406668.9749,0.0031511783599853516,272942159411.6889,0.14467634214159275,283368123696.5726,0.10229084239766151,32
walmart,outer_3,cart,5,0.0005,3,20,20,quantile,1,0.12691377285991348,278367406668.9749,0.003154277801513672,272942159411.6889,0.14467634214159275,283368123696.5726,0.10229084239766151,32
walmart,outer_3,cart,5,0.0001,3,20,20,quantile,1,0.12691377285991348,278367406668.9749,0.0031762123107910156,272942159411.6889,0.14467634214159275,283368123696.5726,0.10229084239766151,32
