dataset,outer,method,depth,lambda,cv_folds,n_thresholds,threshold_label,thresholds_strategy,min_leaf_node_size,val_r2,val_mse,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves
synch,outer_0,cart,5,0.1,3,20,20,quantile,1,-0.004535087774048281,0.032283678961186786,0.0008769035339355469,0.03220486577957328,0.0,0.03407206004305908,-0.025917597779592016,1
synch,outer_0,cart,5,0.08,3,20,20,quantile,1,-0.004535087774048281,0.032283678961186786,0.0008730888366699219,0.03220486577957328,0.0,0.03407206004305908,-0.025917597779592016,1
synch,outer_0,cart,5,0.05,3,20,20,quantile,1,-0.004535087774048281,0.032283678961186786,0.0008928775787353516,0.03220486577957328,0.0,0.03407206004305908,-0.025917597779592016,1
synch,outer_0,cart,5,0.03,3,20,20,quantile,1,-0.004535087774048281,0.032283678961186786,0.0008785724639892578,0.03220486577957328,0.0,0.03407206004305908,-0.025917597779592016,1
synch,outer_0,cart,5,0.01,3,20,20,quantile,1,0.7153932567189653,0.009091540244856635,0.0008702278137207031,0.009013715833925505,0.7201132308508899,0.009531402061459974,0.7130072823889478,2
synch,outer_0,cart,5,0.008,3,20,20,quantile,1,0.7153932567189653,0.009091540244856635,0.0008974075317382812,0.009013715833925505,0.7201132308508899,0.009531402061459974,0.7130072823889478,2
synch,outer_0,cart,5,0.005,3,20,20,quantile,1,0.7153932567189653,0.009091540244856635,0.0008656978607177734,0.009013715833925505,0.7201132308508899,0.009531402061459974,0.7130072823889478,2
synch,outer_0,cart,5,0.003,3,20,20,quantile,1,0.86091010372871,0.004341346636867179,0.0008723735809326172,0.004833957341088048,0.8498997830273802,0.004460585235318985,0.8656907482692171,3
synch,outer_0,cart,5,0.001,3,20,20,quantile,1,0.9205934991808612,0.0025186714726221126,0.000865936279296875,0.002431553347649041,0.9244973301770034,0.0026346446517709213,0.920670240991246,4
synch,outer_0,cart,5,0.0005,3,20,20,quantile,1,0.9352309155364079,0.0020279219976412728,0.0008759498596191406,0.0013636945112784275,0.957655637486203,0.0013583170950977014,0.9591007585257685,6
synch,outer_0,cart,5,0.0001,3,20,20,quantile,1,0.9800159195363175,0.0006374642194796081,0.0008709430694580078,0.00045615896343493537,0.9858357129460771,0.0005582858921654649,0.9831898828353554,10
