dataset,outer,method,depth,n_thresholds,cv_folds,cost_complexity,ridge_penalty,lasso_penalty,val_r2,val_mse,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves,threshold_label,pilot_target_complexity,pilot_grid_index,pilot_min_sample_leaf,pilot_min_sample_split,n_outer_merged
airfoil,outer_0,pilot,4,1202.0,3,1202.0,,,0.6701918420425036,15.295135534371632,0.031290054321289,13.97146485115464,0.6996234614448529,17.857481508867735,0.6547184474146965,12.0,full,1202.0,0,1.0,2.0,
airfoil,outer_0,pilot,4,1202.0,3,601.0,,,0.6697839265588265,15.314055104447265,0.0296242237091064,14.02074099472438,0.6985640594711506,17.79479149991488,0.655930583830018,11.0,full,601.0,1,2.0,4.0,
airfoil,outer_0,pilot,4,1202.0,3,300.0,,,0.6698520544937777,15.311033660392946,0.0304429531097412,14.02074099472438,0.6985640594711506,17.79479149991488,0.655930583830018,11.0,full,300.0,2,5.0,10.0,
airfoil,outer_0,pilot,4,1202.0,3,150.0,,,0.6703663143248235,15.288226462288335,0.0343463420867919,14.02074099472438,0.6985640594711506,17.79479149991488,0.655930583830018,11.0,full,150.0,3,9.0,18.0,
airfoil,outer_0,pilot,4,1202.0,3,75.0,,,0.6684025622458236,15.379539410032336,0.031524658203125,13.854366402823851,0.7021409946423024,17.73838101556702,0.6570213031236679,11.0,full,75.0,4,17.0,34.0,
airfoil,outer_0,pilot,4,1202.0,3,64.0,,,0.6683249678540962,15.383236682026704,0.0313568115234375,13.854435807598346,0.7021395024891071,17.734862646116422,0.6570893322052529,11.0,full,64.0,5,19.0,38.0,
airfoil,outer_0,pilot,4,1202.0,3,32.0,,,0.5741821483673201,19.827854472410547,0.0273733139038085,14.324129446675936,0.6920414239418288,18.46706071183722,0.6429319895359359,10.0,full,32.0,6,38.0,76.0,
airfoil,outer_0,pilot,4,1202.0,3,24.0,,,0.5665618402899554,20.170141171756143,0.0231044292449951,17.900397034603117,0.6151542191674664,25.318463444185365,0.5104573753728128,8.0,full,24.0,7,51.0,102.0,
airfoil,outer_0,pilot,4,1202.0,3,20.0,,,0.5686502219303958,20.077522361349185,0.0203917026519775,19.675492308963697,0.5769909356608007,28.44377399328032,0.4500282449734973,7.0,full,20.0,8,61.0,122.0,
airfoil,outer_0,pilot,4,1202.0,3,16.0,,,0.482864341768172,24.03104960270613,0.019801378250122,19.675492308963697,0.5769909356608007,28.44377399328032,0.4500282449734973,7.0,full,16.0,9,76.0,152.0,
airfoil,outer_0,pilot,4,1202.0,3,14.0,,,0.4661558142881503,24.81973651148517,0.0208563804626464,19.334106409310984,0.5843304892395897,28.85988465785821,0.4419825787219932,7.0,full,14.0,10,86.0,172.0,
airfoil,outer_0,pilot,4,1202.0,3,12.0,,,0.4479565715914573,25.66659407244381,0.0193209648132324,19.675492308963697,0.5769909356608007,28.44377399328032,0.4500282449734973,7.0,full,12.0,11,101.0,202.0,
airfoil,outer_0,pilot,4,1202.0,3,10.0,,,0.4394511653191071,26.032958466354117,0.0143458843231201,20.992732335121275,0.5486712137333748,26.30960083505687,0.4912933372090036,7.0,full,10.0,12,121.0,242.0,
airfoil,outer_0,pilot,4,1202.0,3,8.0,,,0.4000654202376641,27.807144788647783,0.0129432678222656,23.706792539951365,0.4903208533064391,28.264060495228318,0.453503077390214,6.0,full,8.0,13,151.0,302.0,
airfoil,outer_0,pilot,4,1202.0,3,6.0,,,0.4391516198572896,26.163288482512296,0.0114622116088867,20.137110255838927,0.5670664787413205,26.3403093313892,0.4906995761410768,4.0,full,6.0,14,201.0,402.0,
airfoil,outer_0,pilot,4,1202.0,3,4.0,,,0.414029152716886,27.26259620234771,0.008514404296875,33.56653194377382,0.2783434819479004,41.19838160208062,0.2034128017153886,3.0,full,4.0,15,301.0,602.0,
airfoil,outer_0,pilot,4,1202.0,3,2.0,,,-0.0017915626310499,46.55962671729407,0.0018558502197265,46.51316949838801,0.0,51.744558966648114,-0.000501758827182,1.0,full,2.0,16,601.0,1202.0,
airfoil,outer_1,pilot,4,1202.0,3,1202.0,,,0.6646396944052194,15.96434771509263,0.0252692699432373,12.34479778092888,0.7401920604786163,13.978673657583334,0.7070134903284807,10.0,full,1202.0,0,1.0,2.0,
airfoil,outer_1,pilot,4,1202.0,3,601.0,,,0.6646396944052194,15.96434771509263,0.0246739387512207,12.34479778092888,0.7401920604786163,13.978673657583334,0.7070134903284807,10.0,full,601.0,1,2.0,4.0,
airfoil,outer_1,pilot,4,1202.0,3,300.0,,,0.66453362726352,15.969259536088918,0.0247385501861572,12.34479778092888,0.7401920604786163,13.978673657583334,0.7070134903284807,10.0,full,300.0,2,5.0,10.0,
airfoil,outer_1,pilot,4,1202.0,3,150.0,,,0.6643288517347593,15.97888332135676,0.0250494480133056,12.34479778092888,0.7401920604786163,13.978673657583334,0.7070134903284807,10.0,full,150.0,3,9.0,18.0,
airfoil,outer_1,pilot,4,1202.0,3,75.0,,,0.6661551188151004,15.892913673543651,0.0235352516174316,12.39038048908236,0.7392327292936651,13.98860291626297,0.7068053776766345,10.0,full,75.0,4,17.0,34.0,
airfoil,outer_1,pilot,4,1202.0,3,64.0,,,0.6669705195467893,15.854806789138657,0.0218715667724609,12.424117982238458,0.7385226918562724,13.920831023938913,0.7082258450737747,10.0,full,64.0,5,19.0,38.0,
airfoil,outer_1,pilot,4,1202.0,3,32.0,,,0.5907013889559068,19.4776839401758,0.0197856426239013,12.81593149514936,0.7302766060740267,13.852674448834676,0.7096543752433822,9.0,full,32.0,6,38.0,76.0,
airfoil,outer_1,pilot,4,1202.0,3,24.0,,,0.5659555348509578,20.66116325409418,0.019576072692871,13.010741872038206,0.7261766375273513,13.420339737015182,0.7187159100734137,9.0,full,24.0,7,51.0,102.0,
airfoil,outer_1,pilot,4,1202.0,3,20.0,,,0.5424845398294641,21.74224034890909,0.0184156894683837,17.001094441395455,0.6421958954037199,17.31741029863301,0.6370351204820048,8.0,full,20.0,8,61.0,122.0,
airfoil,outer_1,pilot,4,1202.0,3,16.0,,,0.5161287891464253,22.98926811860478,0.0156373977661132,18.782836254204323,0.6046974545738422,17.88384879897292,0.6251628325079504,7.0,full,16.0,9,76.0,152.0,
airfoil,outer_1,pilot,4,1202.0,3,14.0,,,0.5392936798655253,21.864515888787636,0.0158486366271972,18.782836254204323,0.6046974545738422,17.88384879897292,0.6251628325079504,7.0,full,14.0,10,86.0,172.0,
