dataset,outer,method,depth,lambda,cv_folds,n_thresholds,threshold_label,val_r2,val_mse,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves
airfoil,outer_4,streed,5,0.1,3,20,20,0.3174722287992309,32.487027700146434,0.8082306385040283,30.58546779105881,0.35474279991504676,31.513563879785053,0.34576333770557166,3
airfoil,outer_4,streed,5,0.08,3,20,20,0.3174722287992309,32.487027700146434,2.8875863552093506,30.58546779105881,0.35474279991504676,31.513563879785053,0.34576333770557166,3
airfoil,outer_4,streed,5,0.05,3,20,20,0.3690720531349851,30.020901344903795,15.314839124679565,25.573988800887456,0.46046924894545394,26.94600056117565,0.4405881373310546,5
airfoil,outer_4,streed,5,0.03,3,20,20,0.47128997097981346,25.02827736698555,22.709843635559082,22.14428296320206,0.5328252580494521,25.185870650522123,0.4771292763257855,7
airfoil,outer_4,streed,5,0.01,3,20,20,0.6103546281971145,18.449747382895506,27.676260948181152,14.953335466228545,0.6845316396406296,16.447886012093736,0.65853401768836,15
airfoil,outer_4,streed,5,0.008,3,20,20,0.6334000368531943,17.261317299294962,27.924384117126465,13.547253254266678,0.714195553149417,16.57156554395282,0.6559663714384374,18
airfoil,outer_4,streed,5,0.005,3,20,20,0.6753716817815358,15.248763004350158,28.063538551330566,11.532517952659385,0.7567001330534548,14.17918850664594,0.7056332632507436,25
airfoil,outer_4,streed,5,0.003,3,20,20,0.6612360399793945,15.838745318281843,27.49223566055298,10.788477217804417,0.7723970530613946,12.99140186006748,0.7302922822731484,29
airfoil,outer_4,streed,5,0.001,3,20,20,0.6816302603219867,14.93580176980408,26.671969890594482,10.47535180548639,0.779003014696771,12.969595262540382,0.7307449976701295,32
airfoil,outer_4,streed,5,0.0005,3,20,20,0.6816302603219867,14.93580176980408,26.386810064315796,10.47535180548639,0.779003014696771,12.969595262540382,0.7307449976701295,32
airfoil,outer_4,streed,5,0.0001,3,20,20,0.6816302603219867,14.93580176980408,26.345929622650146,10.47535180548639,0.779003014696771,12.969595262540382,0.7307449976701295,32
