dataset,outer,method,depth,n_thresholds,cv_folds,cost_complexity,ridge_penalty,lasso_penalty,val_r2,val_mse,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves,threshold_label
energe_h,outer_0,streed_s,4,614.0,3,0.1,0.1,0.0,0.9178811357353952,8.48766547259231,0.0062117576599121,8.37700164897419,0.9191771433978962,9.251115207210264,0.900708679339483,2.0,full
energe_h,outer_0,streed_s,4,614.0,3,0.1,0.01,0.0,0.9178811357353952,8.48766547259231,0.0064690113067626,8.37700164897419,0.9191771433978962,9.251115207210264,0.900708679339483,2.0,full
energe_h,outer_0,streed_s,4,614.0,3,0.1,0.001,0.0,0.9178811357353952,8.48766547259231,0.0064857006072998,8.37700164897419,0.9191771433978962,9.251115207210264,0.900708679339483,2.0,full
energe_h,outer_0,streed_s,4,614.0,3,0.1,0.0001,0.0,0.9178811357353952,8.48766547259231,0.0064716339111328,8.37700164897419,0.9191771433978962,9.251115207210264,0.900708679339483,2.0,full
energe_h,outer_0,streed_s,4,614.0,3,0.1,1e-05,0.0,0.9178811357353952,8.48766547259231,0.00645112991333,8.37700164897419,0.9191771433978962,9.251115207210264,0.900708679339483,2.0,full
energe_h,outer_0,streed_s,4,614.0,3,0.08,0.1,0.0,0.9178811357353952,8.48766547259231,0.0126161575317382,8.37700164897419,0.9191771433978962,9.251115207210264,0.900708679339483,2.0,full
energe_h,outer_0,streed_s,4,614.0,3,0.08,0.01,0.0,0.9178811357353952,8.48766547259231,0.0126171112060546,8.37700164897419,0.9191771433978962,9.251115207210264,0.900708679339483,2.0,full
energe_h,outer_0,streed_s,4,614.0,3,0.08,0.001,0.0,0.9178811357353952,8.48766547259231,0.0128428936004638,8.37700164897419,0.9191771433978962,9.251115207210264,0.900708679339483,2.0,full
energe_h,outer_0,streed_s,4,614.0,3,0.08,0.0001,0.0,0.9178811357353952,8.48766547259231,0.0127537250518798,8.37700164897419,0.9191771433978962,9.251115207210264,0.900708679339483,2.0,full
energe_h,outer_0,streed_s,4,614.0,3,0.08,1e-05,0.0,0.9178811357353952,8.48766547259231,0.0126698017120361,8.37700164897419,0.9191771433978962,9.251115207210264,0.900708679339483,2.0,full
energe_h,outer_0,streed_s,4,614.0,3,0.05,0.1,0.0,0.9178811357353952,8.48766547259231,0.0134723186492919,8.37700164897419,0.9191771433978962,9.251115207210264,0.900708679339483,2.0,full
energe_h,outer_0,streed_s,4,614.0,3,0.05,0.01,0.0,0.9178811357353952,8.48766547259231,0.0137827396392822,8.37700164897419,0.9191771433978962,9.251115207210264,0.900708679339483,2.0,full
energe_h,outer_0,streed_s,4,614.0,3,0.05,0.001,0.0,0.9178811357353952,8.48766547259231,0.0138568878173828,8.37700164897419,0.9191771433978962,9.251115207210264,0.900708679339483,2.0,full
energe_h,outer_0,streed_s,4,614.0,3,0.05,0.0001,0.0,0.9178811357353952,8.48766547259231,0.0136773586273193,8.37700164897419,0.9191771433978962,9.251115207210264,0.900708679339483,2.0,full
energe_h,outer_0,streed_s,4,614.0,3,0.05,1e-05,0.0,0.9178811357353952,8.48766547259231,0.013808250427246,8.37700164897419,0.9191771433978962,9.251115207210264,0.900708679339483,2.0,full
energe_h,outer_0,streed_s,4,614.0,3,0.03,0.1,0.0,0.9552431833834802,4.626125342425199,0.1205344200134277,4.511042716797432,0.9564766280462258,5.2311002064267695,0.9438551097494928,3.0,full
energe_h,outer_0,streed_s,4,614.0,3,0.03,0.01,0.0,0.9552431833834802,4.626125342425199,0.1195991039276123,4.511042716797432,0.9564766280462258,5.2311002064267695,0.9438551097494928,3.0,full
energe_h,outer_0,streed_s,4,614.0,3,0.03,0.001,0.0,0.9552431833834802,4.626125342425199,0.1198699474334716,4.511042716797432,0.9564766280462258,5.2311002064267695,0.9438551097494928,3.0,full
energe_h,outer_0,streed_s,4,614.0,3,0.03,0.0001,0.0,0.9552431833834802,4.626125342425199,0.120682954788208,4.511042716797432,0.9564766280462258,5.2311002064267695,0.9438551097494928,3.0,full
energe_h,outer_0,streed_s,4,614.0,3,0.03,1e-05,0.0,0.9552431833834802,4.626125342425199,0.1207082271575927,4.511042716797432,0.9564766280462258,5.2311002064267695,0.9438551097494928,3.0,full
energe_h,outer_0,streed_s,4,614.0,3,0.01,0.1,0.0,0.961936904878252,3.939013826027773,1.3071236610412598,3.3681691963695948,0.9675032825136022,4.233686908621726,0.9545602497639896,4.0,full
energe_h,outer_0,streed_s,4,614.0,3,0.01,0.01,0.0,0.961936904878252,3.939013826027773,1.3196449279785156,3.3681691963695948,0.9675032825136022,4.233686908621726,0.9545602497639896,4.0,full
energe_h,outer_0,streed_s,4,614.0,3,0.01,0.001,0.0,0.961936904878252,3.939013826027773,1.3072459697723389,3.3681691963695948,0.9675032825136022,4.233686908621726,0.9545602497639896,4.0,full
energe_h,outer_0,streed_s,4,614.0,3,0.01,0.0001,0.0,0.961936904878252,3.939013826027773,1.3147783279418943,3.3681691963695948,0.9675032825136022,4.233686908621726,0.9545602497639896,4.0,full
energe_h,outer_0,streed_s,4,614.0,3,0.01,1e-05,0.0,0.961936904878252,3.939013826027773,1.3169338703155518,3.3681691963695948,0.9675032825136022,4.233686908621726,0.9545602497639896,4.0,full
energe_h,outer_0,streed_s,4,614.0,3,0.008,0.1,0.0,0.9680253555256136,3.3070176635790425,1.4148454666137695,3.3681691963695948,0.9675032825136022,4.233686908621726,0.9545602497639896,4.0,full
energe_h,outer_0,streed_s,4,614.0,3,0.008,0.01,0.0,0.9680253555256136,3.3070176635790425,1.427109718322754,3.3681691963695948,0.9675032825136022,4.233686908621726,0.9545602497639896,4.0,full
energe_h,outer_0,streed_s,4,614.0,3,0.008,0.001,0.0,0.9680253555256136,3.3070176635790425,1.4178471565246582,3.3681691963695948,0.9675032825136022,4.233686908621726,0.9545602497639896,4.0,full
energe_h,outer_0,streed_s,4,614.0,3,0.008,0.0001,0.0,0.9680253555256136,3.3070176635790425,1.4163765907287598,3.3681691963695948,0.9675032825136022,4.233686908621726,0.9545602497639896,4.0,full
energe_h,outer_0,streed_s,4,614.0,3,0.008,1e-05,0.0,0.9680253555256136,3.3070176635790425,1.414825201034546,3.3681691963695948,0.9675032825136022,4.233686908621726,0.9545602497639896,4.0,full
energe_h,outer_0,streed_s,4,614.0,3,0.005,0.1,0.0,0.9825806134401492,1.8187513015728607,1.7265865802764893,1.9169075766873196,0.9815053222283826,2.05399809489594,0.9779546380184032,6.0,full
energe_h,outer_0,streed_s,4,614.0,3,0.005,0.01,0.0,0.9825806134401492,1.8187513015728607,1.7281482219696045,1.9169075766873196,0.9815053222283826,2.05399809489594,0.9779546380184032,6.0,full
energe_h,outer_0,streed_s,4,614.0,3,0.005,0.001,0.0,0.9825806134401492,1.8187513015728607,1.7284467220306396,1.9169075766873196,0.9815053222283826,2.05399809489594,0.9779546380184032,6.0,full
energe_h,outer_0,streed_s,4,614.0,3,0.005,0.0001,0.0,0.9825806134401492,1.8187513015728607,1.7496554851531982,1.9169075766873196,0.9815053222283826,2.05399809489594,0.9779546380184032,6.0,full
energe_h,outer_0,streed_s,4,614.0,3,0.005,1e-05,0.0,0.9825806134401492,1.8187513015728607,1.740922927856445,1.9169075766873196,0.9815053222283826,2.05399809489594,0.9779546380184032,6.0,full
energe_h,outer_0,streed_s,4,614.0,3,0.003,0.1,0.0,0.9940092199016708,0.620302732383383,2.0174593925476074,0.5305103037029459,0.9948815387654396,0.5862697302041677,0.9937076239489604,9.0,full
energe_h,outer_0,streed_s,4,614.0,3,0.003,0.01,0.0,0.9940092199016708,0.620302732383383,2.0105488300323486,0.5305103037029459,0.9948815387654396,0.5862697302041677,0.9937076239489604,9.0,full
energe_h,outer_0,streed_s,4,614.0,3,0.003,0.001,0.0,0.9940092199016708,0.620302732383383,2.004212617874145,0.5305103037029459,0.9948815387654396,0.5862697302041677,0.9937076239489604,9.0,full
energe_h,outer_0,streed_s,4,614.0,3,0.003,0.0001,0.0,0.9940092199016708,0.620302732383383,2.00801944732666,0.5305103037029459,0.9948815387654396,0.5862697302041677,0.9937076239489604,9.0,full
energe_h,outer_0,streed_s,4,614.0,3,0.003,1e-05,0.0,0.9940092199016708,0.620302732383383,2.0182487964630127,0.5305103037029459,0.9948815387654396,0.5862697302041677,0.9937076239489604,9.0,full
energe_h,outer_0,streed_s,4,614.0,3,0.001,0.1,0.0,0.9948744996215378,0.530797577201532,2.494965076446533,0.413952496509737,0.9960061099821336,0.4567761598557245,0.9950974658576336,10.0,full
energe_h,outer_0,streed_s,4,614.0,3,0.001,0.01,0.0,0.9948744996215378,0.530797577201532,2.4779152870178223,0.413952496509737,0.9960061099821336,0.4567761598557245,0.9950974658576336,10.0,full
energe_h,outer_0,streed_s,4,614.0,3,0.001,0.001,0.0,0.9948744996215378,0.530797577201532,2.4757895469665527,0.413952496509737,0.9960061099821336,0.4567761598557245,0.9950974658576336,10.0,full
energe_h,outer_0,streed_s,4,614.0,3,0.001,0.0001,0.0,0.9948744996215378,0.530797577201532,2.4847233295440674,0.413952496509737,0.9960061099821336,0.4567761598557245,0.9950974658576336,10.0,full
energe_h,outer_0,streed_s,4,614.0,3,0.001,1e-05,0.0,0.9948744996215378,0.530797577201532,2.473551750183105,0.413952496509737,0.9960061099821336,0.4567761598557245,0.9950974658576336,10.0,full
energe_h,outer_0,streed_s,4,614.0,3,0.0005,0.1,0.0,0.9956741398445392,0.4466579155633827,2.6904337406158447,0.3563358815166449,0.9965620057079098,0.3769876865765284,0.9959538277889176,11.0,full
energe_h,outer_0,streed_s,4,614.0,3,0.0005,0.01,0.0,0.9956741398445392,0.4466579155633827,2.673619270324707,0.3563358815166449,0.9965620057079098,0.3769876865765284,0.9959538277889176,11.0,full
energe_h,outer_0,streed_s,4,614.0,3,0.0005,0.001,0.0,0.9956741398445392,0.4466579155633827,2.6942145824432373,0.3563358815166449,0.9965620057079098,0.3769876865765284,0.9959538277889176,11.0,full
energe_h,outer_0,streed_s,4,614.0,3,0.0005,0.0001,0.0,0.9956741398445392,0.4466579155633827,2.6802456378936768,0.3563358815166449,0.9965620057079098,0.3769876865765284,0.9959538277889176,11.0,full
energe_h,outer_0,streed_s,4,614.0,3,0.0005,1e-05,0.0,0.9956741398445392,0.4466579155633827,2.682205438613892,0.3563358815166449,0.9965620057079098,0.3769876865765284,0.9959538277889176,11.0,full
energe_h,outer_0,streed_s,4,614.0,3,0.0001,0.1,0.0,0.9975192489260996,0.256302461019079,2.779059410095215,0.2263809614836244,0.9978158347396676,0.2913965976764728,0.9968724686298656,15.0,full
energe_h,outer_0,streed_s,4,614.0,3,0.0001,0.01,0.0,0.9975192489260996,0.256302461019079,2.7711586952209477,0.2263809614836244,0.9978158347396676,0.2913965976764728,0.9968724686298656,15.0,full
energe_h,outer_0,streed_s,4,614.0,3,0.0001,0.001,0.0,0.9975192489260996,0.256302461019079,2.7791144847869877,0.2263809614836244,0.9978158347396676,0.2913965976764728,0.9968724686298656,15.0,full
energe_h,outer_0,streed_s,4,614.0,3,0.0001,0.0001,0.0,0.9975192489260996,0.256302461019079,2.7788286209106445,0.2263809614836244,0.9978158347396676,0.2913965976764728,0.9968724686298656,15.0,full
energe_h,outer_0,streed_s,4,614.0,3,0.0001,1e-05,0.0,0.9975192489260996,0.256302461019079,2.791938781738281,0.2263809614836244,0.9978158347396676,0.2913965976764728,0.9968724686298656,15.0,full
energe_h,outer_1,streed_s,4,614.0,3,0.1,0.1,0.0,0.913369024208463,8.76119491919737,0.0060422420501708,8.699940693183889,0.9141247072992116,7.91901483310771,0.9230833393062676,2.0,full
energe_h,outer_1,streed_s,4,614.0,3,0.1,0.01,0.0,0.913369024208463,8.76119491919737,0.0063128471374511,8.699940693183889,0.9141247072992116,7.91901483310771,0.9230833393062676,2.0,full
energe_h,outer_1,streed_s,4,614.0,3,0.1,0.001,0.0,0.913369024208463,8.76119491919737,0.0064008235931396,8.699940693183889,0.9141247072992116,7.91901483310771,0.9230833393062676,2.0,full
energe_h,outer_1,streed_s,4,614.0,3,0.1,0.0001,0.0,0.913369024208463,8.76119491919737,0.0063743591308593,8.699940693183889,0.9141247072992116,7.91901483310771,0.9230833393062676,2.0,full
energe_h,outer_1,streed_s,4,614.0,3,0.1,1e-05,0.0,0.913369024208463,8.76119491919737,0.0063428878784179,8.699940693183889,0.9141247072992116,7.91901483310771,0.9230833393062676,2.0,full
energe_h,outer_1,streed_s,4,614.0,3,0.08,0.1,0.0,0.913369024208463,8.76119491919737,0.0126464366912841,8.699940693183889,0.9141247072992116,7.91901483310771,0.9230833393062676,2.0,full
energe_h,outer_1,streed_s,4,614.0,3,0.08,0.01,0.0,0.913369024208463,8.76119491919737,0.0124363899230957,8.699940693183889,0.9141247072992116,7.91901483310771,0.9230833393062676,2.0,full
energe_h,outer_1,streed_s,4,614.0,3,0.08,0.001,0.0,0.913369024208463,8.76119491919737,0.0128500461578369,8.699940693183889,0.9141247072992116,7.91901483310771,0.9230833393062676,2.0,full
energe_h,outer_1,streed_s,4,614.0,3,0.08,0.0001,0.0,0.913369024208463,8.76119491919737,0.0126664638519287,8.699940693183889,0.9141247072992116,7.91901483310771,0.9230833393062676,2.0,full
