dataset,outer,method,depth,lambda,cv_folds,n_thresholds,threshold_label,val_r2,val_mse,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves
temperature_max,outer_0,streed,5,0.1,3,20,20,0.5711900613479796,4.170921773889588,0.3473219871520996,4.0814954647885475,0.5807380214092746,4.219687487766046,0.5609855663541976,3
temperature_max,outer_0,streed,5,0.08,3,20,20,0.5711900613479796,4.170921773889588,8.516732692718506,4.0814954647885475,0.5807380214092746,4.219687487766046,0.5609855663541976,3
temperature_max,outer_0,streed,5,0.05,3,20,20,0.5916010066894657,3.976469768558291,599.6901762485504,3.5550214213786084,0.6348188236595709,3.6737135180740554,0.6177884584604504,4
temperature_max,outer_0,streed,5,0.03,3,20,20,0.640925098193407,3.4909844798825422,599.6347768306732,3.5550214213786084,0.6348188236595709,3.6737135180740554,0.6177884584604504,4
temperature_max,outer_0,streed,5,0.01,3,20,20,0.6797588831223292,3.116830354200372,599.6754446029663,2.9782810220634635,0.6940631185598471,3.1582988558436296,0.6714119736349415,7
temperature_max,outer_0,streed,5,0.008,3,20,20,0.6846430073582801,3.068294414732103,599.6982715129852,2.9782810220634635,0.6940631185598471,3.1582988558436296,0.6714119736349415,7
temperature_max,outer_0,streed,5,0.005,3,20,20,0.7002748636960522,2.915712647679636,599.7101364135742,2.77906862310543,0.7145267415792781,2.9130020394548493,0.6969325467186727,10
temperature_max,outer_0,streed,5,0.003,3,20,20,0.7138951500988906,2.782887242030919,599.7250797748566,2.586620756614548,0.7342954939830519,2.702724021254646,0.7188097794132664,15
temperature_max,outer_0,streed,5,0.001,3,20,20,0.7185735939190664,2.7376734517197803,599.7248849868774,2.557751994871651,0.7372609693271287,2.6377094132757355,0.7255738706838444,16
temperature_max,outer_0,streed,5,0.0005,3,20,20,0.7185735939190664,2.7376734517197803,599.7094619274139,2.557751994871651,0.7372609693271287,2.6377094132757355,0.7255738706838444,16
temperature_max,outer_0,streed,5,0.0001,3,20,20,0.7185735939190664,2.7376734517197803,599.7090320587158,2.557751994871651,0.7372609693271287,2.6377094132757355,0.7255738706838444,16
