dataset,outer,method,depth,lambda,cv_folds,n_thresholds,threshold_label,thresholds_strategy,min_leaf_node_size,val_r2,val_mse,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves
temperature_min,outer_3,guide,5,2.0,3,20,20,quantile,1,0.4973715,3.123336666666667,0.6911,3.089938,0.5033,2.933122,0.5136622,2
temperature_min,outer_3,guide,5,4.0,3,20,20,quantile,1,0.6946225,1.8989136666666668,0.68473,1.868178,0.6997,1.727989,0.713484,4
temperature_min,outer_3,guide,5,6.0,3,20,20,quantile,1,0.7318365666666667,1.6656236666666668,0.68257,1.613288,0.7407,1.527752,0.7466851,6
temperature_min,outer_3,guide,5,8.0,3,20,20,quantile,1,0.7566219333333333,1.5118393333333333,0.68168,1.471341,0.7635,1.382044,0.7708447,8
temperature_min,outer_3,guide,5,10.0,3,20,20,quantile,1,0.7652084,1.4583380000000001,0.6865,1.397783,0.7753,1.294842,0.7853035,10
temperature_min,outer_3,guide,5,12.0,3,20,20,quantile,1,0.7716426,1.4186143333333334,0.68858,1.33771,0.785,1.261577,0.7908193,12
temperature_min,outer_3,guide,5,14.0,3,20,20,quantile,1,0.7766265333333333,1.3874633333333335,0.68596,1.295985,0.7917,1.223151,0.7971907,14
temperature_min,outer_3,guide,5,16.0,3,20,20,quantile,1,0.7824789666666666,1.3511313333333332,0.67582,1.267877,0.7962,1.20687,0.7998901,16
temperature_min,outer_3,guide,5,20.0,3,20,20,quantile,1,0.7908403666666667,1.299932,0.68211,1.224657,0.8031,1.186757,0.8032251,20
temperature_min,outer_3,guide,5,24.0,3,20,20,quantile,1,0.7939332,1.2803873333333333,0.68211,1.193486,0.8082,1.160566,0.8075678,24
temperature_min,outer_3,guide,5,28.0,3,20,20,quantile,1,0.7954094666666666,1.2712896666666669,0.67901,1.16813,0.8122,1.141005,0.8108112,28
temperature_min,outer_3,guide,5,32.0,3,20,20,quantile,1,0.7954612999999999,1.2711283333333332,0.68446,1.156266,0.8141,1.13134,0.8124137,31
