dataset,outer,method,depth,lambda,cv_folds,n_thresholds,threshold_label,val_r2,val_mse,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves
walmart,outer_4,streed,5,0.1,3,20,20,-0.0016259786274395172,318701502544.4672,0.16083693504333496,318425549885.63367,0.0,318627561084.7171,-0.0004524953788742625,1
walmart,outer_4,streed,5,0.08,3,20,20,-0.0016259786274395172,318701502544.4672,4.003812074661255,318425549885.63367,0.0,318627561084.7171,-0.0004524953788742625,1
walmart,outer_4,streed,5,0.05,3,20,20,-0.0016259786274395172,318701502544.4672,82.3882622718811,318425549885.63367,0.0,318627561084.7171,-0.0004524953788742625,1
walmart,outer_4,streed,5,0.03,3,20,20,-0.0016259786274395172,318701502544.4672,155.51952266693115,318425549885.63367,0.0,318627561084.7171,-0.0004524953788742625,1
walmart,outer_4,streed,5,0.01,3,20,20,0.09656396850807396,287152132719.30457,207.34130764007568,280052927273.06177,0.12050736075152846,280134794379.2921,0.12041019576239875,8
walmart,outer_4,streed,5,0.008,3,20,20,0.10801610939992372,283627858930.3085,210.86513805389404,280052927273.06177,0.12050736075152846,280134794379.2921,0.12041019576239875,8
walmart,outer_4,streed,5,0.005,3,20,20,0.14916549132994247,270596545986.54807,215.77716946601868,257167676065.9113,0.19237738253643233,263250277314.53836,0.17342556321270153,20
walmart,outer_4,streed,5,0.003,3,20,20,0.18237249230081012,260009637777.67178,214.6397364139557,246400930746.55377,0.22618982416752798,250155599050.67987,0.21454128936225925,28
walmart,outer_4,streed,5,0.001,3,20,20,0.18809754056153186,258277954426.00064,215.7928171157837,244175636433.17172,0.23317825306144457,253849777037.7986,0.20294201159418201,32
walmart,outer_4,streed,5,0.0005,3,20,20,0.18809754056153186,258277954426.00064,215.13470602035522,244175636433.17172,0.23317825306144457,253849777037.7986,0.20294201159418201,32
walmart,outer_4,streed,5,0.0001,3,20,20,0.18809754056153186,258277954426.00064,216.67132806777954,244175636433.17172,0.23317825306144457,253849777037.7986,0.20294201159418201,32
