dataset,outer,method,depth,lambda,cv_folds,n_thresholds,threshold_label,thresholds_strategy,min_leaf_node_size,val_r2,val_mse,loss,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves
insurance,outer_2,claritree,5,0.1,3,20,20,quantile,1,0.7583417542315537,35296322.06584844,84436224465.15384,0.12429261207580566,35034910.64475484,0.7604584242616084,33306881.739581257,0.7743185378517587,3
insurance,outer_2,claritree,5,0.08,3,20,20,quantile,1,0.7583417542315537,35296322.06584844,75046450450.10059,0.13057851791381836,35034910.64475484,0.7604584242616084,33306881.739581257,0.7743185378517587,3
insurance,outer_2,claritree,5,0.05,3,20,20,quantile,1,0.8182682257805606,26596493.2696768,59198815440.482285,0.17898917198181152,26074363.293119885,0.8217237048799408,22496321.43963686,0.8475689572158098,4
insurance,outer_2,claritree,5,0.03,3,20,20,quantile,1,0.8182682257805606,26596493.2696768,46679116753.74463,0.21129226684570312,26074363.293119885,0.8217237048799408,22496321.43963686,0.8475689572158098,4
insurance,outer_2,claritree,5,0.01,3,20,20,quantile,1,0.8209364100787458,26185170.82681049,34159418067.006966,0.2521834373474121,26074363.293119885,0.8217237048799408,22496321.43963686,0.8475689572158098,4
insurance,outer_2,claritree,5,0.008,3,20,20,quantile,1,0.8294289974124807,24918837.876205962,32650227960.00582,0.2599060535430908,23493839.95136762,0.8393673242338147,20040575.61803639,0.8642086508387828,6
insurance,outer_2,claritree,5,0.005,3,20,20,quantile,1,0.8337021535604966,24335821.368724633,29386876419.651703,0.26331329345703125,21614043.996526055,0.8522199126036045,20005979.366625242,0.8644430688387734,8
insurance,outer_2,claritree,5,0.003,3,20,20,quantile,1,0.826635510025144,25601885.30744524,26818075674.37716,0.26605939865112305,21114651.745423574,0.8556343699131608,20003797.56535227,0.8644578523332251,9
insurance,outer_2,claritree,5,0.001,3,20,20,quantile,1,0.7845444839082134,31347147.819202002,22870068432.232883,0.26929569244384766,18156216.162037436,0.8758618603883203,19487493.815860905,0.8679562340192946,22
insurance,outer_2,claritree,5,0.0005,3,20,20,quantile,1,0.7730365705433946,32882165.387261283,21192753554.176384,0.25440359115600586,17612439.2994515,0.8795797852842816,23997383.189005733,0.8373980317890146,30
insurance,outer_2,claritree,5,0.0001,3,20,20,quantile,1,0.7682548953244687,33662307.00059544,19278938165.23774,0.2556264400482178,17549673.100718006,0.8800089319231922,23975328.959904067,0.8375474672933387,32
