dataset,outer,method,depth,lambda,cv_folds,n_thresholds,threshold_label,thresholds_strategy,min_leaf_node_size,val_r2,val_mse,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves
yacht,outer_3,guide,5,2.0,3,20,20,quantile,1,0.7540982,55.16917,0.021374,47.45931,0.791,44.84026,0.8093275,2
yacht,outer_3,guide,5,4.0,3,20,20,quantile,1,0.9479240333333333,11.428316666666666,0.021147,10.9892,0.9516,12.05203,0.9487516,4
yacht,outer_3,guide,5,6.0,3,20,20,quantile,1,0.9808574333333334,4.349204666666666,0.023719,3.858636,0.983,3.80078,0.9838381,6
yacht,outer_3,guide,5,8.0,3,20,20,quantile,1,0.9860826333333333,3.2430393333333334,0.025088,2.120364,0.9907,2.563705,0.9890985,8
yacht,outer_3,guide,5,10.0,3,20,20,quantile,1,0.9868133333333334,3.083915333333333,0.023703,1.573126,0.9931,2.416124,0.989726,10
yacht,outer_3,guide,5,12.0,3,20,20,quantile,1,0.9880088333333333,2.8127096666666667,0.025613,1.288499,0.9943,2.085004,0.991134,12
yacht,outer_3,guide,5,14.0,3,20,20,quantile,1,0.9897984666666666,2.361605,0.023431,1.114316,0.9951,2.33596,0.9900669,14
yacht,outer_3,guide,5,16.0,3,20,20,quantile,1,0.9899223333333333,2.3284993333333333,0.022011,1.030694,0.9955,2.273697,0.9903316,16
yacht,outer_3,guide,5,20.0,3,20,20,quantile,1,0.9900173,2.307199133333333,0.01351,0.9886187,0.9956,2.222245,0.9905504,19
yacht,outer_3,guide,5,24.0,3,20,20,quantile,1,0.9900173,2.307199133333333,0.024571,0.9886187,0.9956,2.222245,0.9905504,19
yacht,outer_3,guide,5,28.0,3,20,20,quantile,1,0.9900173,2.307199133333333,0.025056,0.9886187,0.9956,2.222245,0.9905504,19
yacht,outer_3,guide,5,32.0,3,20,20,quantile,1,0.9900173,2.307199133333333,0.022399,0.9886187,0.9956,2.222245,0.9905504,19
