dataset,outer,method,depth,lambda,cv_folds,n_thresholds,threshold_label,thresholds_strategy,min_leaf_node_size,val_r2,val_mse,loss,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves
synch,outer_2,greedy,5,0.1,3,20,20,quantile,1,0.8489317595916493,0.004632199533766533,6.713237931450742,0.000385284423828125,0.005236999148520186,0.839930400056877,0.006047459979627229,0.806578366412501,3
synch,outer_2,greedy,5,0.08,3,20,20,quantile,1,0.89419252960549,0.0033822548436299817,5.715484316476756,0.00035309791564941406,0.0023455431640925675,0.9283081502826452,0.0027477481285021863,0.912116172162805,4
synch,outer_2,greedy,5,0.05,3,20,20,quantile,1,0.9211005193954357,0.0025241210360421634,3.964469791992452,0.0003745555877685547,0.0023455431640925675,0.9283081502826452,0.0027477481285021863,0.912116172162805,4
synch,outer_2,greedy,5,0.03,3,20,20,quantile,1,0.9211005193954357,0.0025241210360421634,2.7971267756695815,0.0003552436828613281,0.0023455431640925675,0.9283081502826452,0.0027477481285021863,0.912116172162805,4
synch,outer_2,greedy,5,0.01,3,20,20,quantile,1,0.965737622786221,0.0010851885829713873,1.466890141785714,0.000492095947265625,0.0009988004540431065,0.9694715266190437,0.0011611824955021297,0.9628608017366201,7
synch,outer_2,greedy,5,0.008,3,20,20,quantile,1,0.9723283209500803,0.00088468950780634,1.2408702092122916,0.00048279762268066406,0.0006883313815112537,0.9789610565627193,0.0007067065955659116,0.9773967343906517,8
synch,outer_2,greedy,5,0.005,3,20,20,quantile,1,0.9762676066104571,0.0007590601230286457,0.8906673043154306,0.00047469139099121094,0.0006883313815112537,0.9789610565627193,0.0007067065955659116,0.9773967343906517,8
synch,outer_2,greedy,5,0.003,3,20,20,quantile,1,0.9792111342490301,0.0006596719868997061,0.6534420274670922,0.0005669593811035156,0.0005817573082021456,0.9822185077852803,0.0006054924526030185,0.9806339620763235,9
synch,outer_2,greedy,5,0.001,3,20,20,quantile,1,0.9912134046843915,0.0002804046037507328,0.32058048927691773,0.0006091594696044922,0.0002280351428619129,0.9930300744652224,0.00021805754555980658,0.9930256592320834,15
synch,outer_2,greedy,5,0.0005,3,20,20,quantile,1,0.9938165983452452,0.0002007289117070784,0.2091687251322162,0.0006530284881591797,0.00020725207062771955,0.9936653119292301,0.00019819365562838418,0.9936609848155319,16
synch,outer_2,greedy,5,0.0001,3,20,20,quantile,1,0.9952855900899031,0.00015205083747391642,0.08636296206955232,0.0006721019744873047,0.00011838979899172095,0.9963813994952995,0.00014010302120792212,0.9955189525314972,23
