dataset,outer,method,depth,lambda,cv_folds,n_thresholds,threshold_label,thresholds_strategy,min_leaf_node_size,val_r2,val_mse,loss,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves
temperature_max,outer_0,claritree,5,0.1,3,20,20,quantile,1,0.5711900613479796,4.170921773889588,42516.03001506295,18.074923276901245,4.0814954647885475,0.5807380214092746,4.219687487766021,0.5609855663542003,3
temperature_max,outer_0,claritree,5,0.08,3,20,20,quantile,1,0.5711900613479796,4.170921773889588,38969.39210448983,20.789031744003296,4.0814954647885475,0.5807380214092746,4.219687487766021,0.5609855663542003,3
temperature_max,outer_0,claritree,5,0.05,3,20,20,quantile,1,0.5916010066894658,3.976469768558291,33408.21643918957,23.12972378730774,3.5550214213786084,0.6348188236595709,3.6737135180740257,0.6177884584604535,4
temperature_max,outer_0,claritree,5,0.03,3,20,20,quantile,1,0.6402305818545292,3.497886229583211,28679.365891758745,25.5416100025177,3.5550214213786084,0.6348188236595709,3.6737135180740257,0.6177884584604535,4
temperature_max,outer_0,claritree,5,0.01,3,20,20,quantile,1,0.6834337773351556,3.0798145672272166,22353.018651987375,27.681304693222046,2.999880504443832,0.6918443627637292,3.210431697589349,0.6659880956677464,7
temperature_max,outer_0,claritree,5,0.008,3,20,20,quantile,1,0.682999868927561,3.0841265280186256,21511.645905707985,28.076002597808838,2.919724220645731,0.7000782276379149,3.083881178073865,0.6791543561583036,8
temperature_max,outer_0,claritree,5,0.005,3,20,20,quantile,1,0.7125418378606692,2.7963969028137097,19830.036271642875,28.66243624687195,2.7790686231054296,0.7145267415792782,2.913002039454851,0.6969325467186724,10
temperature_max,outer_0,claritree,5,0.003,3,20,20,quantile,1,0.7275591674898023,2.6510858810283673,18096.18020831173,28.554845333099365,2.4545793953877393,0.747859130851293,2.5332822955990673,0.736438422159991,18
temperature_max,outer_0,claritree,5,0.001,3,20,20,quantile,1,0.7454495144591835,2.4765663414720684,15078.107751418262,28.50913953781128,2.191170750350875,0.774917161577729,2.421938420059135,0.7480225900875478,30
temperature_max,outer_0,claritree,5,0.0005,3,20,20,quantile,1,0.7463060384612591,2.468164035095699,14182.556374981708,28.13280415534973,2.1848388638695315,0.7755675896566727,2.420329373632146,0.7481899945713875,31
temperature_max,outer_0,claritree,5,0.0001,3,20,20,quantile,1,0.7463060384612591,2.468164035095699,13434.770874114325,28.17952036857605,2.181425700299062,0.7759181988204351,2.4158707326031825,0.748653869626551,32
