dataset,outer,method,depth,lambda,cv_folds,n_thresholds,threshold_label,thresholds_strategy,min_leaf_node_size,val_r2,val_mse,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves
walmart,outer_3,guide,5,2.0,3,20,20,quantile,1,0.005637302033333333,317216095945.3333,0.18747,319109797682.0,0.0,315912949860.0,-0.0008110453,1
walmart,outer_3,guide,5,4.0,3,20,20,quantile,1,0.05600629333333334,300960468499.3333,0.18722,294992058264.0,0.0756,298843842465.0,0.05326382,4
walmart,outer_3,guide,5,6.0,3,20,20,quantile,1,0.08042607,293316243346.0,0.18873,289559413322.0,0.0926,293758609340.0,0.06937382,6
walmart,outer_3,guide,5,8.0,3,20,20,quantile,1,0.09285032,289264760174.3333,0.20271,285401565576.0,0.1056,287468683025.0,0.08930029,8
walmart,outer_3,guide,5,10.0,3,20,20,quantile,1,0.10746463333333334,284648622231.6667,0.19015,282628796268.0,0.1143,284889409623.0,0.09747141,10
walmart,outer_3,guide,5,12.0,3,20,20,quantile,1,0.11036356666666668,283735222719.0,0.18086,282628796268.0,0.1143,284889409623.0,0.09747141,10
walmart,outer_3,guide,5,14.0,3,20,20,quantile,1,0.11747373333333333,281461660010.6667,0.18925,278555697385.0,0.1271,280064428768.0,0.1127569,14
walmart,outer_3,guide,5,16.0,3,20,20,quantile,1,0.1194909,280787494274.0,0.19234,277929510764.0,0.129,280670096315.0,0.1108382,15
walmart,outer_3,guide,5,20.0,3,20,20,quantile,1,0.12103330000000001,280294332604.6667,0.18924,275743000000.0,0.1359,277233337785.0,0.1217258,19
walmart,outer_3,guide,5,24.0,3,20,20,quantile,1,0.12324113333333335,279577097896.6667,0.17845,274445571661.0,0.14,277576105581.0,0.1206399,24
walmart,outer_3,guide,5,28.0,3,20,20,quantile,1,0.12328426666666666,279563675095.3333,0.1913,274437576444.0,0.14,277563733332.0,0.1206791,27
walmart,outer_3,guide,5,32.0,3,20,20,quantile,1,0.12328426666666666,279563675095.3333,0.18607,274437576444.0,0.14,277563733332.0,0.1206791,27
