dataset,outer,method,depth,lambda,cv_folds,n_thresholds,threshold_label,val_r2,val_mse,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves
optical_net,outer_2,streed,5,0.1,3,20,20,0.4918758653073438,0.021054058808857846,0.005803346633911133,0.01997646750737824,0.5275083168657994,0.02093058413632087,0.45260779955752606,2
optical_net,outer_2,streed,5,0.08,3,20,20,0.4877935326226759,0.02123224811158334,0.04046154022216797,0.01997646750737824,0.5275083168657994,0.02093058413632087,0.45260779955752606,2
optical_net,outer_2,streed,5,0.05,3,20,20,0.6784389098755851,0.01338422839453308,1.255368709564209,0.013448303261241261,0.6819151613839566,0.01599386638947363,0.5817165130463571,4
optical_net,outer_2,streed,5,0.03,3,20,20,0.6910728168214009,0.012908888682409081,24.420058488845825,0.010452930123406973,0.7527629674331273,0.013426992756122679,0.6488473010485656,6
optical_net,outer_2,streed,5,0.01,3,20,20,0.7946242906694071,0.008534998209334906,59.09511137008667,0.006023727123778999,0.8575243112224793,0.009612771484696227,0.7485996520169995,12
optical_net,outer_2,streed,5,0.008,3,20,20,0.8089242590886632,0.008006719123471102,62.28092837333679,0.006023727123778999,0.8575243112224793,0.009612771484696227,0.7485996520169995,12
optical_net,outer_2,streed,5,0.005,3,20,20,0.8074493511410096,0.008096522360926109,63.58390951156616,0.004443644983746653,0.8948970684208393,0.007566597211253399,0.8021127231636862,18
optical_net,outer_2,streed,5,0.003,3,20,20,0.7987554495552134,0.008428387482616043,65.21456456184387,0.003803221057410544,0.9100446403707948,0.007649401115071674,0.7999471738975452,22
optical_net,outer_2,streed,5,0.001,3,20,20,0.8101767046226191,0.007894409760361905,65.04669666290283,0.003066801831523183,0.9274627329040912,0.008209390999655187,0.7853019020240399,30
optical_net,outer_2,streed,5,0.0005,3,20,20,0.8101188181234807,0.007896936441971527,58.023383378982544,0.0029996570553838535,0.9290508689586776,0.009967495396425325,0.7393226485026063,32
optical_net,outer_2,streed,5,0.0001,3,20,20,0.8101188181234807,0.007896936441971527,56.88323521614075,0.0029996570553838535,0.9290508689586776,0.009967495396425325,0.7393226485026063,32
