dataset,outer,method,depth,lambda,cv_folds,n_thresholds,threshold_label,thresholds_strategy,min_leaf_node_size,val_r2,val_mse,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves
walmart,outer_1,guide,5,2.0,3,20,20,quantile,1,0.023278860000000002,308977890123.6667,0.18136,308678947239.0,0.0248,315224187927.0,0.03266668,2
walmart,outer_1,guide,5,4.0,3,20,20,quantile,1,0.03714221333333333,304667605116.3333,0.18816,308678947239.0,0.0248,315224187927.0,0.03266668,2
walmart,outer_1,guide,5,6.0,3,20,20,quantile,1,0.08331321,289937186786.3333,0.18932,287057280250.0,0.0931,299826000000.0,0.07991918,6
walmart,outer_1,guide,5,8.0,3,20,20,quantile,1,0.09749875000000001,285473361214.3333,0.17904,281920444361.0,0.1094,295666126293.0,0.0926848,8
walmart,outer_1,guide,5,10.0,3,20,20,quantile,1,0.10719704333333334,282387723190.0,0.18037,278432576259.0,0.1204,293521823217.0,0.09926506,10
walmart,outer_1,guide,5,12.0,3,20,20,quantile,1,0.11335383333333333,280436551795.3333,0.17765,277264779736.0,0.1241,291917927656.0,0.104187,11
walmart,outer_1,guide,5,14.0,3,20,20,quantile,1,0.11398606666666666,280235441124.3333,0.17421,274284755084.0,0.1335,293193339573.0,0.1002731,14
walmart,outer_1,guide,5,16.0,3,20,20,quantile,1,0.11837036666666667,278862006984.6667,0.18712,273454284917.0,0.1361,290450394995.0,0.1086904,15
walmart,outer_1,guide,5,20.0,3,20,20,quantile,1,0.1208993,278064721981.6667,0.18789,271163000000.0,0.1434,291919898994.0,0.1041809,20
walmart,outer_1,guide,5,24.0,3,20,20,quantile,1,0.12241153333333334,277580975502.0,0.17811,270638218376.0,0.145,292120097350.0,0.1035666,24
walmart,outer_1,guide,5,28.0,3,20,20,quantile,1,0.12197903333333333,277716853685.0,0.19001,270471494238.0,0.1455,292474203760.0,0.1024799,28
walmart,outer_1,guide,5,32.0,3,20,20,quantile,1,0.12197903333333333,277716853685.0,0.18734,270471494238.0,0.1455,292474203760.0,0.1024799,28
