dataset,outer,method,depth,lambda,kappa,cv_folds,n_thresholds,thresholds_strategy,min_leaf_node_size,val_r2,val_mse,loss,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves,threshold_label
yacht,outer_0,greedy,4,0.1,0.1,3,246.0,quantile,0,0.8305315872845932,39.24674268781054,17927.033354718842,0.0007228851318359,22.2668368418121,0.9052388663619438,19.9095248005432,0.9030956280921107,2.0,full
yacht,outer_0,greedy,4,0.1,0.01,3,246.0,quantile,0,0.9170311645782244,19.38402242925565,16606.061021205773,0.0007166862487792,18.397262494102296,0.9217066410391792,17.52422651484793,0.9147054397025798,2.0,full
yacht,outer_0,greedy,4,0.1,0.001,3,246.0,quantile,0,0.9798691028849902,4.542833576342725,13008.9145834805,0.0007491111755371,3.3862059711591925,0.9855892995112598,2.453000583043898,0.9880606652759956,2.0,full
yacht,outer_0,greedy,4,0.1,0.0001,3,246.0,quantile,0,0.9806001324051844,4.350256576099928,12432.500202258152,0.0007028579711914,3.2716057332809165,0.9860770045469452,2.304905172193925,0.9887814807105488,2.0,full
yacht,outer_0,greedy,4,0.1,1e-05,3,246.0,quantile,0,0.980586529818606,4.352820818140919,12372.17615750964,0.0006792545318603,3.270318110941997,0.9860824842903592,2.300801780679645,0.9888014528887584,2.0,full
yacht,outer_0,greedy,4,0.08,0.1,3,246.0,quantile,0,0.8305315872845932,39.24674268781054,15614.844104637545,0.0007202625274658,22.2668368418121,0.9052388663619438,19.9095248005432,0.9030956280921107,2.0,full
yacht,outer_0,greedy,4,0.08,0.01,3,246.0,quantile,0,0.9170311645782244,19.38402242925565,14293.871771124472,0.0006635189056396,18.397262494102296,0.9217066410391792,17.52422651484793,0.9147054397025798,2.0,full
yacht,outer_0,greedy,4,0.08,0.001,3,246.0,quantile,0,0.9798691028849902,4.542833576342725,10696.7253333992,0.0006539821624755,3.3862059711591925,0.9855892995112598,2.453000583043898,0.9880606652759956,2.0,full
yacht,outer_0,greedy,4,0.08,0.0001,3,246.0,quantile,0,0.9806001324051844,4.350256576099928,10120.310952176853,0.00069260597229,3.2716057332809165,0.9860770045469452,2.304905172193925,0.9887814807105488,2.0,full
yacht,outer_0,greedy,4,0.08,1e-05,3,246.0,quantile,0,0.980586529818606,4.352820818140919,10059.986907428342,0.0006518363952636,3.270318110941997,0.9860824842903592,2.300801780679645,0.9888014528887584,2.0,full
yacht,outer_0,greedy,4,0.05,0.1,3,246.0,quantile,0,0.8305315872845932,39.24674268781054,12146.560229515591,0.0011634826660156,22.2668368418121,0.9052388663619438,19.9095248005432,0.9030956280921107,2.0,full
yacht,outer_0,greedy,4,0.05,0.01,3,246.0,quantile,0,0.9170311645782244,19.38402242925565,10825.58789600252,0.0006837844848632,18.397262494102296,0.9217066410391792,17.52422651484793,0.9147054397025798,2.0,full
yacht,outer_0,greedy,4,0.05,0.001,3,246.0,quantile,0,0.9798691028849902,4.542833576342725,7228.441458277248,0.0006937980651855,3.3862059711591925,0.9855892995112598,2.453000583043898,0.9880606652759956,2.0,full
yacht,outer_0,greedy,4,0.05,0.0001,3,246.0,quantile,0,0.9806001324051844,4.350256576099928,6652.027077054901,0.0006515979766845,3.2716057332809165,0.9860770045469452,2.304905172193925,0.9887814807105488,2.0,full
yacht,outer_0,greedy,4,0.05,1e-05,3,246.0,quantile,0,0.980586529818606,4.352820818140919,6591.70303230639,0.0006506443023681,3.270318110941997,0.9860824842903592,2.300801780679645,0.9888014528887584,2.0,full
yacht,outer_0,greedy,4,0.03,0.1,3,246.0,quantile,0,0.8305315872845932,39.24674268781054,9298.194822292351,0.0012528896331787,15.094496914616755,0.9357622436681572,12.519735610534902,0.939063482029535,3.0,full
yacht,outer_0,greedy,4,0.03,0.01,3,246.0,quantile,0,0.9170311645782244,19.38402242925565,8385.31227773236,0.0011701583862304,10.688095500794327,0.9545145970538016,10.030888318177167,0.9511772911765016,3.0,full
yacht,outer_0,greedy,4,0.03,0.001,3,246.0,quantile,0,0.9798691028849902,4.542833576342725,4916.252208195947,0.0006532669067382,3.3862059711591925,0.9855892995112598,2.453000583043898,0.9880606652759956,2.0,full
yacht,outer_0,greedy,4,0.03,0.0001,3,246.0,quantile,0,0.9806001324051844,4.350256576099928,4339.8378269736,0.0006508827209472,3.2716057332809165,0.9860770045469452,2.304905172193925,0.9887814807105488,2.0,full
yacht,outer_0,greedy,4,0.03,1e-05,3,246.0,quantile,0,0.980586529818606,4.352820818140919,4279.513782225089,0.0006854534149169,3.270318110941997,0.9860824842903592,2.300801780679645,0.9888014528887584,2.0,full
yacht,outer_0,greedy,4,0.01,0.1,3,246.0,quantile,0,0.8300533270024025,39.39154341849094,5829.910947170405,0.0012722015380859,15.094496914616755,0.9357622436681572,12.519735610534902,0.939063482029535,3.0,full
yacht,outer_0,greedy,4,0.01,0.01,3,246.0,quantile,0,0.9170311645782244,19.38402242925565,4917.028402610411,0.0012710094451904,10.688095500794327,0.9545145970538016,10.030888318177167,0.9511772911765016,3.0,full
yacht,outer_0,greedy,4,0.01,0.001,3,246.0,quantile,0,0.9798691028849902,4.542833576342725,2604.062958114648,0.0008623600006103,3.3862059711591925,0.9855892995112598,2.453000583043898,0.9880606652759956,2.0,full
yacht,outer_0,greedy,4,0.01,0.0001,3,246.0,quantile,0,0.9806001324051844,4.350256576099928,2027.6485768923008,0.0008435249328613,3.2716057332809165,0.9860770045469452,2.304905172193925,0.9887814807105488,2.0,full
yacht,outer_0,greedy,4,0.01,1e-05,3,246.0,quantile,0,0.980586529818606,4.352820818140919,1967.3245321437896,0.0008387565612792,3.270318110941997,0.9860824842903592,2.300801780679645,0.9888014528887584,2.0,full
yacht,outer_0,greedy,4,0.008,0.1,3,246.0,quantile,0,0.8300533270024025,39.39154341849094,5483.08255965821,0.0011754035949707,15.094496914616755,0.9357622436681572,12.519735610534902,0.939063482029535,3.0,full
yacht,outer_0,greedy,4,0.008,0.01,3,246.0,quantile,0,0.9184828623945096,18.944498361811814,4570.200015098217,0.0011947154998779,10.688095500794327,0.9545145970538016,10.030888318177167,0.9511772911765016,3.0,full
yacht,outer_0,greedy,4,0.008,0.001,3,246.0,quantile,0,0.9798691028849902,4.542833576342725,2372.8440331065176,0.0008463859558105,3.3862059711591925,0.9855892995112598,2.453000583043898,0.9880606652759956,2.0,full
yacht,outer_0,greedy,4,0.008,0.0001,3,246.0,quantile,0,0.9806001324051844,4.350256576099928,1796.429651884171,0.0008504390716552,3.2716057332809165,0.9860770045469452,2.304905172193925,0.9887814807105488,2.0,full
yacht,outer_0,greedy,4,0.008,1e-05,3,246.0,quantile,0,0.980586529818606,4.352820818140919,1736.1056071356595,0.0008728504180908,3.270318110941997,0.9860824842903592,2.300801780679645,0.9888014528887584,2.0,full
yacht,outer_0,greedy,4,0.005,0.1,3,246.0,quantile,0,0.8344066960196687,38.54351016709317,4962.839978389917,0.0017008781433105,15.094496914616755,0.9357622436681572,12.519735610534902,0.939063482029535,3.0,full
yacht,outer_0,greedy,4,0.005,0.01,3,246.0,quantile,0,0.9223642252729756,18.235896247684934,4049.957433829924,0.0012166500091552,10.688095500794327,0.9545145970538016,10.030888318177167,0.9511772911765016,3.0,full
yacht,outer_0,greedy,4,0.005,0.001,3,246.0,quantile,0,0.9798691028849902,4.542833576342725,2026.0156455943225,0.0008795261383056,3.3862059711591925,0.9855892995112598,2.453000583043898,0.9880606652759956,2.0,full
yacht,outer_0,greedy,4,0.005,0.0001,3,246.0,quantile,0,0.9806001324051844,4.350256576099928,1383.4487445235418,0.0008242130279541,1.527627883907835,0.9934988633057936,1.2539899669391168,0.9938965338780102,3.0,full
yacht,outer_0,greedy,4,0.005,1e-05,3,246.0,quantile,0,0.980586529818606,4.352820818140919,1251.7761063654827,0.0008187294006347,1.5019481634859355,0.9936081486720078,1.2848479498156695,0.9937463407679812,3.0,full
yacht,outer_0,greedy,4,0.003,0.1,3,246.0,quantile,0,0.8344066960196687,38.54351016709317,4560.859708768845,0.0016314983367919,14.63899031953348,0.9377007462779507,12.409357961165506,0.939600716187154,4.0,full
yacht,outer_0,greedy,4,0.003,0.01,3,246.0,quantile,0,0.9268638883757686,17.29754226170937,3703.129046317728,0.0016539096832275,10.688095500794327,0.9545145970538016,10.030888318177167,0.9511772911765016,3.0,full
yacht,outer_0,greedy,4,0.003,0.001,3,246.0,quantile,0,0.9805620653496602,4.333028424305645,1794.7967205861924,0.0013003349304199,3.3862059711591925,0.9855892995112598,2.453000583043898,0.9880606652759956,2.0,full
yacht,outer_0,greedy,4,0.003,0.0001,3,246.0,quantile,0,0.9812781866425948,4.144965121479741,1036.6203570113464,0.0012793540954589,1.527627883907835,0.9934988633057936,1.2539899669391168,0.9938965338780102,3.0,full
yacht,outer_0,greedy,4,0.003,1e-05,3,246.0,quantile,0,0.981262719027808,4.148094029785812,904.9477188532876,0.0012600421905517,1.5019481634859355,0.9936081486720078,1.2848479498156695,0.9937463407679812,3.0,full
yacht,outer_0,greedy,4,0.001,0.1,3,246.0,quantile,0,0.8344066960196687,38.54351016709317,4098.421858752585,0.0019848346710205,14.63899031953348,0.9377007462779507,12.409357961165506,0.939600716187154,4.0,full
yacht,outer_0,greedy,4,0.001,0.01,3,246.0,quantile,0,0.9268638883757686,17.29754226170937,3296.8509271189114,0.0016019344329833,10.231813469997803,0.956456399690796,9.70000235014457,0.9527877915388436,4.0,full
yacht,outer_0,greedy,4,0.001,0.001,3,246.0,quantile,0,0.982920456155905,3.8720642130096175,1466.9575062465397,0.0013203620910644,2.719426565177363,0.9884269173034153,1.8510906279848316,0.9909903035634202,3.0,full
yacht,outer_0,greedy,4,0.001,0.0001,3,246.0,quantile,0,0.9836937123698648,3.6730710199493832,582.5029137227054,0.0013430118560791,0.8496686877169042,0.996384059009512,0.6105784338782129,0.9970281701734108,4.0,full
yacht,outer_0,greedy,4,0.001,1e-05,3,246.0,quantile,0,0.9837025191352886,3.671195348219184,449.2891565718492,0.0012879371643066,0.8238626662053857,0.9964938818761588,0.6415276743113131,0.9968775328912436,4.0,full
yacht,outer_0,greedy,4,0.0005,0.1,3,246.0,quantile,0,0.8344850649743462,38.52286939861701,3963.248673539116,0.0019981861114501,14.555753083239225,0.9380549795679408,12.191663200358068,0.9406602881395244,5.0,full
yacht,outer_0,greedy,4,0.0005,0.01,3,246.0,quantile,0,0.9268638883757686,17.29754226170937,3181.241464614846,0.0019707679748535,10.231813469997803,0.956456399690796,9.70000235014457,0.9527877915388436,4.0,full
yacht,outer_0,greedy,4,0.0005,0.001,3,246.0,quantile,0,0.982920456155905,3.8720642130096175,1380.2504093684909,0.0014045238494873,2.719426565177363,0.9884269173034153,1.8510906279848316,0.9909903035634202,3.0,full
yacht,outer_0,greedy,4,0.0005,0.0001,3,246.0,quantile,0,0.9836937123698648,3.6730710199493832,466.8934512186404,0.0012626647949218,0.8496686877169042,0.996384059009512,0.6105784338782129,0.9970281701734108,4.0,full
yacht,outer_0,greedy,4,0.0005,1e-05,3,246.0,quantile,0,0.9837025191352886,3.671195348219184,333.6796940677841,0.0013403892517089,0.8238626662053857,0.9964938818761588,0.6415276743113131,0.9968775328912436,4.0,full
yacht,outer_0,greedy,4,0.0001,0.1,3,246.0,quantile,0,0.8344850649743462,38.52286939861701,3847.6392110350503,0.0019936561584472,14.555753083239225,0.9380549795679408,12.191663200358068,0.9406602881395244,5.0,full
yacht,outer_0,greedy,4,0.0001,0.01,3,246.0,quantile,0,0.926915312906707,17.281972686036713,3078.730861142488,0.0019600391387939,10.182080616702809,0.9566680481431904,9.636570957862244,0.9530965271460438,5.0,full
yacht,outer_0,greedy,4,0.0001,0.001,3,246.0,quantile,0,0.982920456155905,3.8720642130096175,1295.2204574996383,0.0015091896057128,2.1726359789692444,0.9907538978341388,1.70224767931389,0.9917147574415702,4.0,full
yacht,outer_0,greedy,4,0.0001,0.0001,3,246.0,quantile,0,0.9838033162569788,3.647776484972349,372.7985577017452,0.0015931129455566,0.8189344499162645,0.9965148549207672,0.5870392749542109,0.9971427408341184,5.0,full
yacht,outer_0,greedy,4,0.0001,1e-05,3,246.0,quantile,0,0.983854096461626,3.637128352563417,239.4270739490696,0.0016913414001464,0.7931175676930954,0.9966247240074204,0.6182378013285055,0.9969908902182428,5.0,full
yacht,outer_1,greedy,4,0.1,0.1,3,246.0,quantile,0,0.8330403633167635,39.365335788155,17914.86685114461,0.0007312297821044,21.859508725934862,0.9077793566362712,21.401590375834463,0.8884262759161767,2.0,full
yacht,outer_1,greedy,4,0.1,0.01,3,246.0,quantile,0,0.928585597242376,17.292518156641435,16626.907042554736,0.0007088184356689,18.11514548508258,0.9235760331027104,18.396221236315743,0.9040942810155232,2.0,full
yacht,outer_1,greedy,4,0.1,0.001,3,246.0,quantile,0,0.9792600626804312,5.032748823794615,13085.73407967344,0.0006523132324218,3.3054064695285645,0.986055189299067,2.673831750606341,0.986060411364308,2.0,full
yacht,outer_1,greedy,4,0.1,0.0001,3,246.0,quantile,0,0.9796221339773517,4.839933702851269,12515.048472399863,0.0006916522979736,3.1992776647669743,0.9865029242768858,2.5226502592109363,0.9868485715762976,2.0,full
yacht,outer_1,greedy,4,0.1,1e-05,3,246.0,quantile,0,0.979585914746954,4.836328328828706,12455.48717133705,0.0007073879241943,3.198074228993411,0.9865080013178512,2.5147849542375207,0.986889576069493,2.0,full
yacht,outer_1,greedy,4,0.08,0.1,3,246.0,quantile,0,0.8330403633167635,39.365335788155,15582.443675404773,0.0006589889526367,21.859508725934862,0.9077793566362712,21.401590375834463,0.8884262759161767,2.0,full
yacht,outer_1,greedy,4,0.08,0.01,3,246.0,quantile,0,0.928585597242376,17.292518156641435,14294.483866814897,0.0006594657897949,18.11514548508258,0.9235760331027104,18.396221236315743,0.9040942810155232,2.0,full
yacht,outer_1,greedy,4,0.08,0.001,3,246.0,quantile,0,0.9792600626804312,5.032748823794615,10753.3109039336,0.0006885528564453,3.3054064695285645,0.986055189299067,2.673831750606341,0.986060411364308,2.0,full
