dataset,outer,method,depth,n_thresholds,cv_folds,cost_complexity,ridge_penalty,lasso_penalty,val_r2,val_mse,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves,threshold_label,pilot_target_complexity,pilot_grid_index,pilot_min_sample_leaf,pilot_min_sample_split,n_outer_merged
insurance,outer_0,pilot,4,1070.0,3,1070.0,,,0.8399195959215193,23494593.33228421,0.0335509777069091,18994084.68150514,0.8695252061742913,19416204.030073784,0.8707144390529431,5.0,full,1070.0,0,1.0,2.0,
insurance,outer_0,pilot,4,1070.0,3,535.0,,,0.8399195959215193,23494593.33228421,0.0318884849548339,19171572.26403867,0.86830600261034,19416204.030073784,0.8707144390529431,4.0,full,535.0,1,2.0,4.0,
insurance,outer_0,pilot,4,1070.0,3,267.0,,,0.8550124636840163,21226799.328140285,0.0351443290710449,19171572.26403867,0.86830600261034,19416204.030073784,0.8707144390529431,4.0,full,267.0,2,5.0,10.0,
insurance,outer_0,pilot,4,1070.0,3,133.0,,,0.8619066537453649,20190905.876307085,0.0289585590362548,19460092.476990867,0.8663240900343608,19379900.307629302,0.8709561725613792,3.0,full,133.0,3,9.0,18.0,
insurance,outer_0,pilot,4,1070.0,3,66.0,,,0.8625611558793521,20093222.62980714,0.0284721851348876,19460092.476990867,0.8663240900343608,19379900.307629302,0.8709561725613792,3.0,full,66.0,4,17.0,34.0,
insurance,outer_0,pilot,4,1070.0,3,32.0,,,0.859737195980688,20517539.56061909,0.0272159576416015,19460092.476990867,0.8663240900343608,19379900.307629302,0.8709561725613792,3.0,full,32.0,5,34.0,68.0,
insurance,outer_0,pilot,4,1070.0,3,24.0,,,0.8424032972487333,23037100.93853965,0.02683687210083,19460092.476990867,0.8663240900343608,19379900.307629302,0.8709561725613792,3.0,full,24.0,6,45.0,90.0,
insurance,outer_0,pilot,4,1070.0,3,20.0,,,0.8424032972487333,23037100.93853965,0.0248730182647705,20574593.353249703,0.8586683238057288,20452731.743680507,0.8638125715878481,3.0,full,20.0,7,54.0,108.0,
insurance,outer_0,pilot,4,1070.0,3,16.0,,,0.8405745004384227,23311888.640021104,0.0231213569641113,22420192.692864712,0.8459904718660874,21729081.06598085,0.8553138177715817,3.0,full,16.0,8,67.0,134.0,
insurance,outer_0,pilot,4,1070.0,3,14.0,,,0.699546732839086,43779984.64877265,0.0230283737182617,22420192.692864712,0.8459904718660874,21729081.06598085,0.8553138177715817,3.0,full,14.0,9,77.0,154.0,
insurance,outer_0,pilot,4,1070.0,3,12.0,,,0.699546732839086,43779984.64877265,0.0227024555206298,22420192.692864712,0.8459904718660874,21729081.06598085,0.8553138177715817,3.0,full,12.0,10,90.0,180.0,
insurance,outer_0,pilot,4,1070.0,3,10.0,,,0.699546732839086,43779984.64877265,0.0222334861755371,23015335.08679364,0.8419023000775081,22006760.8925912,0.8534648470823885,3.0,full,10.0,11,107.0,214.0,
insurance,outer_0,pilot,4,1070.0,3,8.0,,,0.699546732839086,43779984.64877265,0.0191795825958251,43538384.8098018,0.7009246890904612,46254094.67727199,0.6920105203268891,2.0,full,8.0,12,134.0,268.0,
insurance,outer_0,pilot,4,1070.0,3,6.0,,,0.0954072009514487,131532397.67184138,0.0194933414459228,43538384.8098018,0.7009246890904612,46254094.67727199,0.6920105203268891,2.0,full,6.0,13,179.0,358.0,
insurance,outer_0,pilot,4,1070.0,3,4.0,,,0.0954072009514487,131532397.67184138,0.0137743949890136,129813550.97729716,0.1082804681797486,127671983.93016244,0.1498779043489505,1.0,full,4.0,14,268.0,536.0,
