dataset,outer,method,depth,lambda,kappa,cv_folds,n_thresholds,thresholds_strategy,min_leaf_node_size,val_r2,val_mse,loss,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves,threshold_label
auction,outer_0,greedy,4,0.1,0.1,3,1634.0,quantile,0,0.8050024816827621,20820339.35340713,89828211708.87305,0.0071301460266113,20547266.376831926,0.8071623647229256,22040655.29699965,0.8027506128758021,3.0,full
auction,outer_0,greedy,4,0.1,0.01,3,1634.0,quantile,0,0.858661584007575,15083253.671397844,80077851321.95764,0.0072839260101318,14750396.96954415,0.8615664186739576,16831230.460755996,0.8493715432597782,3.0,full
auction,outer_0,greedy,4,0.1,0.001,3,1634.0,quantile,0,0.8690394439011123,13964779.571824033,75240621073.72092,0.0073304176330566,13604191.765461143,0.8723236404398109,16044061.767405324,0.8564161859999563,3.0,full
auction,outer_0,greedy,4,0.1,0.0001,3,1634.0,quantile,0,0.8691752995067477,13947746.874973798,74505018297.10046,0.0071685314178466,13578603.48841519,0.8725637883381183,16069326.874390757,0.8561900798882572,3.0,full
auction,outer_0,greedy,4,0.1,1e-05,3,1634.0,quantile,0,0.8691660474782615,13948451.793640109,74427499174.5957,0.007157564163208,13578320.271669194,0.8725664463485109,16074331.409593064,0.8561452925855116,3.0,full
auction,outer_0,greedy,4,0.08,0.1,3,1634.0,quantile,0,0.8693838718830754,13937995.173919892,78893122205.15353,0.0070111751556396,13656296.866747305,0.8718346301581695,16086332.532830462,0.8560378904156813,4.0,full
auction,outer_0,greedy,4,0.08,0.01,3,1634.0,quantile,0,0.858661584007575,15083253.671397844,69631477652.78162,0.0071310997009277,14750396.96954415,0.8615664186739576,16831230.460755996,0.8493715432597782,3.0,full
auction,outer_0,greedy,4,0.08,0.001,3,1634.0,quantile,0,0.8690394439011123,13964779.571824033,64794247404.54488,0.007169485092163,13604191.765461143,0.8723236404398109,16044061.767405324,0.8564161859999563,3.0,full
auction,outer_0,greedy,4,0.08,0.0001,3,1634.0,quantile,0,0.8691752995067477,13947746.874973798,64058644627.92444,0.0071127414703369,13578603.48841519,0.8725637883381183,16069326.874390757,0.8561900798882572,3.0,full
auction,outer_0,greedy,4,0.08,1e-05,3,1634.0,quantile,0,0.8691660474782615,13948451.793640109,63981125505.41968,0.0070526599884033,13578320.271669194,0.8725664463485109,16074331.409593064,0.8561452925855116,3.0,full
auction,outer_0,greedy,4,0.05,0.1,3,1634.0,quantile,0,0.8693838718830754,13937995.173919892,58000374866.80145,0.0076894760131835,13656296.866747305,0.8718346301581695,16086332.532830462,0.8560378904156813,4.0,full
auction,outer_0,greedy,4,0.05,0.01,3,1634.0,quantile,0,0.858661584007575,15083253.671397844,53961917149.01756,0.0075435638427734,14750396.96954415,0.8615664186739576,16831230.460755996,0.8493715432597782,3.0,full
auction,outer_0,greedy,4,0.05,0.001,3,1634.0,quantile,0,0.8690394439011123,13964779.571824033,49124686900.78083,0.0070912837982177,13604191.765461143,0.8723236404398109,16044061.767405324,0.8564161859999563,3.0,full
auction,outer_0,greedy,4,0.05,0.0001,3,1634.0,quantile,0,0.8691752995067477,13947746.874973798,48389084124.16038,0.0070831775665283,13578603.48841519,0.8725637883381183,16069326.874390757,0.8561900798882572,3.0,full
auction,outer_0,greedy,4,0.05,1e-05,3,1634.0,quantile,0,0.8691660474782615,13948451.793640109,48311565001.65562,0.0070655345916748,13578320.271669194,0.8725664463485109,16074331.409593064,0.8561452925855116,3.0,full
auction,outer_0,greedy,4,0.03,0.1,3,1634.0,quantile,0,0.8693838718830754,13937995.173919892,44071876641.23341,0.0076122283935546,13656296.866747305,0.8718346301581695,16086332.532830462,0.8560378904156813,4.0,full
auction,outer_0,greedy,4,0.03,0.01,3,1634.0,quantile,0,0.8717411402639123,13666439.349526484,42587031550.21452,0.0077080726623535,13067114.13177946,0.8773641542940608,15557283.42582487,0.8607725324083658,4.0,full
auction,outer_0,greedy,4,0.03,0.001,3,1634.0,quantile,0,0.8690394439011123,13964779.571824033,38678313231.6048,0.0082213878631591,13604191.765461143,0.8723236404398109,16044061.767405324,0.8564161859999563,3.0,full
auction,outer_0,greedy,4,0.03,0.0001,3,1634.0,quantile,0,0.8730631456865119,13555371.299909145,37942710454.98434,0.0080683231353759,13578603.48841519,0.8725637883381183,16069326.874390757,0.8561900798882572,3.0,full
auction,outer_0,greedy,4,0.03,1e-05,3,1634.0,quantile,0,0.8726204206788957,13600915.204462904,37865191332.47959,0.0080959796905517,13578320.271669194,0.8725664463485109,16074331.409593064,0.8561452925855116,3.0,full
auction,outer_0,greedy,4,0.01,0.1,3,1634.0,quantile,0,0.8813894528071363,12685386.135771288,29085669774.04375,0.0123579502105712,11506070.824417762,0.8920146627576176,12460587.697958712,0.8884859250548572,5.0,full
auction,outer_0,greedy,4,0.01,0.01,3,1634.0,quantile,0,0.8930020038962917,11456493.024086649,25632435319.401684,0.0115578174591064,9748855.917445524,0.908506256389568,11139135.386412049,0.900312055224495,5.0,full
auction,outer_0,greedy,4,0.01,0.001,3,1634.0,quantile,0,0.9182687470420632,8715720.898845768,23513389522.17013,0.0114290714263916,7034413.324340642,0.933981503614665,9345193.817368165,0.9163666538860284,6.0,full
auction,outer_0,greedy,4,0.01,0.0001,3,1634.0,quantile,0,0.9337985450734376,7077708.161759064,21217072613.303177,0.0113465785980224,5338742.796808189,0.9498954986318846,6932991.1506589,0.937954283256219,7.0,full
auction,outer_0,greedy,4,0.01,1e-05,3,1634.0,quantile,0,0.9337216791671862,7083836.927580151,20936249539.556747,0.0115787982940673,5334759.3006351255,0.9499328840420924,6884766.028439641,0.9383858664225796,7.0,full
auction,outer_0,greedy,4,0.008,0.1,3,1634.0,quantile,0,0.8891383129943892,11860777.19004386,27194634338.950027,0.0123317241668701,10547021.242345609,0.9010154149807352,11341828.004058087,0.898498089438699,6.0,full
auction,outer_0,greedy,4,0.008,0.01,3,1634.0,quantile,0,0.898644512238245,10870875.34637322,23585125084.92626,0.0119106769561767,7580234.09358534,0.9288589347777252,8742958.349040242,0.921756265738826,7.0,full
auction,outer_0,greedy,4,0.008,0.001,3,1634.0,quantile,0,0.9254723777457962,7945596.288887858,21148766715.962234,0.0114572048187255,5572328.806342976,0.9477032764215724,7445590.94524773,0.9333668518046504,7.0,full
auction,outer_0,greedy,4,0.008,0.0001,3,1634.0,quantile,0,0.9337985450734376,7077708.161759064,18779585423.82877,0.0115036964416503,5338742.796808189,0.9498954986318846,6932991.1506589,0.937954283256219,7.0,full
auction,outer_0,greedy,4,0.008,1e-05,3,1634.0,quantile,0,0.9337216791671862,7083836.927580151,18498762350.082344,0.0116071701049804,5334759.3006351255,0.9499328840420924,6884766.028439641,0.9383858664225796,7.0,full
auction,outer_0,greedy,4,0.005,0.1,3,1634.0,quantile,0,0.8989582037752172,10815505.3767818,23865279087.738503,0.012688398361206,9850801.32579302,0.907549491089866,10741251.565342786,0.903872854066226,7.0,full
auction,outer_0,greedy,4,0.005,0.01,3,1634.0,quantile,0,0.9104665873010048,9615394.736703856,19875471959.4416,0.0120432376861572,7130245.340385813,0.9330821129600122,8322301.292983126,0.9255208700747066,8.0,full
auction,outer_0,greedy,4,0.005,0.001,3,1634.0,quantile,0,0.93099586578802,7349955.364066917,17261043141.152706,0.012261152267456,4853899.742594588,0.9544457870420492,6948081.725707495,0.937819232522038,8.0,full
auction,outer_0,greedy,4,0.005,0.0001,3,1634.0,quantile,0,0.9406826575330368,6343342.439837527,14820024617.649622,0.0122199058532714,4614897.256966923,0.9566888432865408,6430836.560958445,0.9424482369851492,8.0,full
auction,outer_0,greedy,4,0.005,1e-05,3,1634.0,quantile,0,0.9406036713868716,6349705.089274599,14531084790.558529,0.0123116970062255,4610835.284982499,0.9567269651981212,6382444.78944352,0.9428813115532396,8.0,full
auction,outer_0,greedy,4,0.003,0.1,3,1634.0,quantile,0,0.904511734937602,10222954.05450878,20929236781.37602,0.0123958587646484,8998416.573519083,0.9155491858891742,10098806.038896734,0.9096223195265116,9.0,full
auction,outer_0,greedy,4,0.003,0.01,3,1634.0,quantile,0,0.9136092705263134,9271936.895928562,16813696505.520409,0.0119497776031494,6681751.733880475,0.9372912590784902,8057091.46564894,0.927894323821706,9.0,full
auction,outer_0,greedy,4,0.003,0.001,3,1634.0,quantile,0,0.93099586578802,7349955.364066917,14475343496.039097,0.0122220516204833,4853899.742594588,0.9544457870420492,6948081.725707495,0.937819232522038,8.0,full
auction,outer_0,greedy,4,0.003,0.0001,3,1634.0,quantile,0,0.9406826575330368,6343342.439837527,12034324972.536013,0.0122780799865722,4614897.256966923,0.9566888432865408,6430836.560958445,0.9424482369851492,8.0,full
auction,outer_0,greedy,4,0.003,1e-05,3,1634.0,quantile,0,0.9406036713868716,6349705.089274599,11745385145.44492,0.0123360157012939,4610835.284982499,0.9567269651981212,6382444.78944352,0.9428813115532396,8.0,full
auction,outer_0,greedy,4,0.001,0.1,3,1634.0,quantile,0,0.9048981697038578,10182105.80142404,17795324680.62321,0.0123205184936523,8998416.573519083,0.9155491858891742,10098806.038896734,0.9096223195265116,9.0,full
auction,outer_0,greedy,4,0.001,0.01,3,1634.0,quantile,0,0.9150728633712236,9115898.477930425,13612550435.175144,0.0124974250793457,6531031.907898935,0.938705775944073,7941750.550802342,0.928926549245917,10.0,full
auction,outer_0,greedy,4,0.001,0.001,3,1634.0,quantile,0,0.9322752277496092,7210959.114153616,11519007489.499132,0.0122394561767578,4671483.825786751,0.9561577740961416,6801892.7547931615,0.9391275277849788,9.0,full
auction,outer_0,greedy,4,0.001,0.0001,3,1634.0,quantile,0,0.9424548805758134,6154177.31617441,9120671310.093325,0.0122394561767578,4432963.503158002,0.9583963052047428,6280617.601614137,0.9437925979973708,9.0,full
auction,outer_0,greedy,4,0.001,1e-05,3,1634.0,quantile,0,0.942375843584326,6160552.949048459,8836032690.936813,0.0125787258148193,4428900.571793067,0.9584344361201812,6231655.745491046,0.944230774448234,9.0,full
auction,outer_0,greedy,4,0.0005,0.1,3,1634.0,quantile,0,0.9048981697038578,10182105.80142404,17011846655.435007,0.012620210647583,8998416.573519083,0.9155491858891742,10098806.038896734,0.9096223195265116,9.0,full
auction,outer_0,greedy,4,0.0005,0.01,3,1634.0,quantile,0,0.9150728633712236,9115898.477930425,12742019296.077145,0.0124800205230712,6531031.907898935,0.938705775944073,7941750.550802342,0.928926549245917,10.0,full
auction,outer_0,greedy,4,0.0005,0.001,3,1634.0,quantile,0,0.9322752277496092,7210959.114153616,10735529464.310928,0.01247239112854,4671483.825786751,0.9561577740961416,6801892.7547931615,0.9391275277849788,9.0,full
auction,outer_0,greedy,4,0.0005,0.0001,3,1634.0,quantile,0,0.9424548805758134,6154177.31617441,8337193284.905121,0.0122818946838378,4432963.503158002,0.9583963052047428,6280617.601614137,0.9437925979973708,9.0,full
auction,outer_0,greedy,4,0.0005,1e-05,3,1634.0,quantile,0,0.942375843584326,6160552.949048459,8052554665.748611,0.0123481750488281,4428900.571793067,0.9584344361201812,6231655.745491046,0.944230774448234,9.0,full
auction,outer_0,greedy,4,0.0001,0.1,3,1634.0,quantile,0,0.9049905691005394,10172198.605288452,16385064235.284449,0.0145454406738281,8998416.573519083,0.9155491858891742,10098806.038896734,0.9096223195265116,9.0,full
auction,outer_0,greedy,4,0.0001,0.01,3,1634.0,quantile,0,0.9152559427777044,9096347.19542257,12031939032.881325,0.0146868228912353,6511121.5305355685,0.9388926363282142,7918626.77748018,0.9291334918279016,11.0,full
auction,outer_0,greedy,4,0.0001,0.001,3,1634.0,quantile,0,0.9324601596044156,7191212.044216227,10093329538.77726,0.0143489837646484,4651201.853805014,0.9563481219236328,6778219.398932675,0.9393393887696786,10.0,full
auction,outer_0,greedy,4,0.0001,0.0001,3,1634.0,quantile,0,0.9426623042444175,6132056.730225564,7694676580.292872,0.0138061046600341,4412654.4444887135,0.9585869072428274,6256883.615811167,0.9440050015802302,10.0,full
auction,outer_0,greedy,4,0.0001,1e-05,3,1634.0,quantile,0,0.9425832138161516,6138438.621404191,7410001312.127713,0.0138523578643798,4408591.090382061,0.9586250421257284,6207918.030811638,0.9444432114020882,10.0,full
auction,outer_1,greedy,4,0.1,0.1,3,1634.0,quantile,0,0.8082116118301065,21359650.696022566,93073699397.061,0.0075471401214599,21069188.442974865,0.8103333119837839,19624795.15519477,0.7896651967277366,3.0,full
auction,outer_1,greedy,4,0.1,0.01,3,1634.0,quantile,0,0.8631894058818995,15258406.273771817,82841007386.59933,0.0075335502624511,14941967.640277086,0.8654910927182972,15546743.23905432,0.8333729776616144,3.0,full
auction,outer_1,greedy,4,0.1,0.001,3,1634.0,quantile,0,0.8738026909843692,14090829.771878226,77665537788.02107,0.0074198246002197,13690297.287724797,0.8767587393530606,15579715.037336508,0.8330195922300533,3.0,full
auction,outer_1,greedy,4,0.1,0.0001,3,1634.0,quantile,0,0.8738481653391653,14089123.9271621,76870226473.65985,0.007458209991455,13661805.040017745,0.8770152290736477,15756920.52928672,0.831120337639452,3.0,full
auction,outer_1,greedy,4,0.1,1e-05,3,1634.0,quantile,0,0.8738264521228362,14091922.188235188,76786280581.62927,0.0062243938446044,13661488.73310908,0.8770180764962678,15778431.598869056,0.8308897861074235,3.0,full
auction,outer_1,greedy,4,0.08,0.1,3,1634.0,quantile,0,0.8460525418494557,17255182.200728603,81430994390.29315,0.0074238777160644,13799104.631356057,0.8757792460728975,15800968.191615395,0.8306482432141479,4.0,full
auction,outer_1,greedy,4,0.08,0.01,3,1634.0,quantile,0,0.8631894058818995,15258406.273771817,71950200695.37558,0.0073938369750976,14941967.640277086,0.8654910927182972,15546743.23905432,0.8333729776616144,3.0,full
auction,outer_1,greedy,4,0.08,0.001,3,1634.0,quantile,0,0.8738026909843692,14090829.771878226,66774731096.79732,0.0074598789215087,13690297.287724797,0.8767587393530606,15579715.037336508,0.8330195922300533,3.0,full
auction,outer_1,greedy,4,0.08,0.0001,3,1634.0,quantile,0,0.8738481653391653,14089123.9271621,65979419782.4361,0.0074539184570312,13661805.040017745,0.8770152290736477,15756920.52928672,0.831120337639452,3.0,full
auction,outer_1,greedy,4,0.08,1e-05,3,1634.0,quantile,0,0.8738264521228362,14091922.188235188,65895473890.40552,0.0074408054351806,13661488.73310908,0.8770180764962678,15778431.598869056,0.8308897861074235,3.0,full
auction,outer_1,greedy,4,0.05,0.1,3,1634.0,quantile,0,0.8728027728200406,14211502.18336905,59649381007.84564,0.0079834461212158,13799104.631356057,0.8757792460728975,15800968.191615395,0.8306482432141479,4.0,full
auction,outer_1,greedy,4,0.05,0.01,3,1634.0,quantile,0,0.8631894058818995,15258406.273771817,55613990658.53994,0.0079352855682373,14941967.640277086,0.8654910927182972,15546743.23905432,0.8333729776616144,3.0,full
auction,outer_1,greedy,4,0.05,0.001,3,1634.0,quantile,0,0.8738026909843692,14090829.771878226,50438521059.961685,0.0073888301849365,13690297.287724797,0.8767587393530606,15579715.037336508,0.8330195922300533,3.0,full
auction,outer_1,greedy,4,0.05,0.0001,3,1634.0,quantile,0,0.8738481653391653,14089123.9271621,49643209745.60047,0.0083863735198974,13661805.040017745,0.8770152290736477,15756920.52928672,0.831120337639452,3.0,full
auction,outer_1,greedy,4,0.05,1e-05,3,1634.0,quantile,0,0.8738264521228362,14091922.188235188,49559263853.569885,0.0083603858947753,13661488.73310908,0.8770180764962678,15778431.598869056,0.8308897861074235,3.0,full
auction,outer_1,greedy,4,0.03,0.1,3,1634.0,quantile,0,0.8728027728200406,14211502.18336905,45128305419.547295,0.0079329013824462,13799104.631356057,0.8757792460728975,15800968.191615395,0.8306482432141479,4.0,full
auction,outer_1,greedy,4,0.03,0.01,3,1634.0,quantile,0,0.8758057286337079,13858631.735200375,43766059527.62171,0.007974624633789,13263525.29945309,0.8806005783385854,14887008.78423446,0.8404438854427709,4.0,full
auction,outer_1,greedy,4,0.03,0.001,3,1634.0,quantile,0,0.8738026909843692,14090829.771878226,39547714368.73793,0.0084681510925292,13690297.287724797,0.8767587393530606,15579715.037336508,0.8330195922300533,3.0,full
auction,outer_1,greedy,4,0.03,0.0001,3,1634.0,quantile,0,0.8734720224415332,14127810.859322855,38752403054.37671,0.0084209442138671,13661805.040017745,0.8770152290736477,15756920.52928672,0.831120337639452,3.0,full
auction,outer_1,greedy,4,0.03,1e-05,3,1634.0,quantile,0,0.8732130600844612,14155010.595130414,38668457162.34613,0.0083811283111572,13661488.73310908,0.8770180764962678,15778431.598869056,0.8308897861074235,3.0,full
auction,outer_1,greedy,4,0.01,0.1,3,1634.0,quantile,0,0.8799758845131523,13378146.583189482,30342257445.98748,0.0127620697021484,12179202.199105913,0.8903617502859035,10836869.079089057,0.8838525086345113,5.0,full
auction,outer_1,greedy,4,0.01,0.01,3,1634.0,quantile,0,0.8875866172899632,12537950.834942425,27161861582.76385,0.0119459629058837,10462808.804981908,0.9058128746269056,8317291.779341299,0.9108568565260828,5.0,full
auction,outer_1,greedy,4,0.01,0.001,3,1634.0,quantile,0,0.9136184846696916,9678871.784932451,24620379787.234997,0.0119767189025878,5804542.853135904,0.9477469945564244,5882725.702696837,0.9369500703779884,7.0,full
auction,outer_1,greedy,4,0.01,0.0001,3,1634.0,quantile,0,0.9141154749673522,9624460.445419429,23331419549.07257,0.0118412971496582,7486884.269767481,0.9326024091126784,6491906.667488012,0.9304209852398618,6.0,full
auction,outer_1,greedy,4,0.01,1e-05,3,1634.0,quantile,0,0.9139210301976836,9645831.112743104,23141027780.54814,0.0118062496185302,7483832.278527256,0.9326298834063348,6469374.715831294,0.930662478390826,6.0,full
