dataset,outer,method,depth,lambda,cv_folds,n_thresholds,threshold_label,thresholds_strategy,min_leaf_node_size,val_r2,val_mse,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves
yacht,outer_0,guide,5,2.0,3,20,20,quantile,1,0.7671008333333335,52.49662333333333,0.023986,46.44308,0.8024,49.40031,0.759557,2
yacht,outer_0,guide,5,4.0,3,20,20,quantile,1,0.9495873,11.280686666666666,0.021764,10.57873,0.955,13.73237,0.9331613,4
yacht,outer_0,guide,5,6.0,3,20,20,quantile,1,0.9812295000000001,4.1205609999999995,0.023477,4.078692,0.9826,2.895689,0.985906,6
yacht,outer_0,guide,5,8.0,3,20,20,quantile,1,0.9863419000000001,3.207205333333334,0.025221,2.160226,0.9908,2.038477,0.9900783,8
yacht,outer_0,guide,5,10.0,3,20,20,quantile,1,0.9865917999999999,3.1099146666666666,0.01428,1.764046,0.9925,2.106463,0.9897473,10
yacht,outer_0,guide,5,12.0,3,20,20,quantile,1,0.9879432,2.803413666666667,0.024311,1.452599,0.9938,1.856574,0.9909636,12
yacht,outer_0,guide,5,14.0,3,20,20,quantile,1,0.9885120333333334,2.682658333333334,0.02541,1.182217,0.995,1.031909,0.9949775,14
yacht,outer_0,guide,5,16.0,3,20,20,quantile,1,0.9891799333333333,2.5566823333333333,0.014373,1.044606,0.9956,0.9359359,0.9954446,16
yacht,outer_0,guide,5,20.0,3,20,20,quantile,1,0.9892759666666667,2.5364653333333336,0.026042,0.9556263,0.9959,0.8352822,0.9959345,20
yacht,outer_0,guide,5,24.0,3,20,20,quantile,1,0.9892759666666667,2.5364653333333336,0.025359,0.9263422,0.9961,0.7954615,0.9961283,22
yacht,outer_0,guide,5,28.0,3,20,20,quantile,1,0.9892759666666667,2.5364653333333336,0.025301,0.9263422,0.9961,0.7954615,0.9961283,22
yacht,outer_0,guide,5,32.0,3,20,20,quantile,1,0.9892759666666667,2.5364653333333336,0.025115,0.9263422,0.9961,0.7954615,0.9961283,22
