dataset,outer,method,depth,lambda,cv_folds,n_thresholds,threshold_label,thresholds_strategy,min_leaf_node_size,val_r2,val_mse,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves
seoul_bike,outer_3,cart,5,0.1,3,20,20,quantile,1,0.655455042926247,142878.1603110578,0.006447315216064453,145351.3083189359,0.6506032400651102,154217.1918116283,0.6290950516050859,32
seoul_bike,outer_3,cart,5,0.08,3,20,20,quantile,1,0.655455042926247,142878.1603110578,0.006440639495849609,145351.3083189359,0.6506032400651102,154217.1918116283,0.6290950516050859,32
seoul_bike,outer_3,cart,5,0.05,3,20,20,quantile,1,0.655455042926247,142878.1603110578,0.006450653076171875,145351.3083189359,0.6506032400651102,154217.1918116283,0.6290950516050859,32
seoul_bike,outer_3,cart,5,0.03,3,20,20,quantile,1,0.655455042926247,142878.1603110578,0.006436586380004883,145351.3083189359,0.6506032400651102,154217.1918116283,0.6290950516050859,32
seoul_bike,outer_3,cart,5,0.01,3,20,20,quantile,1,0.655455042926247,142878.1603110578,0.006448507308959961,145351.3083189359,0.6506032400651102,154217.1918116283,0.6290950516050859,32
seoul_bike,outer_3,cart,5,0.008,3,20,20,quantile,1,0.655455042926247,142878.1603110578,0.0064351558685302734,145351.3083189359,0.6506032400651102,154217.1918116283,0.6290950516050859,32
seoul_bike,outer_3,cart,5,0.005,3,20,20,quantile,1,0.655455042926247,142878.1603110578,0.006451129913330078,145351.3083189359,0.6506032400651102,154217.1918116283,0.6290950516050859,32
seoul_bike,outer_3,cart,5,0.003,3,20,20,quantile,1,0.655455042926247,142878.1603110578,0.006432056427001953,145351.3083189359,0.6506032400651102,154217.1918116283,0.6290950516050859,32
seoul_bike,outer_3,cart,5,0.001,3,20,20,quantile,1,0.655455042926247,142878.1603110578,0.006448507308959961,145351.3083189359,0.6506032400651102,154217.1918116283,0.6290950516050859,32
seoul_bike,outer_3,cart,5,0.0005,3,20,20,quantile,1,0.655455042926247,142878.1603110578,0.0064542293548583984,145351.3083189359,0.6506032400651102,154217.1918116283,0.6290950516050859,32
seoul_bike,outer_3,cart,5,0.0001,3,20,20,quantile,1,0.655455042926247,142878.1603110578,0.006448268890380859,145351.3083189359,0.6506032400651102,154217.1918116283,0.6290950516050859,32
