dataset,outer,method,depth,lambda,cv_folds,n_thresholds,threshold_label,val_r2,val_mse,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves
auction,outer_3,streed,5,0.1,3,20,20,0.7237351288996289,29660882.904850345,0.0051457881927490234,29649948.29260104,0.7238000487402425,27863012.131136067,0.7426716317128063,3
auction,outer_3,streed,5,0.08,3,20,20,0.7237351288996289,29660882.904850345,0.005510807037353516,29649948.29260104,0.7238000487402425,27863012.131136067,0.7426716317128063,3
auction,outer_3,streed,5,0.05,3,20,20,0.8462883437357026,16501577.614486499,0.014812946319580078,16359136.994273068,0.8476087446804265,13094196.743207913,0.8790687716711053,4
auction,outer_3,streed,5,0.03,3,20,20,0.8462883437357026,16501577.614486499,0.015638351440429688,16359136.994273068,0.8476087446804265,13094196.743207913,0.8790687716711053,4
auction,outer_3,streed,5,0.01,3,20,20,0.8870719345824404,12087716.653057538,0.8367564678192139,12594335.231659709,0.8826792295620458,11085172.398266913,0.8976230813810453,6
auction,outer_3,streed,5,0.008,3,20,20,0.907703029551992,9881951.051368997,1.0684690475463867,10608092.050638475,0.9011818004392096,9172836.21047596,0.9152844292821538,8
auction,outer_3,streed,5,0.005,3,20,20,0.9209088033256299,8507134.033063868,1.3662736415863037,9198690.935449589,0.914310879636213,8468587.047936657,0.9217885102842702,9
auction,outer_3,streed,5,0.003,3,20,20,0.9290777997512313,7612593.357103616,1.5899019241333008,7369945.065983575,0.9313463063097578,6166170.092219156,0.9430524423940896,12
auction,outer_3,streed,5,0.001,3,20,20,0.9297054383053567,7543484.350110486,1.7801296710968018,6948969.7773265885,0.9352678428015309,5835922.271079543,0.9461024404540371,14
auction,outer_3,streed,5,0.0005,3,20,20,0.9317519047741492,7324427.521769608,1.845616102218628,6893598.776984045,0.9357836436199637,5826597.877559776,0.9461885557296726,15
auction,outer_3,streed,5,0.0001,3,20,20,0.9294572779420412,7573828.371735811,1.9348046779632568,6627694.93106714,0.9382606337501744,4970469.188730578,0.9540953174790273,21
