dataset,outer,method,depth,n_thresholds,cv_folds,cost_complexity,ridge_penalty,lasso_penalty,val_r2,val_mse,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves,threshold_label
synch,outer_0,guide,4,445.0,3,2.0,,,1.0,4.109057233333333e-30,0.018644,7.994418e-30,1.0,7.718686999999999e-30,1.0,1.0,full
synch,outer_0,guide,4,445.0,3,4.0,,,1.0,4.109057233333333e-30,0.025765,7.994418e-30,1.0,7.718686999999999e-30,1.0,1.0,full
synch,outer_0,guide,4,445.0,3,6.0,,,1.0,4.109057233333333e-30,0.01612,7.994418e-30,1.0,7.718686999999999e-30,1.0,1.0,full
synch,outer_0,guide,4,445.0,3,8.0,,,1.0,4.109057233333333e-30,0.025495,7.994418e-30,1.0,7.718686999999999e-30,1.0,1.0,full
synch,outer_0,guide,4,445.0,3,10.0,,,1.0,4.109057233333333e-30,0.025271,7.994418e-30,1.0,7.718686999999999e-30,1.0,1.0,full
synch,outer_0,guide,4,445.0,3,12.0,,,1.0,4.109057233333333e-30,0.026098,7.994418e-30,1.0,7.718686999999999e-30,1.0,1.0,full
synch,outer_0,guide,4,445.0,3,14.0,,,1.0,4.109057233333333e-30,0.023021,7.994418e-30,1.0,7.718686999999999e-30,1.0,1.0,full
synch,outer_0,guide,4,445.0,3,16.0,,,1.0,4.109057233333333e-30,0.02538,7.994418e-30,1.0,7.718686999999999e-30,1.0,1.0,full
synch,outer_1,guide,4,445.0,3,2.0,,,1.0,1.1178869333333336e-29,0.026243,3.63276e-29,1.0,3.554672e-29,1.0,1.0,full
synch,outer_1,guide,4,445.0,3,4.0,,,1.0,1.1178869333333336e-29,0.025383,3.63276e-29,1.0,3.554672e-29,1.0,1.0,full
synch,outer_1,guide,4,445.0,3,6.0,,,1.0,1.1178869333333336e-29,0.024576,3.63276e-29,1.0,3.554672e-29,1.0,1.0,full
synch,outer_1,guide,4,445.0,3,8.0,,,1.0,1.1178869333333336e-29,0.025729,3.63276e-29,1.0,3.554672e-29,1.0,1.0,full
synch,outer_1,guide,4,445.0,3,10.0,,,1.0,1.1178869333333336e-29,0.02556,3.63276e-29,1.0,3.554672e-29,1.0,1.0,full
synch,outer_1,guide,4,445.0,3,12.0,,,1.0,1.1178869333333336e-29,0.026291,3.63276e-29,1.0,3.554672e-29,1.0,1.0,full
synch,outer_1,guide,4,445.0,3,14.0,,,1.0,1.1178869333333336e-29,0.017003,3.63276e-29,1.0,3.554672e-29,1.0,1.0,full
synch,outer_1,guide,4,445.0,3,16.0,,,1.0,1.1178869333333336e-29,0.028239,3.63276e-29,1.0,3.554672e-29,1.0,1.0,full
synch,outer_2,guide,4,446.0,3,2.0,,,1.0,5.226863666666666e-30,0.024864,2.401073e-31,1.0,1.9943610000000003e-31,1.0,1.0,full
synch,outer_2,guide,4,446.0,3,4.0,,,1.0,5.226863666666666e-30,0.025818,2.401073e-31,1.0,1.9943610000000003e-31,1.0,1.0,full
synch,outer_2,guide,4,446.0,3,6.0,,,1.0,5.226863666666666e-30,0.017116,2.401073e-31,1.0,1.9943610000000003e-31,1.0,1.0,full
synch,outer_2,guide,4,446.0,3,8.0,,,1.0,5.226863666666666e-30,0.024438,2.401073e-31,1.0,1.9943610000000003e-31,1.0,1.0,full
synch,outer_2,guide,4,446.0,3,10.0,,,1.0,5.226863666666666e-30,0.022835,2.401073e-31,1.0,1.9943610000000003e-31,1.0,1.0,full
synch,outer_2,guide,4,446.0,3,12.0,,,1.0,5.226863666666666e-30,0.01826,2.401073e-31,1.0,1.9943610000000003e-31,1.0,1.0,full
synch,outer_2,guide,4,446.0,3,14.0,,,1.0,5.226863666666666e-30,0.020828,2.401073e-31,1.0,1.9943610000000003e-31,1.0,1.0,full
synch,outer_2,guide,4,446.0,3,16.0,,,1.0,5.226863666666666e-30,0.025183,2.401073e-31,1.0,1.9943610000000003e-31,1.0,1.0,full
synch,outer_3,guide,4,446.0,3,2.0,,,1.0,1.1308029999999998e-30,0.018441,1.009987e-29,1.0,1.0502600000000001e-29,1.0,1.0,full
synch,outer_3,guide,4,446.0,3,4.0,,,1.0,1.1308029999999998e-30,0.024792,1.009987e-29,1.0,1.0502600000000001e-29,1.0,1.0,full
synch,outer_3,guide,4,446.0,3,6.0,,,1.0,1.1308029999999998e-30,0.02484,1.009987e-29,1.0,1.0502600000000001e-29,1.0,1.0,full
synch,outer_3,guide,4,446.0,3,8.0,,,1.0,1.1308029999999998e-30,0.025477,1.009987e-29,1.0,1.0502600000000001e-29,1.0,1.0,full
synch,outer_3,guide,4,446.0,3,10.0,,,1.0,1.1308029999999998e-30,0.025407,1.009987e-29,1.0,1.0502600000000001e-29,1.0,1.0,full
synch,outer_3,guide,4,446.0,3,12.0,,,1.0,1.1308029999999998e-30,0.024892,1.009987e-29,1.0,1.0502600000000001e-29,1.0,1.0,full
synch,outer_3,guide,4,446.0,3,14.0,,,1.0,1.1308029999999998e-30,0.017599,1.009987e-29,1.0,1.0502600000000001e-29,1.0,1.0,full
