dataset,outer,method,depth,lambda,cv_folds,n_thresholds,threshold_label,thresholds_strategy,min_leaf_node_size,val_r2,val_mse,loss,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves
temperature_max,outer_2,claritree,5,0.1,3,20,20,quantile,1,0.5747365895199831,4.153017352215994,42699.5184396299,17.153374195098877,4.100441396490774,0.5804114244821321,4.1215313773077416,0.5645278484782061,3
temperature_max,outer_2,claritree,5,0.08,3,20,20,quantile,1,0.5747365895199831,4.153017352215994,39139.190783602244,21.068912267684937,4.100441396490774,0.5804114244821321,4.1215313773077416,0.5645278484782061,3
temperature_max,outer_2,claritree,5,0.05,3,20,20,quantile,1,0.6147802072164675,3.7578667011788096,33295.50451333693,22.777178049087524,3.5289436198800432,0.6388914549990772,3.707370110191115,0.6082872382674648,4
temperature_max,outer_2,claritree,5,0.03,3,20,20,quantile,1,0.6540701347081662,3.3778508035659627,28548.40097196671,24.992706775665283,3.5289436198800432,0.6388914549990772,3.707370110191115,0.6082872382674648,4
temperature_max,outer_2,claritree,5,0.01,3,20,20,quantile,1,0.6866113233127359,3.0628819881241607,22294.17616290795,27.672733068466187,2.9875593814571433,0.694290037600964,3.3198621361225498,0.6492304983694221,7
temperature_max,outer_2,claritree,5,0.008,3,20,20,quantile,1,0.6993230007938577,2.937050108914843,21463.43304316816,27.585734844207764,2.9875593814571433,0.694290037600964,3.3198621361225498,0.6492304983694221,7
temperature_max,outer_2,claritree,5,0.005,3,20,20,quantile,1,0.7150824630697526,2.7830540856535975,19630.81855789187,26.653180837631226,2.646655286868368,0.729173956088161,2.862230352982499,0.6975828894990829,12
temperature_max,outer_2,claritree,5,0.003,3,20,20,quantile,1,0.7346700980748534,2.590331857127332,17908.803885397225,27.01545000076294,2.3923736186052347,0.7551940043342219,2.6173451584013727,0.723456933100259,19
temperature_max,outer_2,claritree,5,0.001,3,20,20,quantile,1,0.7458382204784183,2.482773226361711,15052.077105789773,26.722298622131348,2.1759839399718004,0.7773366539261111,2.382269576264844,0.7482945141233839,31
temperature_max,outer_2,claritree,5,0.0005,3,20,20,quantile,1,0.7500127191249001,2.4416291712817437,14109.048148933332,26.891145706176758,2.1672640712548166,0.7782289376926328,2.396077128309111,0.7468356378355383,32
temperature_max,outer_2,claritree,5,0.0001,3,20,20,quantile,1,0.7500127191249001,2.4416291712817437,13349.511582314099,26.784915447235107,2.1672640712548166,0.7782289376926328,2.396077128309111,0.7468356378355383,32
