dataset,outer,method,depth,lambda,cv_folds,n_thresholds,threshold_label,thresholds_strategy,min_leaf_node_size,val_r2,val_mse,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves
servo,outer_1,cart,5,0.1,3,20,20,quantile,1,0.5780925639081621,1.055806687900602,0.0007312297821044922,0.8964375118407341,0.6564136672158933,1.3870669239472306,0.1437218675076375,3
servo,outer_1,cart,5,0.08,3,20,20,quantile,1,0.5780925639081621,1.055806687900602,0.000652313232421875,0.8964375118407341,0.6564136672158933,1.3870669239472306,0.1437218675076375,3
servo,outer_1,cart,5,0.05,3,20,20,quantile,1,0.5968931694493674,0.9903910037867941,0.0005736351013183594,0.8964375118407341,0.6564136672158933,1.3870669239472306,0.1437218675076375,3
servo,outer_1,cart,5,0.03,3,20,20,quantile,1,0.5968931694493674,0.9903910037867941,0.0006239414215087891,0.8964375118407341,0.6564136672158933,1.3870669239472306,0.1437218675076375,3
servo,outer_1,cart,5,0.01,3,20,20,quantile,1,0.5968931694493674,0.9903910037867941,0.0006136894226074219,0.8964375118407341,0.6564136672158933,1.3870669239472306,0.1437218675076375,3
servo,outer_1,cart,5,0.008,3,20,20,quantile,1,0.5983672891292157,0.9867568722615392,0.0006592273712158203,0.8964375118407341,0.6564136672158933,1.3870669239472306,0.1437218675076375,3
servo,outer_1,cart,5,0.005,3,20,20,quantile,1,0.6014731963774894,0.9811342244717413,0.0005860328674316406,0.8805430566483522,0.6625056898042141,1.3558946354284362,0.16296545881354763,5
servo,outer_1,cart,5,0.003,3,20,20,quantile,1,0.6027358373393352,0.9767409339403148,0.0006659030914306641,0.8805430566483522,0.6625056898042141,1.3558946354284362,0.16296545881354763,5
servo,outer_1,cart,5,0.001,3,20,20,quantile,1,0.6018577763165193,0.9789056084153493,0.0006704330444335938,0.8805430566483522,0.6625056898042141,1.3558946354284362,0.16296545881354763,5
servo,outer_1,cart,5,0.0005,3,20,20,quantile,1,0.6015158639209548,0.9795245750558674,0.0006728172302246094,0.8805430566483522,0.6625056898042141,1.3558946354284362,0.16296545881354763,5
servo,outer_1,cart,5,0.0001,3,20,20,quantile,1,0.6014171502331641,0.9798680439619126,0.00061798095703125,0.880165099425611,0.6626505531487257,1.3570032029539345,0.16228110673645102,8
