dataset,outer,method,depth,lambda,cv_folds,n_thresholds,threshold_label,val_r2,val_mse,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves
seoul_bike,outer_2,streed,5,0.1,3,20,20,0.3872275010704427,255599.1109124458,29.77924346923828,251752.9296879007,0.3965436028935826,230658.39003221283,0.438945653953976,3
seoul_bike,outer_2,streed,5,0.08,3,20,20,0.4720329196600888,220232.22865926198,314.41053342819214,215886.02277430485,0.4825172376324598,204251.42890702756,0.5031780467279153,4
seoul_bike,outer_2,streed,5,0.05,3,20,20,0.5183182112978049,200641.65838596484,599.6492619514465,190174.13429528245,0.5441491066382669,178355.49811236464,0.566167407380366,5
seoul_bike,outer_2,streed,5,0.03,3,20,20,0.5742372411348122,177552.787614858,599.122748374939,172097.94581069786,0.5874780624913203,160373.53052687147,0.6099068137938535,6
seoul_bike,outer_2,streed,5,0.01,3,20,20,0.6117852406364045,161938.6893369537,599.9981517791748,160449.31910157503,0.6154000346957322,152989.91763298755,0.627866741906837,8
seoul_bike,outer_2,streed,5,0.008,3,20,20,0.6114147001651755,162093.7347408814,599.9953224658966,153073.2234426692,0.6330806714873427,152803.20761352745,0.628320896068989,10
seoul_bike,outer_2,streed,5,0.005,3,20,20,0.6471114400613142,147136.5297791881,599.9798612594604,140009.97285031763,0.6643935231261755,136112.01787985102,0.6689206095216413,15
seoul_bike,outer_2,streed,5,0.003,3,20,20,0.6516897053761143,145307.909162823,600.006814956665,136433.85717172697,0.6729655381001955,133550.44425086185,0.675151390968874,17
seoul_bike,outer_2,streed,5,0.001,3,20,20,0.6769943375473723,134750.6103625828,600.0298047065735,124476.24764297936,0.7016281477991928,121837.96741648095,0.7036408642109921,32
seoul_bike,outer_2,streed,5,0.0005,3,20,20,0.6779672131678334,134345.85734451635,600.0513331890106,124476.24764297936,0.7016281477991928,121837.96741648095,0.7036408642109921,32
seoul_bike,outer_2,streed,5,0.0001,3,20,20,0.6780549558722604,134309.14312810576,600.0703916549683,124476.24764297936,0.7016281477991928,121837.96741648095,0.7036408642109921,32
