dataset,outer,method,depth,lambda,cv_folds,n_thresholds,threshold_label,val_r2,val_mse,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves
auction,outer_0,streed,5,0.1,3,20,20,0.7295478744863573,28886997.653061803,0.0054132938385009766,28853402.67519312,0.7292086528914051,30988706.408433408,0.7226714331099185,3
auction,outer_0,streed,5,0.08,3,20,20,0.7295478744863573,28886997.653061803,0.0057830810546875,28853402.67519312,0.7292086528914051,30988706.408433408,0.7226714331099185,3
auction,outer_0,streed,5,0.05,3,20,20,0.8566089781490716,15306759.81562475,0.015865802764892578,15237805.194962595,0.8569920559397368,17538026.98012124,0.8430461786829233,4
auction,outer_0,streed,5,0.03,3,20,20,0.8566089781490716,15306759.81562475,0.017483234405517578,15237805.194962595,0.8569920559397368,17538026.98012124,0.8430461786829233,4
auction,outer_0,streed,5,0.01,3,20,20,0.8944734275939328,11145665.452744978,0.9488716125488281,12019006.28484386,0.887200725009195,13384720.01967333,0.8802155478077395,6
auction,outer_0,streed,5,0.008,3,20,20,0.9249489302297254,7901115.49981879,1.0672497749328613,7740397.48046077,0.9273557893852145,9402212.11470333,0.915856377578329,10
auction,outer_0,streed,5,0.005,3,20,20,0.9379688423991448,6554752.531934395,1.4060230255126953,6518024.88816061,0.9388278477993914,8326884.072071812,0.9254798572121403,12
auction,outer_0,streed,5,0.003,3,20,20,0.9425453925899868,6042080.1588881025,1.751338005065918,6518024.88816061,0.9388278477993914,8326884.072071812,0.9254798572121403,12
auction,outer_0,streed,5,0.001,3,20,20,0.9460520243993332,5670590.9472754495,2.0555026531219482,6152386.989639684,0.9422593868871387,8203414.917505715,0.9265848250426667,14
auction,outer_0,streed,5,0.0005,3,20,20,0.9482480958159233,5440446.437517964,2.153122901916504,5716863.822622798,0.9463468044586857,7922217.449308466,0.9291013576736331,19
auction,outer_0,streed,5,0.0001,3,20,20,0.9487486383122503,5375529.939148189,2.2643556594848633,5649388.815123137,0.9469800624623493,7885247.254371272,0.9294322166338118,21
