dataset,outer,method,depth,n_thresholds,cv_folds,cost_complexity,ridge_penalty,lasso_penalty,val_r2,val_mse,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves,threshold_label,pilot_target_complexity,pilot_grid_index,pilot_min_sample_leaf,pilot_min_sample_split,n_outer_merged
synch,outer_0,pilot,4,445.0,3,445.0,,,0.9999302211173582,2.4346846846846848e-06,0.0086719989776611,1.2630638089212829e-32,1.0,5.714285714285724e-07,0.999982794153727,1.0,full,445.0,0,1.0,2.0,
synch,outer_0,pilot,4,445.0,3,222.0,,,0.9999302211173582,2.4346846846846848e-06,0.008258581161499,1.2630638089212829e-32,1.0,5.714285714285724e-07,0.999982794153727,1.0,full,222.0,1,3.0,6.0,
synch,outer_0,pilot,4,445.0,3,111.0,,,0.9999302211173582,2.4346846846846848e-06,0.0083591938018798,1.2630638089212829e-32,1.0,5.714285714285724e-07,0.999982794153727,1.0,full,111.0,2,5.0,10.0,
synch,outer_0,pilot,4,445.0,3,64.0,,,0.9999302211173582,2.4346846846846848e-06,0.0083019733428955,1.2630638089212829e-32,1.0,5.714285714285724e-07,0.999982794153727,1.0,full,64.0,3,7.0,14.0,
synch,outer_0,pilot,4,445.0,3,32.0,,,0.9999302211173582,2.4346846846846848e-06,0.0080795288085937,1.2630638089212829e-32,1.0,5.714285714285724e-07,0.999982794153727,1.0,full,32.0,4,14.0,28.0,
synch,outer_0,pilot,4,445.0,3,24.0,,,0.9999302211173582,2.4346846846846848e-06,0.0080950260162353,1.2630638089212829e-32,1.0,5.714285714285724e-07,0.999982794153727,1.0,full,24.0,5,19.0,38.0,
synch,outer_0,pilot,4,445.0,3,20.0,,,0.9999302211173582,2.4346846846846848e-06,0.0080583095550537,1.2630638089212829e-32,1.0,5.714285714285724e-07,0.999982794153727,1.0,full,20.0,6,23.0,46.0,
synch,outer_0,pilot,4,445.0,3,16.0,,,0.9999302211173582,2.4346846846846848e-06,0.0079264640808105,1.2630638089212829e-32,1.0,5.714285714285724e-07,0.999982794153727,1.0,full,16.0,7,28.0,56.0,
synch,outer_0,pilot,4,445.0,3,14.0,,,0.9999302211173582,2.4346846846846848e-06,0.0079691410064697,1.2630638089212829e-32,1.0,5.714285714285724e-07,0.999982794153727,1.0,full,14.0,8,32.0,64.0,
synch,outer_0,pilot,4,445.0,3,12.0,,,0.9999302211173582,2.4346846846846848e-06,0.0078804492950439,1.2630638089212829e-32,1.0,5.714285714285724e-07,0.999982794153727,1.0,full,12.0,9,38.0,76.0,
synch,outer_0,pilot,4,445.0,3,10.0,,,0.9999302211173582,2.4346846846846848e-06,0.0078077316284179,1.2630638089212829e-32,1.0,5.714285714285724e-07,0.999982794153727,1.0,full,10.0,10,45.0,90.0,
synch,outer_0,pilot,4,445.0,3,8.0,,,0.9999302211173582,2.4346846846846848e-06,0.007448673248291,1.2630638089212829e-32,1.0,5.714285714285724e-07,0.999982794153727,1.0,full,8.0,11,56.0,112.0,
synch,outer_0,pilot,4,445.0,3,6.0,,,0.9999302211173582,2.4346846846846848e-06,0.0071821212768554,1.2630638089212829e-32,1.0,5.714285714285724e-07,0.999982794153727,1.0,full,6.0,12,75.0,150.0,
synch,outer_0,pilot,4,445.0,3,4.0,,,0.9999302211173582,2.4346846846846848e-06,0.00624680519104,1.2630638089212829e-32,1.0,5.714285714285724e-07,0.999982794153727,1.0,full,4.0,13,112.0,224.0,
synch,outer_0,pilot,4,445.0,3,2.0,,,-0.0045350877740482,0.0322836789611867,0.0040793418884277,1.2630638089212829e-32,1.0,5.714285714285724e-07,0.999982794153727,1.0,full,2.0,14,222.0,444.0,
synch,outer_1,pilot,4,445.0,3,445.0,,,0.9999578832246256,1.3330007860209116e-06,0.0089557170867919,1.2741433160170838e-32,1.0,1.4967226996380803e-32,1.0,1.0,full,445.0,0,1.0,2.0,
synch,outer_1,pilot,4,445.0,3,222.0,,,0.9999578832246256,1.3330007860209116e-06,0.0086493492126464,1.2741433160170838e-32,1.0,1.4967226996380803e-32,1.0,1.0,full,222.0,1,3.0,6.0,
synch,outer_1,pilot,4,445.0,3,111.0,,,0.9999578832246256,1.3330007860209116e-06,0.0085937976837158,1.2741433160170838e-32,1.0,1.4967226996380803e-32,1.0,1.0,full,111.0,2,5.0,10.0,
synch,outer_1,pilot,4,445.0,3,64.0,,,0.9999578832246256,1.3330007860209116e-06,0.0085444450378417,1.2741433160170838e-32,1.0,1.4967226996380803e-32,1.0,1.0,full,64.0,3,7.0,14.0,
synch,outer_1,pilot,4,445.0,3,32.0,,,0.9999578832246256,1.3330007860209116e-06,0.0083920955657958,1.2741433160170838e-32,1.0,1.4967226996380803e-32,1.0,1.0,full,32.0,4,14.0,28.0,
synch,outer_1,pilot,4,445.0,3,24.0,,,0.9999578832246256,1.3330007860209116e-06,0.0082020759582519,1.2741433160170838e-32,1.0,1.4967226996380803e-32,1.0,1.0,full,24.0,5,19.0,38.0,
