dataset,outer,method,depth,lambda,cv_folds,n_thresholds,threshold_label,thresholds_strategy,min_leaf_node_size,val_r2,val_mse,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves
airfoil,outer_1,cart,5,0.1,3,20,20,quantile,1,0.608854552473317,18.557376045342547,0.0012960433959960938,16.408240387847982,0.654673069418431,18.23929788125571,0.6177127847755974,25
airfoil,outer_1,cart,5,0.08,3,20,20,quantile,1,0.6091511055544117,18.5434390129723,0.0012602806091308594,16.320107046614755,0.6565279189020178,18.31596829121577,0.6161058085803204,26
airfoil,outer_1,cart,5,0.05,3,20,20,quantile,1,0.6097398067133067,18.516297822570255,0.0012712478637695312,16.052252592850326,0.6621651690991551,17.919151027063293,0.6244229141977309,30
airfoil,outer_1,cart,5,0.03,3,20,20,quantile,1,0.6104647852594014,18.481847533580744,0.0012691020965576172,16.008756286250215,0.6630805899910246,17.96480805037817,0.6234659641872584,31
airfoil,outer_1,cart,5,0.01,3,20,20,quantile,1,0.6110971042150274,18.452335255094184,0.0012607574462890625,16.008756286250215,0.6630805899910246,17.96480805037817,0.6234659641872584,31
airfoil,outer_1,cart,5,0.008,3,20,20,quantile,1,0.6110971042150274,18.452335255094184,0.0012362003326416016,16.008756286250215,0.6630805899910246,17.96480805037817,0.6234659641872584,31
airfoil,outer_1,cart,5,0.005,3,20,20,quantile,1,0.6113629085080339,18.43984331597116,0.0012335777282714844,16.002447666241892,0.6632133608629879,17.86296791001272,0.6256004862457187,32
airfoil,outer_1,cart,5,0.003,3,20,20,quantile,1,0.6113629085080339,18.43984331597116,0.001239776611328125,16.002447666241892,0.6632133608629879,17.86296791001272,0.6256004862457187,32
airfoil,outer_1,cart,5,0.001,3,20,20,quantile,1,0.6113629085080339,18.43984331597116,0.001251220703125,16.002447666241892,0.6632133608629879,17.86296791001272,0.6256004862457187,32
airfoil,outer_1,cart,5,0.0005,3,20,20,quantile,1,0.6113629085080339,18.43984331597116,0.001234292984008789,16.002447666241892,0.6632133608629879,17.86296791001272,0.6256004862457187,32
airfoil,outer_1,cart,5,0.0001,3,20,20,quantile,1,0.6113629085080339,18.43984331597116,0.0012331008911132812,16.002447666241892,0.6632133608629879,17.86296791001272,0.6256004862457187,32
