dataset,outer,method,depth,n_thresholds,cv_folds,cost_complexity,ridge_penalty,lasso_penalty,val_r2,val_mse,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves,threshold_label,pilot_target_complexity,pilot_grid_index,pilot_min_sample_leaf,pilot_min_sample_split,n_outer_merged
energe_c,outer_0,pilot,4,614.0,3,614.0,,,0.9237640200387388,6.907728281281216,0.0279688835144042,4.37418127651082,0.9519615155777034,5.019110907428777,0.9423842434664144,16.0,full,614.0,0,1.0,2.0,
energe_c,outer_0,pilot,4,614.0,3,307.0,,,0.9237640200387388,6.907728281281216,0.0278239250183105,4.37418127651082,0.9519615155777034,5.019110907428777,0.9423842434664144,16.0,full,307.0,1,2.0,4.0,
energe_c,outer_0,pilot,4,614.0,3,153.0,,,0.9237268818410732,6.911136598034518,0.0275051593780517,4.37418127651082,0.9519615155777034,5.019110907428777,0.9423842434664144,16.0,full,153.0,2,5.0,10.0,
energe_c,outer_0,pilot,4,614.0,3,76.0,,,0.9238641259795404,6.897953354106054,0.0256292819976806,4.376775242451416,0.9519330279169156,5.0192754864969285,0.9423823542179603,15.0,full,76.0,3,9.0,18.0,
energe_c,outer_0,pilot,4,614.0,3,64.0,,,0.9237235277506964,6.910107035296623,0.0257511138916015,4.357063604194463,0.9521495066514458,4.917829626094312,0.9435468791910282,15.0,full,64.0,4,10.0,20.0,
energe_c,outer_0,pilot,4,614.0,3,32.0,,,0.91601165307035,7.596401393826784,0.0231585502624511,4.434483663208109,0.9512992578702916,5.529120254992183,0.9365297056924882,14.0,full,32.0,5,20.0,40.0,
energe_c,outer_0,pilot,4,614.0,3,24.0,,,0.906822432202777,8.4423227010437,0.0202038288116455,4.96794659014083,0.9454406185306408,6.531734710885722,0.9250204182004912,12.0,full,24.0,6,26.0,52.0,
energe_c,outer_0,pilot,4,614.0,3,20.0,,,0.9046376237740948,8.649383945147113,0.0203351974487304,5.16928161761253,0.9432295008449612,7.091837786498411,0.9185908407248372,12.0,full,20.0,7,31.0,62.0,
energe_c,outer_0,pilot,4,614.0,3,16.0,,,0.8999504463647966,9.074016173647529,0.0171654224395751,7.282853161705697,0.9200176659259204,9.751049018891711,0.8880650225544956,10.0,full,16.0,8,39.0,78.0,
energe_c,outer_0,pilot,4,614.0,3,14.0,,,0.8965791763500555,9.388775663003686,0.0164179801940917,7.681177386696735,0.9156431576767976,10.007360402479138,0.885122753585762,9.0,full,14.0,9,44.0,88.0,
