dataset,outer,method,depth,lambda,cv_folds,n_thresholds,threshold_label,val_r2,val_mse,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves
energe_h,outer_0,streed,5,0.1,3,20,20,0.7923191789423871,21.487369627336978,0.002971649169921875,21.401138193911354,0.7935178724024586,20.66370658894498,0.7782184449115203,2
energe_h,outer_0,streed,5,0.08,3,20,20,0.8451118117441094,16.11936397413742,0.0030219554901123047,12.76062536802931,0.876883133430003,12.259053838282068,0.8684247662700476,3
energe_h,outer_0,streed,5,0.05,3,20,20,0.8757449902216274,12.81547657662204,0.003237485885620117,12.76062536802931,0.876883133430003,12.259053838282068,0.8684247662700476,3
energe_h,outer_0,streed,5,0.03,3,20,20,0.8804737296858122,12.305466727878473,0.003428936004638672,12.76062536802931,0.876883133430003,12.259053838282068,0.8684247662700476,3
energe_h,outer_0,streed,5,0.01,3,20,20,0.9306402252889717,7.142985127565662,0.04115438461303711,5.548708517571745,0.9464650370580397,6.958337763348415,0.9253168368732099,7
energe_h,outer_0,streed,5,0.008,3,20,20,0.939371691296178,6.229462272537504,0.051788330078125,4.694991133884162,0.9547018597986625,6.023384998560072,0.9353515940556394,8
energe_h,outer_0,streed,5,0.005,3,20,20,0.9561904048414965,4.5094244811739586,0.15733122825622559,4.651014713998812,0.9551261524068301,6.231300515601876,0.9331200570127536,8
energe_h,outer_0,streed,5,0.003,3,20,20,0.9675075199327111,3.352063294462502,0.30268216133117676,2.572713742968414,0.9751779834075047,3.023153135017635,0.9675527911379883,13
energe_h,outer_0,streed,5,0.001,3,20,20,0.9861056212600096,1.4303041494639679,0.4348142147064209,1.0203475829059383,0.9901554983712331,0.9242961704539713,0.9900796190091434,21
energe_h,outer_0,streed,5,0.0005,3,20,20,0.9934917103452099,0.6750196919475752,0.41564249992370605,0.5998178229330018,0.9942128470398193,0.6227982619306979,0.9933155667671313,26
energe_h,outer_0,streed,5,0.0001,3,20,20,0.9895047577744206,1.0556114512443242,0.2528376579284668,0.3179403114901388,0.996932453247548,0.3514703114128937,0.9962277032972252,32
