dataset,outer,method,depth,n_thresholds,cv_folds,cost_complexity,ridge_penalty,lasso_penalty,val_r2,val_mse,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves,pilot_target_complexity,pilot_grid_index,pilot_min_sample_leaf,pilot_min_sample_split,n_outer_merged
seoul_bike,outer_0,pilot,4,20,3,7008.0,,,0.5408088320502582,191057.1104649587,0.0799343585968017,190937.09398725387,0.5411252624442524,191515.1018346286,0.539042752505305,5.0,7008.0,0,1.0,2.0,
seoul_bike,outer_0,pilot,4,20,3,3504.0,,,0.5408088320502582,191057.1104649587,0.0795071125030517,190937.09398725387,0.5411252624442524,191515.1018346286,0.539042752505305,5.0,3504.0,1,2.0,4.0,
seoul_bike,outer_0,pilot,4,20,3,1752.0,,,0.5408088320502582,191057.1104649587,0.0794384479522705,190937.09398725387,0.5411252624442524,191515.1018346286,0.539042752505305,5.0,1752.0,2,4.0,8.0,
seoul_bike,outer_0,pilot,4,20,3,876.0,,,0.5408088320502582,191057.1104649587,0.0783638954162597,190937.09398725387,0.5411252624442524,191515.1018346286,0.539042752505305,5.0,876.0,3,8.0,16.0,
seoul_bike,outer_0,pilot,4,20,3,438.0,,,0.5408088320502582,191057.1104649587,0.0784468650817871,190937.09398725387,0.5411252624442524,191515.1018346286,0.539042752505305,5.0,438.0,4,16.0,32.0,
seoul_bike,outer_0,pilot,4,20,3,219.0,,,0.5408088320502582,191057.1104649587,0.0793352127075195,190937.09398725387,0.5411252624442524,191515.1018346286,0.539042752505305,5.0,219.0,5,32.0,64.0,
seoul_bike,outer_0,pilot,4,20,3,109.0,,,0.5408088320502582,191057.1104649587,0.078498363494873,190937.09398725387,0.5411252624442524,191515.1018346286,0.539042752505305,5.0,109.0,6,65.0,130.0,
seoul_bike,outer_0,pilot,4,20,3,64.0,,,0.5408979474054915,191020.17432538728,0.0812253952026367,190937.09398725387,0.5411252624442524,191515.1018346286,0.539042752505305,5.0,64.0,7,110.0,220.0,
seoul_bike,outer_0,pilot,4,20,3,32.0,,,0.5173291803919077,200822.1865627081,0.0679631233215332,195886.41833799027,0.5292306647781015,196422.29011452,0.527231652593246,5.0,32.0,8,219.0,438.0,
seoul_bike,outer_0,pilot,4,20,3,24.0,,,0.4976899901431666,208992.8395209927,0.0687179565429687,200867.11335631635,0.5172606747062292,199620.10518999404,0.5195348390204949,3.0,24.0,9,292.0,584.0,
seoul_bike,outer_0,pilot,4,20,3,20.0,,,0.4976899901431668,208992.8395209927,0.0691463947296142,200867.11335631635,0.5172606747062292,199620.1051899941,0.5195348390204948,3.0,20.0,10,351.0,702.0,
seoul_bike,outer_0,pilot,4,20,3,16.0,,,0.4976899901431668,208992.8395209927,0.0663161277770996,210153.6746465788,0.494942495006956,206857.2860105448,0.5021156855505868,2.0,16.0,11,438.0,876.0,
seoul_bike,outer_0,pilot,4,20,3,14.0,,,0.4976899901431668,208992.8395209927,0.0660123825073242,210153.6746465788,0.494942495006956,206857.2860105448,0.5021156855505868,2.0,14.0,12,501.0,1002.0,
seoul_bike,outer_0,pilot,4,20,3,12.0,,,0.4976899901431666,208992.8395209927,0.0650324821472168,210153.6746465788,0.494942495006956,206857.2860105448,0.5021156855505868,2.0,12.0,13,584.0,1168.0,
seoul_bike,outer_0,pilot,4,20,3,10.0,,,0.4976899901431668,208992.8395209927,0.0671751499176025,210153.6746465788,0.494942495006956,206857.2860105448,0.5021156855505868,2.0,10.0,14,701.0,1402.0,
seoul_bike,outer_0,pilot,4,20,3,8.0,,,0.4976899901431668,208992.8395209927,0.0654151439666748,210153.6746465788,0.494942495006956,206857.2860105448,0.5021156855505868,2.0,8.0,15,876.0,1752.0,
