dataset,outer,method,depth,lambda,cv_folds,n_thresholds,threshold_label,thresholds_strategy,min_leaf_node_size,val_r2,val_mse,train_time_s,train_mse,train_r2,test_mse,test_r2,n_leaves
temperature_max,outer_0,cart,5,0.1,3,20,20,quantile,1,0.6849443184221817,3.0643949000345927,0.014466047286987305,3.020057597608423,0.6897717185392342,3.2891102375863928,0.6578024149089168,7
temperature_max,outer_0,cart,5,0.08,3,20,20,quantile,1,0.6914032554746955,3.0015318534665045,0.014496803283691406,2.9267410768293565,0.6993574376646287,3.156655207657448,0.6715829780706164,8
temperature_max,outer_0,cart,5,0.05,3,20,20,quantile,1,0.7077042612814773,2.842902775665148,0.014543294906616211,2.8552303820818987,0.7067032048298434,3.0529550432543657,0.6823718976473354,9
temperature_max,outer_0,cart,5,0.03,3,20,20,quantile,1,0.7264133880675581,2.661637977916016,0.014560461044311523,2.6174295177920683,0.7311307367805384,2.6921820864570845,0.7199065576813493,15
temperature_max,outer_0,cart,5,0.01,3,20,20,quantile,1,0.7413405580596693,2.5173333897329377,0.014786958694458008,2.3476704833435793,0.7588410962557158,2.5492974173688654,0.7347722159222256,28
temperature_max,outer_0,cart,5,0.008,3,20,20,quantile,1,0.7417886761559108,2.512954180049958,0.014529705047607422,2.3476704833435793,0.7588410962557158,2.5492974173688654,0.7347722159222256,28
temperature_max,outer_0,cart,5,0.005,3,20,20,quantile,1,0.7430296382799096,2.5008358339955072,0.01454782485961914,2.3266019769333033,0.7610053087998014,2.516857576899551,0.7381472426824978,31
temperature_max,outer_0,cart,5,0.003,3,20,20,quantile,1,0.7436078287696586,2.495240213827459,0.014423370361328125,2.3216282724976423,0.7615162208369728,2.510558652876714,0.7388025799723993,32
temperature_max,outer_0,cart,5,0.001,3,20,20,quantile,1,0.7436078287696586,2.495240213827459,0.014370441436767578,2.3216282724976423,0.7615162208369728,2.510558652876714,0.7388025799723993,32
temperature_max,outer_0,cart,5,0.0005,3,20,20,quantile,1,0.7436078287696586,2.495240213827459,0.015138864517211914,2.3216282724976423,0.7615162208369728,2.510558652876714,0.7388025799723993,32
temperature_max,outer_0,cart,5,0.0001,3,20,20,quantile,1,0.7436078287696586,2.495240213827459,0.014463186264038086,2.3216282724976423,0.7615162208369728,2.510558652876714,0.7388025799723993,32
